股票代码,code,所属概念数量,所属概念,market_code
688503.SH,688503,15,光刻胶;OLED;BC电池;芯片概念;HJT电池;TOPCON电池;液冷服务器;汽车电子;5G;光伏概念;专精特新;卫星导航;商业航天;沪股通;融资融券,17
002609.SZ,002609,18,鸿蒙概念;数据要素;数字经济;人工智能;智慧城市;DeepSeek概念;蚂蚁集团概念;百度概念;腾讯概念;车联网(车路协同);新型城镇化;华为概念;粤港澳大湾区;充电桩;2025年报预增;储能;高压快充;深股通,33
300464.SZ,300464,6,无线耳机;消费电子概念;家用电器;人民币贬值受益;露营经济;跨境电商,33
688798.SH,688798,19,MCU芯片;汽车芯片;AI眼镜;智能穿戴;芯片概念;5G;消费电子概念;小米概念;传感器;物联网;华为概念;卫星导航;比亚迪概念;专精特新;抖音概念(字节概念);机器人概念;人民币贬值受益;融资融券;沪股通,17
300455.SZ,300455,16,卫星导航;商业航天;军工;核电;高端装备;高铁;机器人概念;人工智能;智能物流;央企国企改革;芯片概念;MCU芯片;国企改革;存储芯片;融资融券;深股通,33
002223.SZ,002223,12,眼科医疗;幽门螺杆菌概念;三胎概念;养老概念;雅下水电概念;智能医疗;蚂蚁集团概念;医疗器械概念;消毒剂;血氧仪;深股通;融资融券,33
301169.SZ,301169,31,苹果概念;华为概念;华为昇腾;阿里巴巴概念;云计算;腾讯概念;信创;数据安全;元宇宙;时空大数据;云办公;AI智能体;数字孪生;智慧政务;人工智能;AIGC概念;鸿蒙概念;智慧城市;数据要素;数据确权;烟草;DeepSeek概念;蚂蚁集团概念;数字经济;数字乡村;财税数字化;互联网金融;一带一路;跨境电商;跨境支付(CIPS);融资融券,33
300790.SZ,300790,17,AI眼镜;消费电子概念;汽车电子;小米概念;机器视觉;新能源汽车;无人机;无人驾驶;人形机器人;虚拟现实;华为概念;机器人概念;安防;智能家居;车联网(车路协同);职业教育;深股通,33
002202.SZ,002202,25,商业航天;东数西算(算力);柔性直流输电;智能电网;特高压;海工装备;储能;独角兽概念;工业互联网;风电;人工智能;抽水蓄能;氢能源;创投;碳中和;绿色电力;碳交易;污水处理;西部大开发;新疆振兴;PPP概念;煤化工概念;同花顺出海50;深股通;融资融券,33
688380.SH,688380,16,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;2025年报预增;机器人概念;人形机器人;华为汽车;长安汽车概念;沪股通;融资融券,17
000620.SZ,000620,12,短剧游戏;数据要素;AI智能体;存储芯片;京津冀一体化;芯片概念;体育产业;IP经济(谷子经济);旅游概念;乡村振兴;参股银行;深股通,33
003011.SZ,003011,4,长三角一体化;人民币贬值受益;共同富裕示范区;2025年报预增,33
300647.SZ,300647,10,液冷服务器;消费电子概念;数据中心(AIDC);锂电池概念;智慧城市;5G;智慧灯杆;动力电池回收;一带一路;跨境电商,33
600867.SH,600867,6,减肥药;创新药;重组蛋白;合成生物;沪股通;融资融券,17
301376.SZ,301376,12,露营经济;足球概念;体育产业;网红经济;跨境电商;数字经济;人民币贬值受益;ChatGPT概念;宠物经济;创投;深股通;融资融券,33
300196.SZ,300196,3,PCB概念;光伏概念;深股通,33
301106.SZ,301106,16,星闪概念;电力物联网;智能电网;智能家居;新型烟草(电子烟);家用电器;5G;消费电子概念;智能座舱;汽车电子;新能源汽车;比亚迪概念;两轮车;PCB概念;股权转让(并购重组);融资融券,33
600879.SH,600879,20,太赫兹;军工信息化;卫星导航;军民融合;商业航天;军工;无人机;低空经济;高端装备;物联网;量子科技;特高压;传感器;京津冀一体化;央企国企改革;医疗器械概念;芯片概念;国企改革;沪股通;融资融券,17
300985.SZ,300985,7,石墨烯;天然气;氢能源;锂电池概念;燃料电池;新能源汽车;融资融券,33
603195.SH,603195,14,超级品牌;高股息精选;露营经济;家用电器;同花顺漂亮100;智能家居;腾讯概念;抖音概念(字节概念);充电桩;华为概念;储能;无线充电;沪股通;融资融券,17
300849.SZ,300849,1,可降解塑料,33
002586.SZ,002586,8,ST板块;国企改革;PPP概念;雄安新区;文化传媒概念;海工装备;水利;高端装备,33
002907.SZ,002907,13,仿制药一致性评价;医药电商;流感;肝炎概念;创新药;维生素;幽门螺杆菌概念;猴痘概念;减肥药;西部大开发;人工智能;工业互联网;深股通,33
920427.BJ,920427,9,无人机;消费电子概念;融资融券;芯片概念;新型城镇化;地下管网;先进封装;房屋检测;低空经济,151
688257.SH,688257,6,PCB概念;2026一季报预增;工业母机;专精特新;沪股通;融资融券,17
002510.SZ,002510,21,长安汽车概念;华为汽车;京津冀一体化;工业互联网;飞行汽车(eVTOL);低空经济;军民融合;创投;新能源汽车;比亚迪概念;天津自贸区;特斯拉概念;新疆振兴;军工;国企改革;无人机;大飞机;小米概念;宁德时代概念;深股通;股权转让(并购重组),33
600688.SH,600688,9,航运概念;国企改革;氢能源;央企国企改革;碳交易;燃料电池;碳纤维;沪股通;融资融券,17
300223.SZ,300223,31,存储芯片;汽车芯片;MCU芯片;MiniLED;OLED;芯片概念;AI眼镜;汽车电子;消费电子概念;毫米波雷达;智能座舱;传感器;智能音箱;小米概念;机器视觉;3D打印;无人驾驶;人脸识别;抖音概念(字节概念);物联网;机器人概念;安防;人民币贬值受益;人工智能;鸿蒙概念;智能家居;区块链;家用电器;京津冀一体化;深股通;融资融券,33
001387.SZ,001387,10,中俄贸易概念;家用电器;智能家居;参股银行;充电桩;储能;小米概念;汽车电子;PCB概念;融资融券,33
688667.SH,688667,8,汽车电子;专精特新;新能源汽车;2025年报预增;车联网(车路协同);长安汽车概念;沪股通;融资融券,17
001369.SZ,001369,9,注册制次新股;锂电池概念;碳中和;光伏概念;西部大开发;专精特新;深股通;新股与次新股;融资融券,33
600366.SH,600366,17,稀土永磁;低空经济;人形机器人;机器人概念;比亚迪概念;新能源汽车;特斯拉概念;苹果概念;共同富裕示范区;消费电子概念;2025年报预增;无线耳机;创投;小金属概念;超导概念;沪股通;融资融券,17
300618.SZ,300618,9,金属钴;金属镍;金属铜;小金属概念;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券,33
603726.SH,603726,6,先进封装;家用电器;人形机器人;空气能热泵;机器人概念;创投,17
688709.SH,688709,18,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,17
605118.SH,605118,15,福建自贸区;海峡两岸;虚拟现实;人民币贬值受益;安防;专精特新;机器视觉;无人机;人工智能;AI眼镜;消费电子概念;机器人概念;智能座舱;富士康概念;沪股通,17
603156.SH,603156,5,创投;超级品牌;高股息精选;沪股通;融资融券,17
002648.SZ,002648,12,煤化工概念;环氧丙烷;丙烯酸;POE胶膜;氢能源;三胎概念;锂电池概念;燃料电池;互联网金融;长三角一体化;融资融券;深股通,33
601117.SH,601117,17,中字头股票;煤化工概念;环氧丙烷;磷化工;同花顺中特估100;新疆振兴;国企改革;氟化工概念;央企国企改革;氢能源;污水处理;一带一路;储能;沪股通;融资融券;可控核聚变;芯片概念,17
688319.SH,688319,8,专精特新;幽门螺杆菌概念;西部大开发;流感;创新药;生物疫苗;沪股通;融资融券,17
688391.SH,688391,10,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;智能电网;储能;融资融券,17
301071.SZ,301071,6,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,33
301510.SZ,301510,18,新型工业化;传感器;机器视觉;工业母机;专精特新;高端装备;机器人概念;物联网;芯片概念;工业互联网;智能物流;粤港澳大湾区;先进封装;职业教育;创投;污水处理;深股通;融资融券,33
920069.BJ,920069,4,医疗器械概念;新股与次新股;融资融券;人民币贬值受益,151
600872.SH,600872,6,预制菜;国企改革;粤港澳大湾区;沪股通;融资融券;稀土永磁,17
605338.SH,605338,2,预制菜;沪股通,17
920809.BJ,920809,8,锂电池概念;西部大开发;融资融券;磷化工;比亚迪概念;宁德时代概念;储能;专精特新,151
300274.SZ,300274,13,宁德时代概念;虚拟电厂;储能;氢能源;充电桩;风电;光伏概念;同花顺漂亮100;新能源汽车;深股通;融资融券;数据中心(AIDC);数字经济,33
301585.SZ,301585,2,专精特新;融资融券,33
300438.SZ,300438,24,钠离子电池;固态电池;锂电池概念;两轮车;石墨烯;虚拟电厂;储能;新型烟草(电子烟);充电桩;燃料电池;独角兽概念;无线耳机;粤港澳大湾区;数据中心(AIDC);深股通;小米概念;低空经济;无人机;新能源汽车;机器人概念;军工;消费电子概念;长安汽车概念;融资融券,33
301205.SZ,301205,7,共封装光学(CPO);5G;芯片概念;数据中心(AIDC);人民币贬值受益;深股通;融资融券,33
600392.SH,600392,9,稀土永磁;小金属概念;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,17
300969.SZ,300969,7,人形机器人;汽车热管理;比亚迪概念;无人驾驶;新能源汽车;深股通;融资融券,33
600708.SH,600708,12,租售同权;物业管理;特色小镇;新型城镇化;土地流转;乡村振兴;统一大市场;上海国企改革;冷链物流;国企改革;沪股通;融资融券,17
605186.SH,605186,9,医药电商;中俄贸易概念;智能医疗;AI语料;机器人概念;AI智能体;DeepSeek概念;数据要素;AI应用,17
603881.SH,603881,14,算力租赁;云计算;东数西算(算力);中国AI 50;国资云;数据中心(AIDC);腾讯概念;百度概念;阿里巴巴概念;液冷服务器;蚂蚁集团概念;国企改革;沪股通;融资融券,17
603703.SH,603703,10,卫星导航;商业航天;5G;量子科技;车联网(车路协同);数据中心(AIDC);家用电器;铜缆高速连接;光纤概念;沪股通,17
688799.SH,688799,8,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券,17
000510.SZ,000510,7,金属铜;小金属概念;石墨烯;芯片概念;化债概念(AMC概念);西部大开发;深股通,33
300802.SZ,300802,21,先进封装;PCB概念;芯片概念;MiniLED;消费电子概念;苹果概念;汽车电子;小米概念;机器视觉;比亚迪概念;商业航天;华为概念;光伏概念;特斯拉概念;无人机;高端装备;储能;人工智能;AI应用;创投;深股通,33
605588.SH,605588,9,OLED;芯片概念;柔性屏(折叠屏);富士康概念;苹果概念;消费电子概念;华为手机;小米概念;华为概念,17
001365.SZ,001365,20,注册制次新股;两轮车;一带一路;长安汽车概念;工业互联网;低空经济;储能;机器人概念;国企改革;比亚迪概念;新能源汽车;无人驾驶;人形机器人;宁德时代概念;智能座舱;汽车电子;无线充电;PCB概念;新股与次新股;融资融券,33
001270.SZ,001270,13,6G概念;卫星导航;商业航天;第三代半导体;军工信息化;军民融合;5G;芯片概念;军工;专精特新;共同富裕示范区;深股通;摘帽,33
002055.SZ,002055,22,EDR概念;数据要素;车联网(车路协同);ST板块;华为概念;粤港澳大湾区;数据中心(AIDC);特斯拉概念;高压快充;小米概念;无人驾驶;宁德时代概念;比亚迪概念;新能源汽车;汽车电子;MiniLED;5G;无线充电;消费电子概念;铜缆高速连接;OLED;存储芯片,33
688350.SH,688350,5,专精特新;盐湖提锂;氢能源;污水处理;融资融券,17
300137.SZ,300137,14,PM2.5;AI智能体;核污染防治;碳中和;机器人概念;区块链;水利;污水处理;碳交易;雄安新区;京津冀一体化;乡村振兴;深股通;摘帽,33
300706.SZ,300706,16,存储芯片;PET铜箔;OLED;第三代半导体;芯片概念;超导概念;消费电子概念;HJT电池;小金属概念;钙钛矿电池;专精特新;光伏概念;钒电池;海峡两岸;福建自贸区;深股通,33
600029.SH,600029,5,证金持股;央企国企改革;国企改革;沪股通;融资融券,17
002421.SZ,002421,32,数字孪生;华为鲲鹏;人脸识别;信创;云计算;鸿蒙概念;抖音概念(字节概念);物联网;AI智能体;小米概念;机器人概念;AI应用;工业互联网;智慧城市;华为概念;腾讯概念;液冷服务器;东数西算(算力);数字经济;人工智能;数据中心(AIDC);DeepSeek概念;建筑节能;粤港澳大湾区;宁德时代概念;雄安新区;碳中和;智能医疗;PPP概念;养老概念;深股通;融资融券,33
688057.SH,688057,4,机器人概念;污水处理;专精特新;融资融券,17
002658.SZ,002658,19,中芯国际概念;航空发动机;核电;氢能源;PM2.5;专精特新;商业航天;芯片概念;固废处理;碳中和;雄安新区;物联网;数字经济;数据要素;AI智能体;DeepSeek概念;京津冀一体化;碳交易;深股通,33
603217.SH,603217,5,可降解塑料;合成生物;专精特新;固态电池;沪股通,17
301666.SZ,301666,14,英伟达概念;存储芯片;注册制次新股;快手概念;数据中心(AIDC);小红书概念;专精特新;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;DeepSeek概念;新股与次新股;融资融券,33
000049.SZ,000049,27,钠离子电池;固态电池;锂电池概念;储能;人民币贬值受益;粤港澳大湾区;比亚迪概念;智能家居;新能源汽车;物联网;机器人概念;无线耳机;华为手机;小米概念;无人机;华为概念;消费电子概念;苹果概念;人形机器人;智能穿戴;同花顺果指数;AI眼镜;5G;深股通;融资融券;先进封装;数据中心(AIDC),33
000516.SZ,000516,19,高压氧舱;民营医院;毛发医疗;养老概念;三胎概念;医美概念;细胞免疫治疗;辅助生殖;智能医疗;旅游概念;西部大开发;脑机接口;DeepSeek概念;人工智能;阿里巴巴概念;机器人概念;华为概念;深股通;融资融券,33
688171.SH,688171,11,电力物联网;智能电网;量子科技;军工信息化;网络安全;信创;工业互联网;数据安全;虚拟电厂;数据要素;融资融券,17
000902.SZ,000902,11,化肥;磷化工;农村电商;大豆;生态农业;氟化工概念;乡村振兴;数字乡村;锂电池概念;深股通;融资融券,33
002545.SZ,002545,8,化肥;一带一路;风电;2025年报预增;特高压;智能电网;深股通;融资融券,33
002792.SZ,002792,26,6G概念;卫星导航;F5G概念;WiFi 6;商业航天;铜缆高速连接;共封装光学(CPO);毫米波雷达;5G;汽车电子;消费电子概念;无人驾驶;低空经济;华为概念;华为汽车;换电概念;数字乡村;粤港澳大湾区;人工智能;储能;一带一路;中俄贸易概念;虚拟电厂;乡村振兴;深股通;融资融券,33
600486.SH,600486,8,草甘膦;乡村振兴;国企改革;央企国企改革;同花顺出海50;人民币贬值受益;沪股通;融资融券,17
600885.SH,600885,19,汽车电子;商业航天;数据中心(AIDC);智能电网;充电桩;华为概念;特斯拉概念;光伏概念;储能;物联网;低空经济;宁德时代概念;飞行汽车(eVTOL);机器人概念;新能源汽车;风电;福建自贸区;沪股通;融资融券,17
600678.SH,600678,13,ST板块;西部大开发;国企改革;氢能源;区块链;DeepSeek概念;工业互联网;新能源汽车;机器人概念;充电桩;无人驾驶;商业航天;人形机器人,22
300733.SZ,300733,15,成飞概念;航空发动机;氢能源;军民融合;大飞机;军工;长安汽车概念;机器人概念;西部大开发;新能源汽车;无人机;比亚迪概念;2025年报预增;小米概念;深股通,33
300518.SZ,300518,7,锂电池概念;氢能源;网络游戏;手机游戏;西部大开发;网红经济;融资融券,33
920425.BJ,920425,10,2025年报预增;西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜,151
002602.SZ,002602,30,电子竞技;网络游戏;手机游戏;云游戏;NFT概念;IP经济(谷子经济);共同富裕示范区;同花顺出海50;虚拟数字人;元宇宙;AIGC概念;AI应用;长三角一体化;DeepSeek概念;脑机接口;人工智能;人民币贬值受益;腾讯概念;虚拟现实;2025年报预增;数据安全;算力租赁;新能源汽车;比亚迪概念;华为概念;东数西算(算力);深股通;数据中心(AIDC);融资融券;摘帽,33
002837.SZ,002837,20,液冷服务器;中国AI 50;数据中心(AIDC);英伟达概念;东数西算(算力);华为概念;比亚迪概念;军工;充电桩;新能源汽车;储能;抖音概念(字节概念);腾讯概念;阿里巴巴概念;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,33
688392.SH,688392,18,先进封装;芯片概念;PET铜箔;液冷服务器;专精特新;比亚迪概念;宁德时代概念;军工;固态电池;新能源汽车;碳纤维;储能;人形机器人;人工智能;锂电池概念;医疗器械概念;沪股通;融资融券,17
688313.SH,688313,10,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);专精特新;2025年报预增;沪股通;融资融券,17
688768.SH,688768,14,传感器;机器人概念;多模态AI;ChatGPT概念;AI智能体;专精特新;高端装备;数据要素;AI应用;工业互联网;人工智能;DeepSeek概念;风电;融资融券,17
600499.SH,600499,15,盐湖提锂;锂电池概念;宁德时代概念;同花顺出海50;人民币贬值受益;储能;一带一路;光伏建筑一体化;高端装备;充电桩;新型工业化;机器人概念;海工装备;沪股通;融资融券,17
300150.SZ,300150,6,AIGC概念;水利;京津冀一体化;高铁;安防;专精特新,33
300720.SZ,300720,4,物联网;机器人概念;深股通;股权转让(并购重组),33
605305.SH,605305,7,风电;京津冀一体化;储能;2025年报预增;专精特新;沪股通;融资融券,17
601869.SH,601869,25,光纤概念;铜缆高速连接;共封装光学(CPO);太赫兹;第三代半导体;5G;特高压;芯片概念;数据中心(AIDC);量子科技;东数西算(算力);新能源汽车;专精特新;智能电网;海工装备;同花顺出海50;人形机器人;风电;沪股通;机器人概念;工业互联网;抖音概念(字节概念);一带一路;创投;融资融券,17
000420.SZ,000420,11,碳纤维;风电;大飞机;飞行汽车(eVTOL);国企改革;无人机;低空经济;体育产业;冰雪产业;融资融券;深股通,33
002050.SZ,002050,22,人形机器人;汽车热管理;同花顺新质50;华为汽车;特斯拉概念;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;家用电器;小米概念;燃料电池;空气能热泵;液冷服务器;宁德时代概念;数据中心(AIDC);同花顺出海50;DeepSeek概念;一带一路;储能;深股通;融资融券,33
300980.SZ,300980,16,新能源汽车;专精特新;小米概念;长安汽车概念;华为概念;消费电子概念;机器人概念;锂电池概念;人形机器人;有机硅概念;建筑节能;2025年报预增;柔性屏(折叠屏);一带一路;足球概念;融资融券,33
002888.SZ,002888,13,横琴新区;跨境电商;智能家居;物联网;星闪概念;粤港澳大湾区;智能音箱;华为概念;2025年报预增;无线耳机;汽车电子;绿色电力;消费电子概念,33
002972.SZ,002972,11,高铁;专精特新;一带一路;粤港澳大湾区;智慧城市;DeepSeek概念;传感器;无人驾驶;信创;储能;网络安全,33
688053.SH,688053,7,卫星导航;商业航天;军工;芯片概念;存储芯片;西部大开发;ST板块,22
301628.SZ,301628,9,PCB概念;共封装光学(CPO);5G;毫米波雷达;量子科技;专精特新;机器人概念;深股通;融资融券,33
688073.SH,688073,3,人民币贬值受益;沪股通;融资融券,17
688198.SH,688198,7,眼科医疗;创新药;医美概念;医疗器械概念;专精特新;沪股通;融资融券,17
603456.SH,603456,11,创新药;仿制药一致性评价;CRO概念;合成生物;智能医疗;DeepSeek概念;人工智能;人民币贬值受益;幽门螺杆菌概念;沪股通;融资融券,17
603020.SH,603020,1,烟草,17
600732.SH,600732,7,TOPCON电池;BC电池;光伏建筑一体化;光伏概念;风电;沪股通;融资融券,17
300531.SZ,300531,35,数据确权;电子身份证;人脸识别;智慧政务;数据安全;信创;数据要素;鸿蒙概念;数字货币;拼多多概念;区块链;移动支付;数字经济;跨境支付(CIPS);DeepSeek概念;物联网;机器视觉;人工智能;工业互联网;华为概念;智能电网;中俄贸易概念;专精特新;智能物流;机器人概念;智能音箱;粤港澳大湾区;军工;智能医疗;食品安全;华为海思概念股;消费电子概念;芯片概念;2026一季报预增;深股通,33
920060.BJ,920060,13,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151
002397.SZ,002397,5,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济),33
300219.SZ,300219,24,MicroLED概念;柔性屏(折叠屏);MiniLED;MR(混合现实);汽车电子;消费电子概念;小米概念;虚拟现实;华为汽车;长安汽车概念;比亚迪概念;芯片概念;新能源汽车;小米汽车;车联网(车路协同);华为概念;光刻机;无人机;粤港澳大湾区;互联网金融;文化传媒概念;国企改革;深股通;融资融券,33
003041.SZ,003041,6,人民币贬值受益;共同富裕示范区;一带一路;2025年报预增;深股通;股权转让(并购重组),33
603885.SH,603885,3,上海自贸区;沪股通;融资融券,17
002348.SZ,002348,9,在线教育;人工智能;IP经济(谷子经济);机器人概念;跨境电商;三胎概念;深股通;算力租赁;股权转让(并购重组),33
920405.BJ,920405,5,数据中心(AIDC);工业互联网;融资融券;固态电池;储能,151
300476.SZ,300476,29,共封装光学(CPO);PCB概念;富士康概念;AI PC;5G;AI手机;汽车电子;英伟达概念;芯片概念;数据中心(AIDC);小米概念;东数西算(算力);光伏概念;特斯拉概念;新能源汽车;人形机器人;虚拟现实;2025年报预增;储能;智能电网;海峡两岸;机器人概念;粤港澳大湾区;物联网;人民币贬值受益;深股通;同花顺出海50;乡村振兴;融资融券,33
300441.SZ,300441,7,家用电器;高端装备;空气能热泵;燃料电池;锂电池概念;光伏概念;深股通,33
603293.SH,603293,12,小米汽车;注册制次新股;无人驾驶;智能座舱;新能源汽车;专精特新;毫米波雷达;汽车电子;MCU芯片;汽车芯片;新股与次新股;融资融券,17
601137.SH,601137,32,富士康概念;先进封装;共封装光学(CPO);6G概念;铜缆高速连接;芯片概念;液冷服务器;消费电子概念;AI手机;3D打印;商业航天;5G;无线耳机;比亚迪概念;新能源汽车;TOPCON电池;国产航母;光伏概念;机器人概念;高压快充;高铁;充电桩;海工装备;锂电池概念;东数西算(算力);一带一路;人工智能;AI智能体;DeepSeek概念;数字经济;沪股通;融资融券,17
300041.SZ,300041,33,先进封装;芯片概念;华为海思概念股;有机硅概念;BC电池;消费电子概念;钙钛矿电池;小米概念;光伏概念;比亚迪概念;固态电池;宁德时代概念;新能源汽车;PVDF概念;锂电池概念;特斯拉概念;华为概念;大飞机;军工;华为汽车;低空经济;2025年报预增;小米汽车;高铁;风电;建筑节能;人工智能;光伏建筑一体化;创投;雄安新区;PCB概念;深股通;融资融券,33
002358.SZ,002358,19,柔性直流输电;智能电网;特高压;风电;核电;充电桩;垃圾分类;储能;数据中心(AIDC);一带一路;智慧灯杆;高压快充;国企改革;光伏概念;商业航天;智能物流;机器人概念;新能源汽车;深股通,33
688026.SH,688026,6,辅助生殖;医疗器械概念;细胞免疫治疗;人民币贬值受益;专精特新;融资融券,17
300103.SZ,300103,11,新型城镇化;智慧城市;腾讯概念;一带一路;固废处理;西部大开发;充电桩;高端装备;军工;股权转让(并购重组);金属回收,33
688515.SH,688515,16,铜缆高速连接;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);小米概念;比亚迪概念;华为概念;人形机器人;无人驾驶;机器人概念;信创;车联网(车路协同);工业互联网;沪股通;融资融券,17
301211.SZ,301211,7,肝炎概念;流感;维生素;仿制药一致性评价;CRO概念;深股通;融资融券,33
603712.SH,603712,15,军工信息化;军民融合;大飞机;军工;卫星导航;无人机;DeepSeek概念;商业航天;高铁;京津冀一体化;一带一路;国企改革;6G概念;融资融券;沪股通,17
301256.SZ,301256,11,光刻胶;消毒剂;芯片概念;净水概念;光伏概念;化肥;专精特新;污水处理;西部大开发;深股通;融资融券,33
002151.SZ,002151,31,卫星导航;军工信息化;商业航天;无人机;军工;星闪概念;军民融合;物联网;车联网(车路协同);低空经济;同花顺新质50;国产航母;智能穿戴;华为概念;智能座舱;高端装备;机器人概念;5G;无人驾驶;汽车电子;消费电子概念;英伟达概念;长安汽车概念;芯片概念;农机;汽车芯片;京津冀一体化;两轮车;国家大基金持股;深股通;融资融券,33
301110.SZ,301110,13,小红书概念;抖音概念(字节概念);阿里巴巴概念;数据要素;AI应用;AI智能体;跨境电商;人工智能;三胎概念;宠物经济;2026一季报预增;深股通;融资融券,33
002171.SZ,002171,27,培育钻石;碳纤维;大飞机;3D打印;军民融合;商业航天;可控核聚变;军工;第三代半导体;卫星导航;金属铜;专精特新;新能源汽车;PCB概念;燃料电池;人形机器人;机器人概念;风电;钒电池;MiniLED;充电桩;固态电池;锂电池概念;2025年报预增;动力电池回收;深股通;融资融券,33
600346.SH,600346,7,煤化工概念;可降解塑料;同花顺漂亮100;锂电池概念;沪股通;PET铜箔;融资融券,17
601111.SH,601111,7,证金持股;央企国企改革;同花顺中特估100;国企改革;中字头股票;沪股通;融资融券,17
002378.SZ,002378,8,小金属概念;金属铜;军工;2025年报预增;工业母机;光伏概念;深股通;融资融券,33
300037.SZ,300037,17,超级电容;氟化工概念;OLED;固态电池;钠离子电池;2026一季报预增;先进封装;宁德时代概念;锂电池概念;芯片概念;液冷服务器;比亚迪概念;新能源汽车;特斯拉概念;数据中心(AIDC);深股通;融资融券,33
688520.SH,688520,6,重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券,17
600487.SH,600487,32,光纤概念;F5G概念;共封装光学(CPO);太赫兹;6G概念;液冷服务器;5G;芯片概念;特高压;柔性直流输电;数据中心(AIDC);量子科技;长三角一体化;华为概念;无人驾驶;新能源汽车;军工;海工装备;智能电网;网络安全;小米汽车;人形机器人;水利;风电;机器人概念;智慧城市;沪股通;融资融券;同花顺出海50;DeepSeek概念;一带一路;创投,17
300599.SZ,300599,4,粤港澳大湾区;石墨烯;水利;地下管网,33
603301.SH,603301,6,医疗器械概念;跨境电商;人民币贬值受益;医药电商;沪股通;融资融券,17
688478.SH,688478,11,第三代半导体;存储芯片;华为海思概念股;芯片概念;光伏概念;比亚迪概念;专精特新;海峡两岸;沪股通;股权转让(并购重组);融资融券,17
002413.SZ,002413,27,太赫兹;军工信息化;军民融合;大飞机;卫星导航;军工;商业航天;无人机;低空经济;车联网(车路协同);数据要素;人工智能;京津冀一体化;DeepSeek概念;6G概念;无人驾驶;毫米波雷达;养老概念;华为概念;比亚迪概念;东数西算(算力);5G;汽车电子;芯片概念;存储芯片;深股通;融资融券,33
688400.SH,688400,34,共封装光学(CPO);苹果概念;富士康概念;机器视觉;光纤概念;华为手机;新型工业化;芯片概念;消费电子概念;人形机器人;MR(混合现实);MicroLED概念;空间计算;小米概念;专精特新;虚拟现实;机器人概念;无人机;数据中心(AIDC);华为概念;宁德时代概念;Web3.0;智谱AI;元宇宙;AI视频;光伏概念;人工智能;锂电池概念;AIGC概念;2025年报预增;数字经济;虚拟数字人;沪股通;融资融券,17
002456.SZ,002456,28,智能座舱;星闪概念;小米概念;汽车电子;AI眼镜;传感器;虚拟现实;消费电子概念;无人驾驶;长安汽车概念;车联网(车路协同);毫米波雷达;华为概念;人形机器人;机器人概念;人脸识别;柔性屏(折叠屏);元宇宙;智慧城市;海峡两岸;智能家居;MR(混合现实);机器视觉;OLED;医疗器械概念;深股通;融资融券;股权转让(并购重组),33
603380.SH,603380,9,机器人概念;新能源汽车;汽车电子;消费电子概念;5G;独角兽概念;数据中心(AIDC);医疗器械概念;沪股通,17
603160.SH,603160,30,MCU芯片;汽车芯片;中芯国际概念;OLED;芯片概念;电子纸;AI手机;汽车电子;智能穿戴;消费电子概念;AI眼镜;虚拟现实;传感器;星闪概念;无线耳机;智能座舱;小米概念;华为概念;物联网;粤港澳大湾区;人工智能;鸿蒙概念;智能家居;人脸识别;新能源汽车;AI应用;智能医疗;长安汽车概念;沪股通;融资融券,17
688626.SH,688626,13,脑机接口;AI智能体;AI应用;DeepSeek概念;人工智能;智能医疗;机器人概念;养老概念;专精特新;医疗器械概念;旅游概念;沪股通;融资融券,17
688550.SH,688550,12,光刻胶;OLED;钙钛矿电池;人民币贬值受益;西部大开发;国企改革;乡村振兴;减肥药;创新药;股权转让(并购重组);沪股通;融资融券,17
688083.SH,688083,10,数字孪生;信创;鸿蒙概念;新型工业化;AI应用;职业教育;人工智能;智能电网;沪股通;融资融券,17
688398.SH,688398,6,专精特新;新能源汽车;家用电器;福建自贸区;冷链物流;融资融券,17
300443.SZ,300443,9,风电;2025年报预增;创投;海工装备;军工;减速器;核电;融资融券;深股通,33
