market_code,所属概念数量,股票代码,所属概念,code
33,32,300098.SZ,数据安全;鸿蒙概念;AI智能体;人脸识别;安防;AI应用;百度概念;车联网(车路协同);腾讯概念;智慧城市;物联网;人工智能;虚拟现实;DeepSeek概念;华为概念;机器人概念;东数西算(算力);智能电网;长安汽车概念;智慧灯杆;比亚迪概念;无人驾驶;数据中心(AIDC);卫星导航;高铁;商业航天;5G;汽车电子;PPP概念;汽车芯片;深股通;融资融券,300098
17,16,688168.SH,网络安全;国产操作系统;云计算;东数西算(算力);信创;数据安全;数据中心(AIDC);AI智能体;华为概念;百度概念;人工智能;DeepSeek概念;换电概念;专精特新;沪股通;融资融券,688168
17,16,600895.SH,光刻机;芯片概念;上海自贸区;新能源汽车;创投;数字乡村;蚂蚁集团概念;新型城镇化;租售同权;国企改革;乡村振兴;沪股通;融资融券;参股券商;物业管理;证金持股,600895
33,14,000909.SZ,ST板块;物业管理;国企改革;共同富裕示范区;换电概念;智慧城市;智慧政务;云办公;充电桩;元宇宙;车联网(车路协同);无人驾驶;5G;消费电子概念,000909
17,18,688818.SH,卫星导航;商业航天;科创次新股;军工;无人机;注册制次新股;智能电网;机器人概念;光伏概念;储能;燃料电池;锂电池概念;央企国企改革;固态电池;国企改革;钠离子电池;新股与次新股;融资融券,688818
151,12,920885.BJ,卫星导航;国产航母;风电;西部大开发;融资融券;无人驾驶;新能源汽车;商业航天;军民融合;军工;储能;专精特新,920885
17,11,688716.SH,PEEK材料;人形机器人;机器人概念;3D打印;专精特新;新能源汽车;碳纤维;商业航天;大飞机;医疗器械概念;融资融券,688716
33,25,002202.SZ,商业航天;东数西算(算力);柔性直流输电;智能电网;特高压;海工装备;储能;独角兽概念;工业互联网;风电;人工智能;抽水蓄能;氢能源;创投;碳中和;绿色电力;碳交易;污水处理;西部大开发;新疆振兴;PPP概念;煤化工概念;同花顺出海50;深股通;融资融券,002202
33,9,002756.SZ,锂电池概念;特钢概念;核电;互联网金融;军工;液冷服务器;2026中报预增;融资融券;深股通,002756
33,8,300214.SZ,算力租赁;东数西算(算力);丙烯酸;数据中心(AIDC);液冷服务器;DeepSeek概念;专精特新;新疆振兴,300214
17,21,600118.SH,国产航母;卫星导航;大飞机;商业航天;军民融合;6G概念;中字头股票;军工;无人机;低空经济;高端装备;水利;央企国企改革;人工智能;一带一路;京津冀一体化;芯片概念;国企改革;智能医疗;沪股通;融资融券,600118
33,16,002452.SZ,智能电网;柔性直流输电;充电桩;特高压;储能;数据中心(AIDC);风电;光伏概念;军工;新能源汽车;专精特新;绿色电力;新疆振兴;2026中报预增;深股通;融资融券,002452
33,9,000592.SZ,福建自贸区;民营医院;海峡两岸;乡村振兴;旅游概念;合成生物;化肥;深股通;融资融券,000592
33,5,301069.SZ,PEEK材料;3D打印;锂电池概念;深股通;融资融券,301069
17,31,688228.SH,华为昇腾;华为鲲鹏;数据安全;财税数字化;信创;云计算;智慧政务;多模态AI;ChatGPT概念;AI视频;语音技术;AI语料;AI智能体;数据要素;AIGC概念;东数西算(算力);元宇宙;AI应用;虚拟数字人;虚拟现实;华为概念;人工智能;DeepSeek概念;知识产权保护;卫星导航;虚拟电厂;专精特新;文化传媒概念;沪股通;股权转让(并购重组);融资融券,688228
17,8,688319.SH,专精特新;幽门螺杆菌概念;西部大开发;流感;创新药;生物疫苗;沪股通;融资融券,688319
33,14,300380.SZ,互联网金融;AI应用;AIGC概念;鸿蒙概念;数据要素;信创;AI智能体;百度概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;深股通,300380
33,12,300948.SZ,人工智能;建筑节能;水利;土壤修复;一带一路;新型城镇化;污水处理;碳中和;PPP概念;碳交易;股权转让(并购重组);融资融券,300948
17,15,688539.SH,商业航天;军工;无人机;传感器;专精特新;海工装备;芯片概念;机器人概念;高铁;工业互联网;卫星导航;高端装备;人形机器人;沪股通;融资融券,688539
33,13,002196.SZ,人形机器人;机器人概念;家用电器;特斯拉概念;低空经济;航空发动机;新能源汽车;共同富裕示范区;无人机;一带一路;汽车电子;国企改革;深股通,002196
33,21,300180.SZ,数字货币;跨境支付(CIPS);移动支付;互联网金融;蚂蚁集团概念;区块链;华为鲲鹏;数据要素;信创;参股券商;腾讯概念;创投;一带一路;工业互联网;长安汽车概念;华为汽车;低空经济;华为概念;比亚迪概念;深股通;融资融券,300180
33,23,002181.SZ,足球概念;短剧游戏;广东自贸区;体育产业;文化传媒概念;虚拟数字人;网红经济;IP经济(谷子经济);职业教育;AIGC概念;旅游概念;AI应用;数字经济;智慧政务;独角兽概念;互联网金融;人工智能;创投;参股券商;国企改革;粤港澳大湾区;融资融券;深股通,002181
33,19,300590.SZ,车联网(车路协同);AI智能体;信创;智慧城市;物联网;人工智能;智能座舱;无人驾驶;工业互联网;卫星导航;5G;芯片概念;智能物流;专精特新;WiFi 6;人民币贬值受益;两轮车;2026中报预增;深股通,300590
17,17,600366.SH,稀土永磁;低空经济;人形机器人;机器人概念;比亚迪概念;新能源汽车;特斯拉概念;苹果概念;共同富裕示范区;消费电子概念;无线耳机;创投;小金属概念;超导概念;沪股通;融资融券;2026中报预增,600366
151,11,920914.BJ,商业航天;锂电池概念;金属镍;融资融券;氢能源;比亚迪概念;小金属概念;宁德时代概念;卫星导航;军工;专精特新,920914
33,33,002906.SZ,汽车热管理;华为汽车;小米汽车;长安汽车概念;人形机器人;特斯拉概念;一体化压铸;飞行汽车(eVTOL);智能座舱;无人驾驶;机器人概念;新能源汽车;比亚迪概念;无线充电;毫米波雷达;小米概念;低空经济;车联网(车路协同);星闪概念;汽车电子;卫星导航;华为概念;一带一路;宁德时代概念;百度概念;横琴新区;DeepSeek概念;创投;粤港澳大湾区;数据中心(AIDC);共封装光学(CPO);深股通;融资融券,002906
33,22,300124.SZ,人形机器人;一体化压铸;新型工业化;工业母机;小米汽车;机器人概念;机器视觉;小米概念;新能源汽车;农机;工业互联网;AI应用;数字经济;人工智能;换电概念;DeepSeek概念;储能;液冷服务器;碳中和;同花顺漂亮100;深股通;融资融券,300124
17,13,688550.SH,光刻胶;OLED;钙钛矿电池;人民币贬值受益;西部大开发;国企改革;乡村振兴;减肥药;创新药;先进封装;股权转让(并购重组);沪股通;融资融券,688550
151,16,920592.BJ,蚂蚁集团概念;鸿蒙概念;阿里巴巴概念;融资融券;智谱AI;智慧政务;数据要素;数字经济;华为概念;区块链;信创;人工智能;京津冀一体化;互联网金融;AIGC概念;DeepSeek概念,920592
33,12,002981.SZ,医疗器械概念;一带一路;人民币贬值受益;智能音箱;机器人概念;虚拟现实;储能;智能穿戴;消费电子概念;苹果概念;无人机;无线耳机,002981
17,14,601872.SH,航运概念;上海自贸区;俄乌冲突概念;海峡两岸;一带一路;央企国企改革;国企改革;高股息精选;天然气;融资融券;2026中报预增;冷链物流;人工智能;沪股通,601872
17,14,600510.SH,体育产业;新型城镇化;装配式建筑;一带一路;养老概念;参股银行;创投;PPP概念;国企改革;证金持股;超级电容;OLED;沪股通;融资融券,600510
17,5,603406.SH,参股银行;一带一路;注册制次新股;新股与次新股;融资融券,603406
33,25,002276.SZ,工业互联网;数字经济;机器人概念;人形机器人;水利;海工装备;高端装备;军工;换电概念;核电;充电桩;新能源汽车;风电;比亚迪概念;储能;柔性直流输电;国企改革;数据中心(AIDC);高压快充;光伏概念;绿色电力;5G;股权转让(并购重组);深股通;融资融券,002276
33,17,300484.SZ,新型工业化;人形机器人;数字孪生;飞行汽车(eVTOL);专精特新;低空经济;比亚迪概念;燃料电池;智能物流;传感器;新能源汽车;粤港澳大湾区;创投;锂电池概念;高压快充;MCU芯片;融资融券,300484
33,33,002340.SZ,金属钴;金属镍;小金属概念;金属铜;钠离子电池;金属回收;动力电池回收;黄金概念;固态电池;锂电池概念;稀土永磁;石墨烯;宁德时代概念;汽车拆解概念;固废处理;氢能源;储能;燃料电池;污水处理;一带一路;碳中和;垃圾分类;粤港澳大湾区;比亚迪概念;土壤修复;新能源汽车;特斯拉概念;专精特新;低空经济;机器人概念;人形机器人;深股通;融资融券,002340
33,4,300637.SZ,PCB概念;磷化工;芯片概念;专精特新,300637
33,8,002545.SZ,化肥;一带一路;风电;特高压;智能电网;深股通;2026中报预增;融资融券,002545
33,20,002446.SZ,太赫兹;6G概念;卫星导航;商业航天;毫米波雷达;军工信息化;5G;芯片概念;汽车电子;军工;军民融合;低空经济;物联网;华为概念;无人驾驶;车联网(车路协同);智能电网;粤港澳大湾区;深股通;融资融券,002446
17,6,603559.SH,时空大数据;云计算;数据中心(AIDC);东数西算(算力);5G;摘帽,603559
17,7,600589.SH,算力租赁;东数西算(算力);云计算;数据中心(AIDC);融资融券;股权转让(并购重组);沪股通,600589
17,8,603685.SH,家用电器;PCB概念;东数西算(算力);长三角一体化;风电;虚拟电厂;绿色电力;沪股通,603685
33,21,002506.SZ,HJT电池;BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光热发电;钒电池;绿色电力;光伏概念;碳中和;碳交易;储能;华为数字能源;雄安新区;蚂蚁集团概念;区块链;数字经济;空气能热泵;华为概念;深股通;融资融券,002506
33,12,300286.SZ,电力物联网;传感器;智能电网;数据中心(AIDC);虚拟电厂;充电桩;储能;华为概念;安防;专精特新;人工智能;深股通,300286
33,45,002929.SZ,算力租赁;华为昇腾;东数西算(算力);云办公;数据安全;多模态AI;数据中心(AIDC);信创;阿里巴巴概念;智慧灯杆;电力物联网;5G;百度概念;MR(混合现实);AI智能体;空间计算;元宇宙;数字乡村;数字孪生;数据要素;智能电网;虚拟数字人;虚拟现实;华为概念;智慧城市;华为数字能源;AI应用;虚拟电厂;无人机;DeepSeek概念;军工;人工智能;充电桩;工业互联网;低空经济;机器人概念;光伏概念;储能;雄安新区;一带一路;跨境电商;乡村振兴;西部大开发;融资融券;深股通,002929
33,24,300217.SZ,人形机器人;华为汽车;智能座舱;汽车热管理;比亚迪概念;传感器;机器人概念;新能源汽车;小米概念;光伏概念;家用电器;专精特新;军工;5G;储能;锂电池概念;固态电池;大飞机;海工装备;光热发电;芯片概念;核电;深股通;融资融券,300217
17,31,603927.SH,跨境支付(CIPS);AIGC概念;AI应用;区块链;鸿蒙概念;数据要素;智慧政务;互联网保险;AI智能体;数字乡村;数字货币;华为鲲鹏;DeepSeek概念;百度概念;信创;数据安全;人工智能;阿里巴巴概念;腾讯概念;国资云;智能医疗;网络安全;车联网(车路协同);乡村振兴;工业互联网;国企改革;华为概念;新型工业化;中字头股票;融资融券;沪股通,603927
17,10,603698.SH,军民融合;军工;高端装备;核电;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,603698
33,9,300737.SZ,光伏建筑一体化;新型城镇化;核电;海峡两岸;一带一路;水利;商业航天;融资融券;深股通,300737
33,47,300047.SZ,华为欧拉;云办公;财税数字化;华为鲲鹏;网络安全;云计算;数据安全;ChatGPT概念;智谱AI;智慧政务;信创;华为昇腾;鸿蒙概念;时空大数据;AI智能体;百度概念;数据要素;数字货币;AI应用;AIGC概念;在线教育;区块链;移动支付;数字孪生;腾讯概念;智慧城市;车联网(车路协同);军工信息化;DeepSeek概念;职业教育;数字经济;人工智能;蚂蚁集团概念;东数西算(算力);华为概念;低空经济;数据中心(AIDC);军工;无人机;无人驾驶;机器人概念;跨境电商;粤港澳大湾区;5G;乡村振兴;融资融券;深股通,300047
33,11,301513.SZ,注册制次新股;钠离子电池;宁德时代概念;锂电池概念;固态电池;比亚迪概念;高端装备;钙钛矿电池;深股通;新股与次新股;融资融券,301513
17,9,600829.SH,医药电商;流感;民营医院;眼科医疗;宠物经济;冷链物流;黑龙江自贸区;医疗器械概念;沪股通,600829
151,22,920924.BJ,数据中心(AIDC);AI应用;高铁;阿里巴巴概念;车联网(车路协同);融资融券;网络安全;算力租赁;物业管理;智慧灯杆;智慧城市;数字经济;抖音概念(字节概念);安防;华为概念;区块链;养老概念;信创;人工智能;东数西算(算力);专精特新;5G,920924
33,23,301112.SZ,新型工业化;一体化压铸;机器视觉;长安汽车概念;智能物流;机器人概念;高端装备;比亚迪概念;新能源汽车;工业互联网;人民币贬值受益;军工;航空发动机;无人机;粤港澳大湾区;汽车电子;光伏概念;储能;芯片概念;MCU芯片;汽车芯片;股权转让(并购重组);融资融券,301112
17,8,605366.SH,有机硅概念;光纤概念;硅能源;光伏概念;一带一路;风电;沪股通;融资融券,605366
33,29,300045.SZ,军工信息化;卫星导航;军民融合;大飞机;商业航天;成飞概念;时空大数据;军工;无人机;网络安全;低空经济;车联网(车路协同);数字孪生;6G概念;智慧城市;虚拟现实;飞行汽车(eVTOL);无人驾驶;人工智能;工业互联网;毫米波雷达;独角兽概念;农机;京津冀一体化;消费电子概念;芯片概念;创投;深股通;融资融券,300045
17,11,600409.SH,消毒剂;有机硅概念;钠离子电池;国企改革;京津冀一体化;绿色电力;光伏概念;华为概念;沪股通;融资融券;2026中报预增,600409
33,11,000921.SZ,高股息精选;家用电器;空气能热泵;深股通;融资融券;智能家居;汽车热管理;人形机器人;新能源汽车;DeepSeek概念;粤港澳大湾区,000921
33,10,300647.SZ,液冷服务器;消费电子概念;数据中心(AIDC);锂电池概念;智慧城市;5G;智慧灯杆;动力电池回收;一带一路;跨境电商,300647
33,10,000404.SZ,家用电器;汽车热管理;冷链物流;智能家居;国企改革;高股息精选;新能源汽车;锂电池概念;融资融券;深股通,000404
17,13,688047.SH,MCU芯片;汽车芯片;东数西算(算力);国产操作系统;信创;芯片概念;百度概念;鸿蒙概念;商业航天;DeepSeek概念;机器人概念;沪股通;融资融券,688047
33,17,000792.SZ,盐湖提锂;小金属概念;化肥;锂电池概念;同花顺漂亮100;西部大开发;特色小镇;储能;国企改革;央企国企改革;旅游概念;比亚迪概念;新能源汽车;融资融券;深股通;2026中报预增;股权转让(并购重组),000792
17,6,601100.SH,高端装备;无人驾驶;中国AI 50;同花顺漂亮100;沪股通;融资融券,601100
17,18,601598.SH,高股息精选;同花顺中特估100;航运概念;统一大市场;冷链物流;自由贸易港;国企改革;跨境电商;中俄贸易概念;央企国企改革;一带一路;智能物流;区块链;机器人概念;无人驾驶;中字头股票;融资融券;沪股通,601598
33,17,002153.SZ,区块链;腾讯概念;AI应用;云计算;移动支付;AI智能体;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;ERP概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;证金持股;深股通;融资融券,002153
151,21,920346.BJ,数据中心(AIDC);飞行汽车(eVTOL);长安汽车概念;长三角一体化;车联网(车路协同);机器人概念;融资融券;智能物流;智能家居;无人驾驶;新能源汽车;小米汽车;家用电器;华为汽车;净水概念;充电桩;储能;低空经济;人民币贬值受益;人形机器人;PCB概念,920346
17,19,601899.SH,金属铅;金属锌;黄金概念;金属铜;金属钴;小金属概念;盐湖提锂;同花顺出海50;福建自贸区;一带一路;锂电池概念;国企改革;证金持股;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;氢能源;2026中报预增,601899
17,6,603682.SH,租售同权;物业管理;新型城镇化;IP经济(谷子经济);小红书概念;高股息精选,603682
33,6,301190.SZ,染料;幽门螺杆菌概念;参股银行;2026中报预增;深股通;融资融券,301190
33,10,301683.SZ,注册制次新股;商业航天;专精特新;粤港澳大湾区;MiniLED;MicroLED概念;超级电容;深股通;新股与次新股;融资融券,301683
17,16,688648.SH,阿里巴巴概念;抖音概念(字节概念);无人驾驶;人工智能;华为概念;无人机;拼多多概念;机器人概念;机器视觉;专精特新;智能物流;国企改革;统一大市场;沪股通;中字头股票;融资融券,688648
17,17,603969.SH,高铁;高端装备;光伏概念;水利;一带一路;储能;核电;创投;地下管网;雄安新区;风电;京津冀一体化;新疆振兴;水泥概念;绿色电力;沪股通;融资融券,603969
33,16,300061.SZ,互联网保险;智慧政务;蚂蚁集团概念;网络安全;AI应用;云计算;抖音概念(字节概念);阿里巴巴概念;腾讯概念;数据要素;数字经济;华为概念;东数西算(算力);AIGC概念;融资融券;深股通,300061
17,8,600726.SH,超超临界发电;煤炭概念;绿色电力;风电;黑龙江自贸区;央企国企改革;国企改革;沪股通,600726
33,17,300167.SZ,股权转让(并购重组);横琴新区;ST板块;氢能源;虚拟数字人;在线教育;智慧城市;智能物流;智慧政务;AI智能体;安防;信创;华为概念;东数西算(算力);数据中心(AIDC);算力租赁;军工,300167
33,20,002254.SZ,光纤概念;固态电池;智能穿戴;锂电池概念;高铁;新能源汽车;无人机;机器人概念;军工;氢能源;长安汽车概念;军民融合;安防;小米汽车;风电;东数西算(算力);国企改革;深股通;2026中报预增;融资融券,002254
33,15,300033.SZ,互联网金融;AI语料;ChatGPT概念;AI应用;AIGC概念;多模态AI;鸿蒙概念;数据要素;AI智能体;人工智能;智能医疗;融资融券;深股通;证金持股;2026中报预增,300033
33,10,300293.SZ,光刻机;新型工业化;工业母机;高端装备;特斯拉概念;人民币贬值受益;人工智能;氢能源;一带一路;深股通,300293
17,5,600130.SH,人脸识别;卫星导航;汽车电子;消费电子概念;摘帽,600130
33,11,002028.SZ,抽水蓄能;电力物联网;智能电网;特高压;超级电容;充电桩;储能;同花顺出海50;芯片概念;深股通;融资融券,002028
33,11,001380.SZ,长安汽车概念;华为汽车;人形机器人;机器人概念;新能源汽车;比亚迪概念;无人机;军工;专精特新;深股通;融资融券,001380
151,9,920808.BJ,数据中心(AIDC);融资融券;股权转让(并购重组);腾讯概念;液冷服务器;碳中和;抖音概念(字节概念);专精特新;东数西算(算力),920808
17,47,603236.SH,英伟达概念;无人零售;卫星导航;商业航天;智能座舱;毫米波雷达;人形机器人;农机;机器视觉;无人驾驶;车联网(车路协同);移动支付;长安汽车概念;6G概念;星闪概念;机器人概念;AI智能体;智慧城市;AI应用;两轮车;数字乡村;电力物联网;东数西算(算力);智能电网;工业互联网;物联网;人工智能;充电桩;DeepSeek概念;区块链;汽车电子;小米概念;数字货币;智能穿戴;智能家居;智能医疗;5G;AI眼镜;WiFi 6;人民币贬值受益;芯片概念;跨境电商;华为海思概念股;储能;MCU芯片;融资融券;沪股通,603236
33,25,002272.SZ,液冷服务器;数据中心(AIDC);特高压;传感器;华为概念;智能电网;军工;储能;低空经济;核电;高端装备;机器人概念;工业互联网;数字经济;光热发电;水利;氢能源;风电;碳中和;抽水蓄能;垃圾分类;西部大开发;超超临界发电;深股通;融资融券,002272
17,11,605218.SH,虚拟现实;元宇宙;智能家居;长安汽车概念;智能座舱;比亚迪概念;消费电子概念;OLED;汽车电子;MiniLED;特斯拉概念,605218
33,14,001306.SZ,减速器;人形机器人;工业母机;家用电器;机器人概念;共同富裕示范区;智能家居;安防;新能源汽车;专精特新;比亚迪概念;智能座舱;深股通;融资融券,001306
17,4,603722.SH,丙烯酸;专精特新;人民币贬值受益;燃料电池,603722
33,43,002152.SZ,数字货币;跨境支付(CIPS);区块链;数据确权;智慧政务;国资云;华为鲲鹏;数据安全;鸿蒙概念;互联网金融;网络安全;信创;数据要素;AI智能体;AI应用;Web3.0;百度概念;阿里巴巴概念;DeepSeek概念;华为昇腾;腾讯概念;智慧城市;时空大数据;虚拟数字人;人脸识别;人工智能;车联网(车路协同);独角兽概念;安防;算力租赁;东数西算(算力);华为概念;创投;数据中心(AIDC);机器人概念;机器视觉;国企改革;污水处理;人形机器人;英伟达概念;液冷服务器;深股通;融资融券,002152
33,5,301448.SZ,专精特新;锂电池概念;人民币贬值受益;跨境电商;融资融券,301448
151,9,920220.BJ,一带一路;汽车热管理;低空经济;专精特新;储能;机器人概念;人形机器人;新股与次新股;融资融券,920220
33,9,301381.SZ,ERP概念;跨境电商;AI应用;人工智能;DeepSeek概念;人民币贬值受益;智能物流;深股通;融资融券,301381
33,11,002058.SZ,股权转让(并购重组);创投;长安汽车概念;新型工业化;特斯拉概念;新能源汽车;石墨烯;传感器;锂电池概念;固态电池;摘帽,002058
17,14,603861.SH,柔性直流输电;智能电网;华为数字能源;特高压;东数西算(算力);核电;数据中心(AIDC);一带一路;储能;华为概念;新能源汽车;光伏概念;宁德时代概念;沪股通,603861
17,19,688109.SH,物业管理;水利;雅下水电概念;数字经济;共同富裕示范区;数字孪生;AIGC概念;数据要素;机器人概念;人工智能;DeepSeek概念;AI智能体;无人驾驶;机器视觉;华为昇腾;智能穿戴;AI眼镜;沪股通;融资融券,688109
33,22,300493.SZ,智能音箱;智能穿戴;AI眼镜;无线耳机;汽车芯片;汽车电子;传感器;5G;物联网;芯片概念;先进封装;智能家居;数据中心(AIDC);专精特新;存储芯片;抖音概念(字节概念);人工智能;海峡两岸;智能医疗;养老概念;深股通;融资融券,300493
17,22,603228.SH,PCB概念;共封装光学(CPO);华为手机;OLED;柔性屏(折叠屏);汽车电子;AI PC;5G;消费电子概念;6G概念;毫米波雷达;英伟达概念;卫星导航;商业航天;特斯拉概念;比亚迪概念;新能源汽车;无人驾驶;华为概念;华为数字能源;沪股通;融资融券,603228
33,8,301592.SZ,存储芯片;芯片概念;无人机;军工;军工信息化;西部大开发;深股通;融资融券,301592
17,13,603386.SH,人形机器人;毫米波雷达;比亚迪概念;小米概念;机器人概念;汽车电子;华为概念;5G;卫星导航;PCB概念;医疗器械概念;共封装光学(CPO);光纤概念,603386
151,6,920119.BJ,比亚迪概念;智能物流;高端装备;固态电池;新股与次新股;融资融券,920119
33,13,002081.SZ,新型城镇化;光伏建筑一体化;装配式建筑;PPP概念;人工智能;一带一路;数据中心(AIDC);数字孪生;智能家居;深股通;融资融券;芯片概念;第三代半导体,002081
33,10,300277.SZ,智能电网;华为概念;核电;人工智能;高端装备;传感器;生物质能发电;国企改革;股权转让(并购重组);深股通,300277
33,15,000099.SZ,旅游概念;数字经济;飞行汽车(eVTOL);低空经济;同花顺新质50;国企改革;军工;无人机;华为概念;粤港澳大湾区;卫星导航;风电;融资融券;深股通;中字头股票,000099
33,15,300342.SZ,太赫兹;军民融合;军工信息化;卫星导航;商业航天;军工;无人机;低空经济;6G概念;家用电器;国企改革;无人驾驶;华为概念;深股通;融资融券,300342
17,9,603530.SH,抽水蓄能;柔性直流输电;智能电网;特高压;绿色电力;风电;核电;沪股通;融资融券,603530
17,33,600410.SH,云计算;网络安全;东数西算(算力);华为鲲鹏;信创;智慧政务;百度概念;抖音概念(字节概念);阿里巴巴概念;数据中心(AIDC);腾讯概念;AI智能体;时空大数据;数据要素;AIGC概念;元宇宙;区块链;AI应用;华为概念;智慧城市;安防;在线教育;DeepSeek概念;人工智能;军工;工业互联网;芯片概念;无线耳机;京津冀一体化;创投;一带一路;沪股通;融资融券,600410
33,19,300101.SZ,国产航母;卫星导航;军民融合;商业航天;时空大数据;军工;无人机;专精特新;物联网;机器视觉;人工智能;智慧城市;机器人概念;5G;芯片概念;西部大开发;共封装光学(CPO);深股通;融资融券,300101
33,14,300472.SZ,冰雪产业;体育产业;ST板块;区块链;智慧城市;算力租赁;机器人概念;工业互联网;硅能源;东数西算(算力);数据中心(AIDC);光伏概念;AI眼镜;5G,300472
33,29,002583.SZ,无人机;华为汽车;低空经济;安防;商业航天;卫星导航;新能源汽车;智慧城市;智慧政务;中俄贸易概念;机器人概念;区块链;DeepSeek概念;人工智能;工业互联网;信创;6G概念;粤港澳大湾区;物联网;互联网金融;星闪概念;量子科技;一带一路;5G;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券,002583
33,32,002465.SZ,军工信息化;卫星导航;6G概念;大飞机;商业航天;太赫兹;航空发动机;国产航母;智能穿戴;军民融合;无人机;军工;低空经济;虚拟现实;物联网;时空大数据;5G;车联网(车路协同);国产操作系统;同花顺新质50;成飞概念;无人驾驶;机器人概念;智慧城市;人工智能;脑机接口;DeepSeek概念;芯片概念;粤港澳大湾区;国企改革;深股通;融资融券,002465
33,8,002488.SZ,人形机器人;长安汽车概念;比亚迪概念;机器人概念;新能源汽车;独角兽概念;深股通;融资融券,002488
33,19,300900.SZ,卫星导航;成飞概念;航空发动机;商业航天;大飞机;军民融合;军工;无人机;低空经济;海工装备;专精特新;飞行汽车(eVTOL);高端装备;碳纤维;机器人概念;人形机器人;黑龙江自贸区;深股通;融资融券,300900
17,12,688558.SH,工业母机;新型工业化;专精特新;人形机器人;航空发动机;高端装备;机器人概念;商业航天;3D打印;芯片概念;储能;融资融券,688558
33,11,000420.SZ,碳纤维;风电;大飞机;飞行汽车(eVTOL);国企改革;无人机;低空经济;体育产业;冰雪产业;融资融券;深股通,000420
151,27,920932.BJ,AI应用;钠离子电池;融资融券;碳中和;知识产权保护;物联网;机器视觉;机器人概念;智慧政务;无人驾驶;智慧城市;新型工业化;数字经济;换电概念;工业互联网;华为鲲鹏;华为盘古;华为概念;充电桩;储能;信创;人形机器人;人工智能;专精特新;ERP概念;DeepSeek概念;5G,920932
17,8,600262.SH,人民币贬值受益;车联网(车路协同);华为概念;无人驾驶;西部大开发;氢能源;国企改革;央企国企改革,600262
33,13,300686.SZ,富士康概念;OLED;消费电子概念;柔性屏(折叠屏);智能穿戴;小米概念;比亚迪概念;华为概念;虚拟现实;固态电池;新能源汽车;机器人概念;石墨烯,300686
17,9,603335.SH,动力电池回收;锂电池概念;宁德时代概念;人民币贬值受益;一体化压铸;新能源汽车;存储芯片;芯片概念;融资融券,603335
151,13,920060.BJ,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,920060
151,5,920136.BJ,比亚迪概念;2026中报预增;新股与次新股;融资融券;专精特新,920136
33,16,301120.SZ,智能电网;柔性直流输电;数据中心(AIDC);风电;绿色电力;核电;储能;水利;海工装备;光伏概念;军工;机器人概念;专精特新;钠离子电池;深股通;融资融券,301120
33,15,300120.SZ,安防;智慧灯杆;风电;海工装备;人民币贬值受益;PET铜箔;柔性直流输电;特高压;柔性屏(折叠屏);汽车电子;消费电子概念;芯片概念;OLED;股权转让(并购重组);深股通,300120
17,10,600863.SH,超超临界发电;煤炭概念;高股息精选;绿色电力;国企改革;风电;央企国企改革;西部大开发;沪股通;融资融券,600863
33,22,300884.SZ,人脸识别;鸿蒙概念;智慧城市;信创;安防;人工智能;脑机接口;阿里巴巴概念;DeepSeek概念;多模态AI;智能物流;智能家居;智能医疗;养老概念;华为概念;机器人概念;海峡两岸;福建自贸区;专精特新;PM2.5;小米概念;融资融券,300884
33,25,300183.SZ,电力物联网;国产操作系统;物联网;信创;阿里巴巴概念;数据中心(AIDC);智慧城市;智能电网;充电桩;人工智能;工业互联网;知识产权保护;小米概念;专精特新;智能家居;光伏概念;虚拟电厂;储能;风电;苹果概念;芯片概念;MCU芯片;国企改革;深股通;融资融券,300183
33,10,300809.SZ,人形机器人;工业母机;新型工业化;机器人概念;高端装备;专精特新;第三代半导体;光刻机;一带一路;深股通,300809
17,18,600516.SH,石墨电极;碳纤维;石墨烯;工业互联网;西部大开发;参股银行;核电;人工智能;钠离子电池;可控核聚变;锂电池概念;固态电池;沪股通;融资融券;超级电容;第三代半导体;光纤概念;宁德时代概念,600516
33,25,300378.SZ,ERP概念;ChatGPT概念;多模态AI;华为鲲鹏;AIGC概念;数据安全;AI应用;AI智能体;数据要素;百度概念;抖音概念(字节概念);阿里巴巴概念;数字经济;DeepSeek概念;人工智能;工业互联网;C2M概念;华为概念;新型工业化;创投;海峡两岸;富士康概念;芯片概念;深股通;融资融券,300378
33,8,300715.SZ,OLED;芯片概念;光伏概念;专精特新;长三角一体化;光伏建筑一体化;核电;深股通,300715
151,8,920278.BJ,阿里巴巴概念;跨境电商;融资融券;宠物经济;智能医疗;医疗器械概念;养老概念;人民币贬值受益,920278
151,19,920247.BJ,飞行汽车(eVTOL);高铁;长安汽车概念;融资融券;航空发动机;海工装备;比亚迪概念;机器人概念;有机硅概念;无人驾驶;新能源汽车;成飞概念;大飞机;军工;人形机器人;低空经济;专精特新;京津冀一体化;PEEK材料,920247
