market_code,code,所属概念数量,股票代码,所属概念
17,600611,12,600611.SH,网约车;互联网金融;物业管理;参股券商;旅游概念;低空经济;百度概念;创投;云计算;数据中心;沪股通;融资融券
33,300715,5,300715.SZ,光伏建筑一体化;光伏概念;专精特新;长三角一体化;芯片概念
33,000404,10,000404.SZ,冷链物流;国企改革;家用电器;回购增持再贷款概念;智能家居;新能源汽车;汽车热管理;锂电池概念;融资融券;深股通
33,002075,8,002075.SZ,特钢概念;无人机;军工;华为概念;新能源汽车;2025年报预增;深股通;融资融券
17,600261,5,600261.SH,氢能源;证金持股;人民币贬值受益;智能家居;融资融券
33,000809,6,000809.SZ,光伏建筑一体化;绿色电力;氢能源;风电;储能;摘帽
33,000035,15,000035.SZ,医疗废物处理;风电;碳交易;固废处理;生物质能发电;绿色电力;氢能源;垃圾分类;一带一路;储能;回购增持再贷款概念;机器人概念;人工智能;深股通;融资融券
33,002421,27,002421.SZ,云计算;华为鲲鹏;AI智能体;信创;腾讯概念;抖音概念(字节概念);鸿蒙概念;DeepSeek概念;数字经济;智慧城市;人工智能;人脸识别;智能医疗;养老概念;物联网;华为概念;建筑节能;雄安新区;工业互联网;粤港澳大湾区;PPP概念;数据中心;碳中和;机器人概念;液冷服务器;深股通;融资融券
33,002367,12,002367.SZ,新型城镇化;长三角一体化;一带一路;创投;机器人概念;物联网;独角兽概念;人工智能;芯片概念;深股通;融资融券;ChatGPT概念
33,002797,4,002797.SZ,期货概念;区块链;深股通;融资融券
17,600545,10,600545.SH,新疆振兴;西部大开发;一带一路;DeepSeek概念;华为概念;人民币贬值受益;机器人概念;AI智能体;新型工业化;融资融券
17,601825,3,601825.SH,跨境支付(CIPS);融资融券;沪股通
17,600918,4,600918.SH,期货概念;国企改革;沪股通;融资融券
33,002212,48,002212.SZ,华为鲲鹏;华为昇腾;数字货币;数据安全;财税数字化;智慧政务;电子身份证;网络安全;云计算;信创;数据确权;ChatGPT概念;AI智能体;云办公;区块链;鸿蒙概念;跨境支付(CIPS);量子科技;数字水印;互联网金融;腾讯概念;阿里巴巴概念;东数西算(算力);数字经济;智慧城市;DeepSeek概念;人工智能;车联网(车路协同);卫星导航;华为概念;商业航天;物联网;低空经济;智慧灯杆;EDR概念;数据中心;无人机;工业互联网;水利;新型工业化;机器人概念;雄安新区;芯片概念;一带一路;智能电网;AI应用;深股通;融资融券
17,603725,7,603725.SH,机器人概念;专精特新;长安汽车概念;新能源汽车;创投;比亚迪概念;装配式建筑
151,920768,5,920768.BJ,小米概念;融资融券;家用电器;华为概念;粤港澳大湾区
33,002936,2,002936.SZ,深股通;融资融券
33,000656,6,000656.SZ,物业管理;托育服务;三胎概念;ST板块;西部大开发;股权转让(并购重组)
17,600664,13,600664.SH,医药电商;流感;维生素;仿制药一致性评价;肝炎概念;创新药;养老概念;三胎概念;黑龙江自贸区;跨境电商;DeepSeek概念;沪股通;融资融券
17,600816,4,600816.SH,信托概念;参股银行;融资融券;沪股通
33,002302,16,002302.SZ,水泥概念;装配式建筑;新疆振兴;雄安新区;国企改革;同花顺中特估100;央企国企改革;西部大开发;一带一路;风电;数字经济;核电;数据要素;3D打印;深股通;融资融券
17,600567,18,600567.SH,生物质能发电;碳交易;参股银行;固废处理;污水处理;碳中和;一带一路;回购增持再贷款概念;创投;智能物流;储能;数字经济;工业互联网;比亚迪概念;无人驾驶;小米概念;沪股通;融资融券
17,600694,4,600694.SH,免税店;证金持股;沪股通;融资融券
17,600495,10,600495.SH,国企改革;央企国企改革;污水处理;一带一路;回购增持再贷款概念;高铁;高端装备;军工;沪股通;融资融券
151,920271,4,920271.BJ,融资融券;低空经济;人民币贬值受益;汽车热管理
33,000926,7,000926.SZ,装配式建筑;新型城镇化;碳交易;碳中和;文化传媒概念;华为概念;融资融券
33,000690,7,000690.SZ,超超临界发电;绿色电力;参股券商;风电;创投;深股通;融资融券
33,001313,6,001313.SZ,预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通
33,300355,12,300355.SZ,化债概念(AMC概念);新型城镇化;PPP概念;土壤修复;足球概念;碳中和;碳交易;生态农业;一带一路;西部大开发;深股通;融资融券
33,000423,11,000423.SZ,超级品牌;农业种植;国企改革;预制菜;旅游概念;乡村振兴;央企国企改革;数字经济;深股通;融资融券;华为概念
33,002706,14,002706.SZ,核电;换电概念;光伏概念;风电;智能电网;充电桩;储能;新能源汽车;数据中心;华为概念;物联网;智能家居;融资融券;深股通
33,000411,11,000411.SZ,医药电商;医美概念;冷链物流;跨境电商;医疗器械概念;减肥药;共同富裕示范区;国企改革;数字经济;股权转让(并购重组);深股通
17,603616,6,603616.SH,地下管网;PPP概念;土壤修复;雄安新区;水利;一带一路
17,605300,5,605300.SH,预制菜;跨境电商;代糖概念;创投;沪股通
17,600685,14,600685.SH,中船系;国产航母;军工;海工装备;央企国企改革;2025年报预增;风电;国企改革;同花顺中特估100;数据中心;工业互联网;沪股通;中字头股票;融资融券
17,603056,11,603056.SH,统一大市场;智能物流;长三角一体化;回购增持再贷款概念;机器人概念;冷链物流;跨境电商;华为概念;军民融合;沪股通;融资融券
33,001309,15,001309.SZ,存储芯片;中芯国际概念;AI PC;共封装光学(CPO);2025年报预增;芯片概念;汽车电子;智能穿戴;专精特新;人民币贬值受益;数据中心;粤港澳大湾区;人工智能;融资融券;深股通
33,300782,18,300782.SZ,WiFi 6;小米概念;6G概念;智能穿戴;无线耳机;消费电子概念;5G;虚拟现实;卫星导航;物联网;智能家居;芯片概念;先进封装;商业航天;人民币贬值受益;同花顺漂亮100;融资融券;深股通
17,688686,10,688686.SH,机器视觉;传感器;AI应用;机器人概念;苹果概念;粤港澳大湾区;光伏建筑一体化;锂电池概念;融资融券;沪股通
33,300803,5,300803.SZ,互联网金融;参股券商;AI应用;融资融券;深股通
33,001396,9,001396.SZ,注册制次新股;专精特新;污水处理;地下管网;新型城镇化;智慧城市;人工智能;新股与次新股;融资融券
33,300085,21,300085.SZ,华为鲲鹏;信创;数字货币;数据确权;百度概念;数据要素;互联网金融;区块链;语音技术;人工智能;华为概念;5G;机器人概念;跨境电商;粤港澳大湾区;碳中和;参股券商;深股通;AI应用;股权转让(并购重组);融资融券
17,688181,14,688181.SH,光刻胶;OLED;先进封装;柔性屏(折叠屏);消费电子概念;专精特新;AI眼镜;液冷服务器;染料;氟化工概念;京津冀一体化;云计算;创新药;融资融券
17,600114,18,600114.SH,特斯拉概念;新能源汽车;苹果概念;人形机器人;3D打印;燃料电池;柔性屏(折叠屏);消费电子概念;两轮车;小米概念;机器人概念;数据中心;低空经济;华为概念;沪股通;东数西算(算力);智能医疗;融资融券
17,603991,8,603991.SH,先进封装;存储芯片;芯片概念;5G;机器视觉;华为概念;股权转让(并购重组);核电
17,601595,9,601595.SH,抖音概念(字节概念);文化传媒概念;手机游戏;网络游戏;IP经济(谷子经济);乡村振兴;国企改革;上海国企改革;沪股通
33,002956,2,002956.SZ,跨境电商;西部大开发
33,300170,37,300170.SZ,智谱AI;AIGC概念;财税数字化;ERP概念;虚拟数字人;华为昇腾;AI智能体;云计算;抖音概念(字节概念);数据安全;百度概念;信创;数据要素;阿里巴巴概念;鸿蒙概念;腾讯概念;网络安全;区块链;中国AI 50;智能医疗;人工智能;DeepSeek概念;数字经济;互联网金融;车联网(车路协同);华为概念;低空经济;C2M概念;数据中心;工业互联网;小米概念;AI应用;智能物流;海峡两岸;长三角一体化;深股通;融资融券
17,688379,16,688379.SH,共封装光学(CPO);液冷服务器;芯片概念;锂电池概念;新能源汽车;光伏概念;高铁;无人机;机器人概念;商业航天;核电;低空经济;风电;共同富裕示范区;绿色电力;融资融券
33,000062,23,000062.SZ,华为海思概念股;粤港澳大湾区;互联网金融;华为概念;机器人概念;智慧城市;汽车电子;比亚迪概念;芯片概念;创投;华为昇腾;腾讯概念;人民币贬值受益;AI智能体;新能源汽车;雄安新区;第三代半导体;6G概念;存储芯片;共封装光学(CPO);证金持股;深股通;融资融券
33,300889,13,300889.SZ,露营经济;跨境电商;智慧城市;智慧灯杆;充电桩;储能;锂电池概念;机器人概念;比亚迪概念;新能源汽车;传感器;液冷服务器;融资融券
17,603638,10,603638.SH,减速器;人形机器人;新型工业化;机器人概念;高端装备;智能电网;雅下水电概念;储能;融资融券;沪股通
17,601601,6,601601.SH,沪股通;融资融券;同花顺中特估100;证金持股;蚂蚁集团概念;华为概念
33,000581,14,000581.SZ,汽车热管理;燃料电池;氢能源;新能源汽车;人形机器人;国企改革;机器人概念;参股券商;汽车电子;毫米波雷达;芯片概念;汽车芯片;深股通;融资融券
33,000869,5,000869.SZ,超级品牌;国企改革;旅游概念;深股通;融资融券
17,601579,4,601579.SH,白酒概念;共同富裕示范区;沪股通;融资融券
17,603927,31,603927.SH,国资云;信创;华为鲲鹏;AI智能体;数据要素;百度概念;网络安全;鸿蒙概念;数据安全;区块链;智慧政务;阿里巴巴概念;数字乡村;腾讯概念;AIGC概念;数字货币;DeepSeek概念;跨境支付(CIPS);人工智能;车联网(车路协同);华为概念;互联网保险;工业互联网;智能医疗;新型工业化;乡村振兴;国企改革;AI应用;中字头股票;融资融券;沪股通
17,603650,10,603650.SH,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;可降解塑料;石墨烯;融资融券;沪股通
17,603848,4,603848.SH,智能家居;家用电器;阿里巴巴概念;沪股通
17,603175,21,603175.SH,PCB概念;存储芯片;OLED;注册制次新股;消费电子概念;芯片概念;毫米波雷达;汽车电子;数据中心;特斯拉概念;比亚迪概念;新能源汽车;东数西算(算力);海峡两岸;智能座舱;无人驾驶;机器人概念;一带一路;人民币贬值受益;新股与次新股;融资融券
33,002077,12,002077.SZ,存储芯片;先进封装;汽车芯片;汽车电子;芯片概念;锂电池概念;固废处理;创投;国企改革;2025年报预增;融资融券;深股通
151,920527,3,920527.BJ,融资融券;专精特新;体育产业
17,601995,6,601995.SH,期货概念;国企改革;同花顺中特估100;中字头股票;融资融券;沪股通
33,300901,8,300901.SZ,三胎概念;新疆振兴;人民币贬值受益;虚拟数字人;AIGC概念;多模态AI;英伟达概念;融资融券
33,300012,40,300012.SZ,基因测序;辅助生殖;宠物经济;医疗器械概念;猴痘概念;创新药;房屋检测;雅下水电概念;流感;土壤修复;碳中和;食品安全;CRO概念;航运概念;水利;人工智能;机器人概念;互联网金融;星闪概念;汽车芯片;数字经济;小米概念;高铁;物联网;低空经济;芯片概念;新能源汽车;车联网(车路协同);核电;华为概念;核污染防治;网络安全;汽车电子;无人机;海工装备;商业航天;数据中心;深股通;PCB概念;融资融券
33,300579,30,300579.SZ,电子身份证;数字货币;财税数字化;数据确权;DRG/DIP;华为鲲鹏;知识产权保护;信创;智慧政务;网络安全;云计算;互联网金融;数据安全;区块链;鸿蒙概念;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;量子科技;东数西算(算力);华为概念;星闪概念;雄安新区;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通
17,603015,20,603015.SH,可控核聚变;核电;工业母机;同花顺新质50;光伏概念;新型工业化;芯片概念;海峡两岸;机器人概念;物联网;风电;工业互联网;智能电网;充电桩;虚拟电厂;储能;人工智能;MCU芯片;沪股通;融资融券
17,600885,19,600885.SH,智能电网;风电;充电桩;光伏概念;储能;宁德时代概念;新能源汽车;特斯拉概念;机器人概念;数据中心;飞行汽车(eVTOL);福建自贸区;低空经济;商业航天;汽车电子;华为概念;物联网;沪股通;融资融券
33,300235,12,300235.SZ,ChatGPT概念;在线教育;虚拟数字人;华为鲲鹏;AI智能体;区块链;职业教育;阿里巴巴概念;DeepSeek概念;人工智能;华为概念;AI应用
33,300999,6,300999.SZ,超级品牌;预制菜;养鸡;同花顺漂亮100;深股通;融资融券
17,600216,14,600216.SH,青蒿素;NMN概念;维生素;医药电商;合成生物;肝炎概念;创新药;辅助生殖;医美概念;回购增持再贷款概念;储能;钠离子电池;沪股通;融资融券
151,920422,2,920422.BJ,人民币贬值受益;融资融券
17,600754,6,600754.SH,旅游概念;上海国企改革;国企改革;人工智能;沪股通;融资融券
33,002507,6,002507.SZ,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券
33,300578,21,300578.SZ,Sora概念(文生视频);Web3.0;云办公;虚拟数字人;多模态AI;在线教育;信创;空间计算;元宇宙;鸿蒙概念;AI应用;智能医疗;数字经济;DeepSeek概念;国产操作系统;人工智能;东数西算(算力);虚拟现实;华为概念;数据中心;5G
33,301149,9,301149.SZ,建筑节能;高铁;风电;专精特新;新能源汽车;装配式建筑;体育产业;智能家居;融资融券
17,601717,17,601717.SH,汽车热管理;风电;华为汽车;新能源汽车;中俄贸易概念;煤炭概念;回购增持再贷款概念;储能;长安汽车概念;比亚迪概念;高铁;机器人概念;沪股通;融资融券;军工;华为概念;DeepSeek概念
151,920357,6,920357.BJ,新能源汽车;汽车电子;融资融券;消费电子概念;专精特新;PCB概念
17,600097,5,600097.SH,航运概念;国企改革;上海国企改革;上海自贸区;人民币贬值受益
17,601083,13,601083.SH,统一大市场;航运概念;自由贸易港;国企改革;上海国企改革;跨境电商;一带一路;海峡两岸;上海自贸区;2025三季报预增;中韩自贸区;沪股通;融资融券
33,002423,14,002423.SZ,期货概念;信托概念;养老概念;参股保险;央企国企改革;国企改革;参股银行;乡村振兴;人工智能;区块链;同花顺中特估100;融资融券;中字头股票;深股通
33,003021,15,003021.SZ,减速器;人形机器人;华为汽车;新型工业化;新能源汽车;比亚迪概念;机器人概念;小米概念;MR(混合现实);5G;充电桩;华为概念;医疗器械概念;融资融券;深股通
17,603259,9,603259.SH,CRO概念;创新药;同花顺出海50;人民币贬值受益;2025年报预增;同花顺漂亮100;回购增持再贷款概念;融资融券;沪股通
33,301292,8,301292.SZ,钠离子电池;固态电池;锂电池概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券
33,001278,7,001278.SZ,农机;新能源汽车;长安汽车概念;比亚迪概念;机器视觉;无线充电;汽车电子
17,603730,8,603730.SH,特斯拉概念;新能源汽车;人民币贬值受益;长安汽车概念;上海自贸区;比亚迪概念;沪股通;融资融券
33,300377,19,300377.SZ,数字货币;华为昇腾;华为鲲鹏;Web3.0;信创;互联网金融;AI智能体;区块链;阿里巴巴概念;腾讯概念;人工智能;DeepSeek概念;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券
33,002508,5,002508.SZ,家用电器;DeepSeek概念;人工智能;深股通;融资融券
17,601798,14,601798.SH,光热发电;海工装备;氢能源;页岩气;碳中和;一带一路;俄乌冲突概念;储能;专精特新;西部大开发;国企改革;机器人概念;央企国企改革;股权转让(并购重组)
17,688150,8,688150.SH,PCB概念;柔性屏(折叠屏);OLED;西部大开发;专精特新;钙钛矿电池;沪股通;融资融券
17,603167,5,603167.SH,高股息精选;航运概念;国企改革;回购增持再贷款概念;融资融券
33,002946,4,002946.SZ,乳业;西部大开发;融资融券;深股通
17,688253,11,688253.SH,智能医疗;猴痘概念;幽门螺杆菌概念;阿尔茨海默概念;辅助生殖;流感;医药电商;肝炎概念;重组蛋白;沪股通;融资融券
33,300692,8,300692.SZ,污水处理;燃料电池;固废处理;新型城镇化;绿色电力;PPP概念;合成生物;股权转让(并购重组)
17,603235,3,603235.SH,维生素;人民币贬值受益;沪股通
33,002449,26,002449.SZ,智能家居;家用电器;MicroLED概念;充电桩;MiniLED;传感器;智能穿戴;小米概念;国企改革;储能;消费电子概念;汽车电子;华为概念;AI眼镜;人脸识别;无人驾驶;人工智能;语音技术;芯片概念;元宇宙;血氧仪;第三代半导体;汽车芯片;先进封装;深股通;融资融券
33,002605,17,002605.SZ,AIGC概念;短剧游戏;小红书概念;抖音概念(字节概念);手机游戏;腾讯概念;网络游戏;文化传媒概念;独角兽概念;网红经济;IP经济(谷子经济);AI应用;体育产业;细胞免疫治疗;创投;长三角一体化;深股通
17,601865,5,601865.SH,光伏概念;一带一路;长三角一体化;融资融券;沪股通
17,601939,5,601939.SH,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
17,603826,6,603826.SH,钛白粉概念;海峡两岸;福建自贸区;专精特新;沪股通;融资融券
33,300283,15,300283.SZ,PCB概念;智能电网;锂电池概念;储能;固态电池;数据中心;消费电子概念;专精特新;芯片概念;第三代半导体;比亚迪概念;光伏建筑一体化;新能源汽车;工业母机;医疗器械概念
33,002517,18,002517.SZ,电子竞技;手机游戏;网络游戏;NFT概念;元宇宙;AIGC概念;腾讯概念;虚拟现实;鸿蒙概念;区块链;人工智能;IP经济(谷子经济);华为概念;AI眼镜;数字经济;AI应用;深股通;融资融券
17,601921,13,601921.SH,文化传媒概念;NFT概念;网络游戏;在线教育;短剧游戏;国资云;人工智能;共同富裕示范区;数据要素;国企改革;阿里巴巴概念;AI应用;沪股通
17,600156,14,600156.SH,旅游概念;柔性屏(折叠屏);消费电子概念;跨境电商;人民币贬值受益;国企改革;液冷服务器;数据中心;5G;东数西算(算力);算力租赁;养老概念;医疗器械概念;股权转让(并购重组)
17,600236,7,600236.SH,央企国企改革;风电;国企改革;绿色电力;西部大开发;沪股通;融资融券
33,300022,10,300022.SZ,农机;机器人概念;农村电商;工业大麻;低空经济;氢能源;一带一路;中俄贸易概念;西部大开发;乡村振兴
17,600814,7,600814.SH,IP经济(谷子经济);体育产业;国企改革;共同富裕示范区;元宇宙;MR(混合现实);沪股通
17,688571,6,688571.SH,国企改革;专精特新;稀土永磁;光刻胶;PCB概念;融资融券
17,600305,4,600305.SH,超级品牌;国企改革;沪股通;融资融券
17,600284,11,600284.SH,建筑节能;新型城镇化;上海自贸区;水利;国企改革;自由贸易港;创投;证金持股;车联网(车路协同);沪股通;融资融券
17,600628,9,600628.SH,物业管理;网红经济;IP经济(谷子经济);冰雪产业;医药电商;国企改革;证金持股;医疗器械概念;沪股通
151,920834,2,920834.BJ,可降解塑料;融资融券
151,920123,4,920123.BJ,融资融券;合成生物;DeepSeek概念;医美概念
33,002585,15,002585.SZ,PET铜箔;光伏概念;锂电池概念;绿色电力;柔性屏(折叠屏);建筑节能;可降解塑料;参股银行;OLED;消费电子概念;小米概念;华为概念;区块链;融资融券;深股通
17,603300,28,603300.SH,海南自贸区;自由贸易港;数字货币;蚂蚁集团概念;国资云;Web3.0;数字经济;算力租赁;区块链;职业教育;数据要素;乡村振兴;DeepSeek概念;低空经济;东数西算(算力);NFT概念;水利;人工智能;华为概念;新型城镇化;无人机;数据中心;国企改革;雅下水电概念;回购增持再贷款概念;沪股通;股权转让(并购重组);融资融券
17,601186,16,601186.SH,同花顺中特估100;中字头股票;证金持股;装配式建筑;PPP概念;特色小镇;国企改革;央企国企改革;水利;沪股通;融资融券;一带一路;高铁;商业航天;金属铜;机器人概念
33,300982,9,300982.SZ,光伏概念;充电桩;虚拟电厂;智能电网;储能;电力物联网;数据中心;工业互联网;融资融券
151,920809,8,920809.BJ,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念
33,300302,13,300302.SZ,存储芯片;芯片概念;卫星导航;数据中心;专精特新;军工;军工信息化;信创;数据安全;国产操作系统;云计算;深股通;融资融券
17,601949,12,601949.SH,知识产权保护;虚拟数字人;NFT概念;文化传媒概念;数据要素;数字经济;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券
33,002649,38,002649.SZ,小红书概念;ChatGPT概念;智谱AI;虚拟数字人;AIGC概念;华为盘古;AI语料;抖音概念(字节概念);阿里巴巴概念;百度概念;华为昇腾;华为鲲鹏;数据要素;腾讯概念;信创;数据安全;区块链;鸿蒙概念;网络安全;DeepSeek概念;数字经济;数字乡村;跨境支付(CIPS);人工智能;数字货币;互联网金融;智慧城市;语音技术;虚拟现实;华为概念;物联网;跨境电商;工业互联网;无人驾驶;AI应用;虚拟电厂;深股通;融资融券
33,002404,10,002404.SZ,三胎概念;跨境电商;共同富裕示范区;IP经济(谷子经济);长三角一体化;互联网金融;绿色电力;人民币贬值受益;光伏概念;石墨烯
33,000885,14,000885.SZ,生物质能发电;医疗废物处理;固废处理;绿色电力;碳交易;污水处理;国企改革;垃圾分类;碳中和;氢能源;数字经济;百度概念;深股通;融资融券
33,000800,15,000800.SZ,国企改革;央企国企改革;氢能源;燃料电池;新能源汽车;DeepSeek概念;车联网(车路协同);军工;无人驾驶;华为概念;宁德时代概念;固态电池;深股通;融资融券;股权转让(并购重组)
17,601801,15,601801.SH,IP经济(谷子经济);文化传媒概念;网络游戏;DeepSeek概念;独角兽概念;智谱AI;创投;ETC;国企改革;证金持股;智能物流;机器人概念;AI应用;融资融券;沪股通
17,605507,5,605507.SH,流感;宠物经济;幽门螺杆菌概念;合成生物;沪股通
17,600335,23,600335.SH,国企改革;央企国企改革;一带一路;回购增持再贷款概念;燃料电池;动力电池回收;智能物流;一体化压铸;长安汽车概念;车联网(车路协同);独角兽概念;新能源汽车;机器人概念;小米汽车;比亚迪概念;特斯拉概念;华为概念;宁德时代概念;工业母机;小米概念;阿里巴巴概念;沪股通;融资融券
17,600292,16,600292.SH,风电;绿色电力;央企国企改革;碳中和;土壤修复;动力电池回收;国企改革;PPP概念;污水处理;西部大开发;乡村振兴;锂电池概念;期货概念;融资融券;沪股通;股权转让(并购重组)
33,000521,19,000521.SZ,国企改革;冷链物流;垃圾分类;净水概念;一带一路;回购增持再贷款概念;家用电器;空气能热泵;智能家居;医疗器械概念;血氧仪;DeepSeek概念;人工智能;工业互联网;鸿蒙概念;小米概念;量子科技;深股通;融资融券
33,300368,16,300368.SZ,互联网金融;信创;云计算;无人零售;算力租赁;智慧城市;华为概念;数据中心;机器人概念;京津冀一体化;雄安新区;风电;国企改革;股权转让(并购重组);深股通;摘帽
17,603191,18,603191.SH,智能电网;风电;光伏概念;充电桩;雅下水电概念;储能;特钢概念;PPP概念;水利;西部大开发;一带一路;高铁;专精特新;数据中心;工业互联网;东数西算(算力);沪股通;融资融券
33,000895,9,000895.SZ,超级品牌;猪肉;养鸡;预制菜;证金持股;统一大市场;人造肉;深股通;融资融券
33,300041,32,300041.SZ,有机硅概念;PVDF概念;BC电池;固态电池;锂电池概念;钙钛矿电池;光伏概念;宁德时代概念;高铁;比亚迪概念;新能源汽车;特斯拉概念;光伏建筑一体化;风电;消费电子概念;芯片概念;先进封装;小米汽车;建筑节能;军工;小米概念;低空经济;华为汽车;华为海思概念股;大飞机;创投;华为概念;雄安新区;人工智能;2025年报预增;深股通;融资融券
33,000715,2,000715.SZ,IP经济(谷子经济);乡村振兴
33,000065,16,000065.SZ,水利;新型城镇化;央企国企改革;超超临界发电;国企改革;同花顺中特估100;一带一路;无人机;智能物流;风电;绿色电力;煤炭概念;新能源汽车;人民币贬值受益;深股通;融资融券
33,000886,17,000886.SZ,海南自贸区;自由贸易港;化债概念(AMC概念);旅游概念;物业管理;水利;参股银行;数字经济;国企改革;车联网(车路协同);抖音概念(字节概念);算力租赁;东数西算(算力);回购增持再贷款概念;数据中心;股权转让(并购重组);深股通
17,600332,13,600332.SH,青蒿素;证金持股;白酒概念;医药电商;仿制药一致性评价;生物疫苗;流感;创新药;国企改革;医疗器械概念;阿里巴巴概念;沪股通;融资融券
17,600729,12,600729.SH,IP经济(谷子经济);互联网金融;人工智能;证金持股;西部大开发;回购增持再贷款概念;机器人概念;黄金概念;小米汽车;沪股通;融资融券;养老概念
151,920976,9,920976.BJ,智能家居;物联网;人脸识别;融资融券;跨境电商;安防;智能医疗;数据安全;网络安全
17,688387,20,688387.SH,卫星导航;商业航天;6G概念;网络安全;低空经济;车联网(车路协同);人工智能;DeepSeek概念;东数西算(算力);机器视觉;物联网;工业互联网;5G;专精特新;芯片概念;央企国企改革;国企改革;AI应用;沪股通;融资融券
33,000792,15,000792.SZ,盐湖提锂;小金属概念;化肥;2025年报预增;锂电池概念;同花顺漂亮100;融资融券;深股通;比亚迪概念;西部大开发;特色小镇;旅游概念;新能源汽车;央企国企改革;股权转让(并购重组)
33,002701,16,002701.SZ,啤酒概念;预制菜;冰雪产业;足球概念;工业大麻;一带一路;体育产业;京津冀一体化;虚拟数字人;储能;深股通;融资融券;人工智能;新能源汽车;锂电池概念;股权转让(并购重组)
17,601218,6,601218.SH,海工装备;风电;绿色电力;金属回收;融资融券;2025年报预增
17,601607,11,601607.SH,证金持股;医药电商;上海国企改革;生物疫苗;仿制药一致性评价;创新药;国企改革;医疗器械概念;上海自贸区;沪股通;融资融券
17,603477,7,603477.SH,猪肉;养鸡;西部大开发;回购增持再贷款概念;比亚迪概念;沪股通;融资融券
33,002666,13,002666.SZ,金属回收;燃料电池;创投;长安汽车概念;储能;有机硅概念;新能源汽车;核电;比亚迪概念;特斯拉概念;小米汽车;汽车热管理;职业教育
33,002631,8,002631.SZ,石墨烯;长三角一体化;C2M概念;核污染防治;柔性屏(折叠屏);智能家居;工业互联网;融资融券
33,300848,9,300848.SZ,染料;新型工业化;露营经济;充电桩;可降解塑料;小米概念;华为概念;专精特新;深股通
33,000955,8,000955.SZ,海南自贸区;自由贸易港;民营医院;创投;三胎概念;医药电商;军民融合;医疗器械概念
17,603083,14,603083.SH,共封装光学(CPO);F5G概念;WiFi 6;液冷服务器;5G;华为概念;智能家居;人民币贬值受益;物联网;工业互联网;2025年报预增;一带一路;沪股通;融资融券
17,603698,8,603698.SH,军民融合;军工;氢能源;国企改革;碳中和;煤化工概念;沪股通;融资融券
33,300081,32,300081.SZ,数字水印;Web3.0;空间计算;智慧政务;算力租赁;AIGC概念;文化传媒概念;虚拟数字人;在线教育;数据确权;ChatGPT概念;数字乡村;元宇宙;AI智能体;数据安全;IP经济(谷子经济);网络游戏;东数西算(算力);区块链;MR(混合现实);数字经济;量子科技;虚拟现实;海峡两岸;人工智能;华为概念;京津冀一体化;三胎概念;乡村振兴;机器人概念;AI应用;融资融券
33,002645,13,002645.SZ,稀土永磁;金属钴;高端装备;金属回收;消费电子概念;金属铜;新能源汽车;垃圾分类;机器人概念;固废处理;汽车拆解概念;深股通;融资融券
17,601890,8,601890.SH,国产航母;军民融合;海工装备;军工;高端装备;风电;沪股通;融资融券
17,603866,3,603866.SH,绿色电力;沪股通;融资融券
17,688377,8,688377.SH,页岩气;天然气;海工装备;高端装备;人民币贬值受益;专精特新;沪股通;融资融券
17,688779,14,688779.SH,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;高压快充;储能;国企改革;飞行汽车(eVTOL);央企国企改革;低空经济;无人机;融资融券;沪股通
17,601369,18,601369.SH,超超临界发电;核电;虚拟电厂;氢能源;煤化工概念;储能;高端装备;一带一路;国企改革;西部大开发;天然气;页岩气;碳中和;军工;商业航天;融资融券;数据安全;沪股通
17,601368,4,601368.SH,污水处理;新型城镇化;国企改革;西部大开发
17,688401,10,688401.SH,先进封装;OLED;第三代半导体;PCB概念;芯片概念;消费电子概念;MiniLED;专精特新;沪股通;融资融券
33,301139,17,301139.SZ,数字乡村;智慧城市;数字经济;数据要素;人工智能;京津冀一体化;东数西算(算力);华为概念;车联网(车路协同);西部大开发;5G;机器人概念;充电桩;储能;光伏概念;AI应用;融资融券
33,300033,15,300033.SZ,AI语料;多模态AI;ChatGPT概念;AIGC概念;AI智能体;鸿蒙概念;数据要素;互联网金融;人工智能;智能医疗;AI应用;2025年报预增;融资融券;深股通;证金持股
33,301273,6,301273.SZ,专精特新;新型工业化;低空经济;稀土永磁;芯片概念;融资融券
151,920118,8,920118.BJ,储能;柔性直流输电;智能电网;新能源汽车;光伏概念;工业互联网;专精特新;融资融券
17,603208,4,603208.SH,新型城镇化;共同富裕示范区;安防;养老概念
17,605008,2,605008.SH,可降解塑料;沪股通
17,603122,5,603122.SH,海峡两岸;猴痘概念;长三角一体化;智能医疗;人工智能
17,601198,7,601198.SH,期货概念;央企国企改革;互联网金融;国企改革;化债概念(AMC概念);沪股通;融资融券
