code,所属概念数量,market_code,所属概念,股票代码
000837,17,33,工业母机;减速器;人形机器人;新型工业化;新能源汽车;比亚迪概念;机器人概念;传感器;高端装备;工业互联网;军工;航空发动机;风电;西部大开发;国企改革;深股通;融资融券,000837.SZ
603285,2,17,锂电池概念;融资融券,603285.SH
000868,6,33,国企改革;燃料电池;无人驾驶;新能源汽车;融资融券;深股通,000868.SZ
002239,17,33,长安汽车概念;华为汽车;小米汽车;新能源汽车;汽车热管理;比亚迪概念;充电桩;特斯拉概念;国企改革;无人驾驶;储能;锂电池概念;宁德时代概念;百度概念;深股通;股权转让(并购重组);融资融券,002239.SZ
300534,13,33,流感;医药电商;创新药;三胎概念;医疗器械概念;食品安全;中俄贸易概念;西部大开发;专精特新;国企改革;参股券商;2025年报预增;股权转让(并购重组),300534.SZ
000728,5,33,证金持股;国企改革;互联网金融;深股通;融资融券,000728.SZ
300572,14,33,PM2.5;军工;换电概念;机器人概念;充电桩;粤港澳大湾区;创投;人工智能;新能源汽车;比亚迪概念;一体化压铸;新疆振兴;深股通;股权转让(并购重组),300572.SZ
002401,32,33,航运概念;区块链;ETC;Web3.0;华为鲲鹏;数据要素;统一大市场;数字经济;AI智能体;信创;云计算;跨境电商;DeepSeek概念;智慧城市;ChatGPT概念;阿里巴巴概念;国资云;人工智能;安防;上海自贸区;自由贸易港;智能物流;华为概念;机器视觉;数据中心;碳交易;碳中和;国企改革;央企国企改革;融资融券;深股通;中字头股票,002401.SZ
605588,9,17,OLED;富士康概念;芯片概念;消费电子概念;柔性屏(折叠屏);苹果概念;华为手机;小米概念;华为概念,605588.SH
605167,8,17,新型工业化;核电;氢能源;固废处理;海工装备;中俄贸易概念;一带一路;天然气,605167.SH
000779,20,33,新型城镇化;房屋检测;土壤修复;建筑节能;水利;数字孪生;乡村振兴;算力租赁;数字经济;数据要素;DeepSeek概念;国资云;西部大开发;国企改革;数据中心;一带一路;低空经济;光伏概念;新疆振兴;抽水蓄能,000779.SZ
301192,3,33,新能源汽车;专精特新;融资融券,301192.SZ
300515,7,33,专精特新;机器人概念;物联网;工业互联网;电力物联网;固废处理;碳中和,300515.SZ
601199,9,17,PPP概念;污水处理;参股银行;绿色电力;国企改革;水利;智慧城市;沪股通;融资融券,601199.SH
688311,9,17,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;西部大开发;沪股通;融资融券,688311.SH
002469,8,33,煤化工概念;固废处理;氢能源;一带一路;光热发电;储能;深股通;融资融券,002469.SZ
603839,5,17,三胎概念;跨境电商;网红经济;长三角一体化;抖音概念(字节概念),603839.SH
920735,5,151,流感;融资融券;创新药;减肥药;仿制药一致性评价,920735.BJ
688011,6,17,军工信息化;军民融合;军工;专精特新;黑龙江自贸区;融资融券,688011.SH
002186,10,33,预制菜;网红经济;白酒概念;IP经济(谷子经济);超级品牌;职业教育;NFT概念;京津冀一体化;雄安新区;国企改革,002186.SZ
603070,7,17,智能电网;数据中心;共同富裕示范区;储能;数字经济;沪股通;融资融券,603070.SH
600884,25,17,钠离子电池;氟化工概念;固态电池;动力电池回收;石墨电极;宁德时代概念;锂电池概念;石墨烯;光伏概念;金属镍;小金属概念;OLED;超级电容;苹果概念;比亚迪概念;储能;MiniLED;新能源汽车;共同富裕示范区;消费电子概念;参股银行;创投;虚拟现实;沪股通;融资融券,600884.SH
920363,18,151,高端装备;车联网(车路协同);融资融券;生态农业;机器视觉;机器人概念;无人驾驶;无人机;新型城镇化;商业航天;安防;卫星导航;农机;军民融合;军工;传感器;专精特新;DeepSeek概念,920363.BJ
688521,18,17,智能音箱;汽车芯片;先进封装;东数西算(算力);国家大基金持股;阿里巴巴概念;MCU芯片;腾讯概念;芯片概念;虚拟现实;AI眼镜;无人驾驶;人工智能;物联网;上海自贸区;数字货币;沪股通;融资融券,688521.SH
688633,4,17,专精特新;高端装备;一带一路;融资融券,688633.SH
600028,16,17,可燃冰;页岩气;天然气;煤化工概念;同花顺中特估100;中字头股票;高股息精选;证金持股;沪股通;融资融券;央企国企改革;氢能源;国企改革;一带一路;回购增持再贷款概念;充电桩,600028.SH
600495,10,17,污水处理;一带一路;国企改革;回购增持再贷款概念;高铁;央企国企改革;高端装备;军工;沪股通;融资融券,600495.SH
301321,9,33,MicroLED概念;MiniLED;OLED;华为概念;消费电子概念;汽车电子;虚拟现实;回购增持再贷款概念;融资融券,301321.SZ
002575,12,33,算力租赁;Sora概念(文生视频);华为昇腾;腾讯概念;区块链;东数西算(算力);DeepSeek概念;创投;粤港澳大湾区;物业管理;深股通;融资融券,002575.SZ
603233,5,17,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券,603233.SH
300408,11,33,光纤概念;共封装光学(CPO);5G;消费电子概念;燃料电池;数据中心;小米概念;华为概念;深股通;证金持股;融资融券,300408.SZ
688067,10,17,医疗器械概念;专精特新;辅助生殖;三胎概念;机器视觉;智能医疗;幽门螺杆菌概念;人工智能;医药电商;融资融券,688067.SH
600737,9,17,农业种植;新疆振兴;乡村振兴;西部大开发;国企改革;央企国企改革;沪股通;融资融券;中字头股票,600737.SH
600771,7,17,白酒概念;医药电商;阿尔茨海默概念;创新药;国企改革;融资融券;沪股通,600771.SH
920066,5,151,染料;新能源汽车;专精特新;家用电器;融资融券,920066.BJ
300953,16,33,人形机器人;小米汽车;新能源汽车;比亚迪概念;宁德时代概念;机器人概念;小米概念;飞行汽车(eVTOL);储能;锂电池概念;低空经济;2025三季报预增;2025年报预增;一带一路;深股通;融资融券,300953.SZ
300428,29,33,稀土永磁;金属回收;氟化工概念;锂电池概念;3D打印;航空发动机;固态电池;军工;钠离子电池;特斯拉概念;商业航天;一体化压铸;大飞机;比亚迪概念;无人机;低空经济;新能源汽车;芯片概念;汽车拆解概念;军民融合;一带一路;人形机器人;专精特新;消费电子概念;汽车热管理;机器人概念;长安汽车概念;融资融券;深股通,300428.SZ
002322,16,33,电力物联网;智能电网;特高压;东数西算(算力);PM2.5;数字孪生;储能;信创;数据要素;核电;人工智能;无人机;虚拟现实;土壤修复;AI应用;深股通,002322.SZ
300481,6,33,风电;氢能源;专精特新;OLED;深股通;融资融券,300481.SZ
003000,7,33,人造肉;网红经济;乡村振兴;海峡两岸;一带一路;回购增持再贷款概念;深股通,003000.SZ
002880,5,33,生物疫苗;肝炎概念;合成生物;国企改革;深股通,002880.SZ
002448,21,33,工业母机;农机;新能源汽车;比亚迪概念;汽车电子;燃料电池;人形机器人;2025年报预增;机器人概念;MCU芯片;5G;长安汽车概念;氢能源;无人驾驶;无人机;华为概念;绿色电力;车联网(车路协同);乡村振兴;互联网金融;深股通,002448.SZ
000429,6,33,高股息精选;参股券商;国企改革;粤港澳大湾区;深股通;融资融券,000429.SZ
600287,10,17,跨境电商;参股银行;参股保险;参股券商;人民币贬值受益;一带一路;国企改革;数字经济;期货概念;摘帽,600287.SH
603920,30,17,OLED;毫米波雷达;AI眼镜;智能座舱;商业航天;汽车电子;特斯拉概念;共封装光学(CPO);人形机器人;PCB概念;飞行汽车(eVTOL);5G;无人机;无人驾驶;光伏概念;低空经济;新能源汽车;机器人概念;数据中心;脑机接口;东数西算(算力);储能;充电桩;粤港澳大湾区;海峡两岸;人民币贬值受益;国企改革;股权转让(并购重组);融资融券;沪股通,603920.SH
002170,17,33,磷化工;化肥;生态农业;农村电商;转基因;土地流转;2025三季报预增;锂电池概念;钠离子电池;垃圾分类;乡村振兴;2025年报预增;无人机;数字乡村;物联网;人工智能;深股通,002170.SZ
000715,2,33,乡村振兴;IP经济(谷子经济),000715.SZ
002100,12,33,猪肉;玉米;动物疫苗;预制菜;禽流感;新疆振兴;宠物经济;西部大开发;国企改革;回购增持再贷款概念;深股通;融资融券,002100.SZ
605003,2,17,共同富裕示范区;人民币贬值受益,605003.SH
000983,7,33,煤炭概念;煤化工概念;小金属概念;深股通;融资融券;国企改革;人形机器人,000983.SZ
301360,20,33,富士康概念;苹果概念;MR(混合现实);专精特新;机器视觉;消费电子概念;华为手机;芯片概念;智能穿戴;无线充电;AI眼镜;宁德时代概念;华为概念;钙钛矿电池;固态电池;人工智能;锂电池概念;腾讯概念;东数西算(算力);融资融券,301360.SZ
301299,8,33,AI智能体;AIGC概念;数据要素;鸿蒙概念;DeepSeek概念;AI应用;期货概念;融资融券,301299.SZ
605277,16,17,汽车电子;消费电子概念;铜缆高速连接;5G;液冷服务器;新能源汽车;华为概念;机器人概念;东数西算(算力);数据中心;F5G概念;充电桩;光伏概念;储能;融资融券;沪股通,605277.SH
920149,8,151,装配式建筑;股权转让(并购重组);融资融券;新型城镇化;房屋检测;建筑节能;光伏概念;光伏建筑一体化,920149.BJ
688479,7,17,ERP概念;云计算;AI智能体;DeepSeek概念;数字经济;人工智能;融资融券,688479.SH
603049,6,17,注册制次新股;新能源汽车;两轮车;比亚迪概念;新股与次新股;融资融券,603049.SH
603223,5,17,天然气;航运概念;2025年报预增;沪股通;融资融券,603223.SH
603124,6,17,PCB概念;PET铜箔;液冷服务器;工业母机;专精特新;融资融券,603124.SH
301047,13,33,CRO概念;重组蛋白;细胞免疫治疗;流感;猴痘概念;肝炎概念;合成生物;智能医疗;人工智能;人民币贬值受益;京津冀一体化;深股通;融资融券,301047.SZ
002638,7,33,智慧灯杆;储能;智慧城市;车联网(车路协同);华为概念;人民币贬值受益;5G,002638.SZ
603987,4,17,辅助生殖;医美概念;医疗器械概念;专精特新,603987.SH
603985,11,17,算力租赁;东数西算(算力);英伟达概念;DeepSeek概念;核电;风电;高端装备;海工装备;国企改革;融资融券;沪股通,603985.SH
603368,12,17,医药电商;流感;创新药;肝炎概念;冷链物流;三胎概念;西部大开发;智能医疗;人工智能;华为概念;沪股通;融资融券,603368.SH
600741,22,17,上海国企改革;汽车热管理;证金持股;小米汽车;参股券商;燃料电池;氢能源;新能源汽车;特斯拉概念;汽车电子;智能座舱;比亚迪概念;国企改革;无人驾驶;小米概念;毫米波雷达;机器视觉;固态电池;储能;沪股通;融资融券;大飞机,600741.SH
300908,4,33,农业种植;乡村振兴;海峡两岸;融资融券,300908.SZ
688170,25,17,PET铜箔;共封装光学(CPO);PCB概念;存储芯片;先进封装;光纤概念;第三代半导体;OLED;MicroLED概念;柔性屏(折叠屏);芯片概念;3D打印;华为海思概念股;商业航天;BC电池;宁德时代概念;钙钛矿电池;固态电池;光伏概念;碳纤维;高端装备;锂电池概念;专精特新;华为概念;融资融券,688170.SH
920802,3,151,医疗器械概念;PM2.5;融资融券,920802.BJ
600985,9,17,煤炭概念;煤化工概念;超超临界发电;民爆概念;绿色电力;国企改革;华为概念;融资融券;沪股通,600985.SH
300124,22,33,人形机器人;新型工业化;小米汽车;小米概念;机器视觉;机器人概念;工业母机;一体化压铸;新能源汽车;工业互联网;农机;人工智能;数字经济;DeepSeek概念;液冷服务器;储能;换电概念;同花顺漂亮100;碳中和;AI应用;深股通;融资融券,300124.SZ
002875,6,33,三胎概念;粤港澳大湾区;广东自贸区;跨境电商;IP经济(谷子经济);股权转让(并购重组),002875.SZ
000573,9,33,金属回收;广东自贸区;物业管理;粤港澳大湾区;创投;锂电池概念;动力电池回收;金属铅;互联网金融,000573.SZ
603800,11,17,PET铜箔;光刻机;芯片概念;固态电池;机器视觉;锂电池概念;海工装备;天然气;页岩气;沪股通;融资融券,603800.SH
002282,6,33,中俄贸易概念;雄安新区;一带一路;高铁;绿色电力;国企改革,002282.SZ
601098,9,17,文化传媒概念;在线教育;AIGC概念;AI智能体;人工智能;国企改革;华为概念;沪股通;融资融券,601098.SH
601368,4,17,污水处理;新型城镇化;国企改革;西部大开发,601368.SH
600609,7,17,智能物流;长安汽车概念;国企改革;无人驾驶;新能源汽车;融资融券;沪股通,600609.SH
603505,6,17,氟化工概念;民爆概念;锂电池概念;液冷服务器;融资融券;沪股通,603505.SH
603379,8,17,PVDF概念;2025三季报预增;氟化工概念;锂电池概念;2025年报预增;芯片概念;沪股通;融资融券,603379.SH
002060,17,33,绿色电力;PPP概念;抽水蓄能;国企改革;污水处理;风电;氢能源;新型城镇化;乡村振兴;水利;一带一路;储能;燃料电池;粤港澳大湾区;智慧城市;深股通;融资融券,002060.SZ
002329,14,33,乳业;生态农业;冷链物流;跨境电商;三胎概念;乡村振兴;绿色电力;智慧城市;西部大开发;一带一路;数字经济;光伏概念;文化传媒概念;融资融券,002329.SZ
002901,8,33,医疗器械概念;牙科医疗;福建自贸区;海峡两岸;2025年报预增;机器人概念;深股通;融资融券,002901.SZ
600097,5,17,上海国企改革;上海自贸区;人民币贬值受益;国企改革;航运概念,600097.SH
000417,18,33,啤酒概念;农村电商;统一大市场;参股银行;冷链物流;跨境电商;乡村振兴;创投;国企改革;养老概念;互联网金融;证金持股;充电桩;人工智能;虚拟数字人;黄金概念;AI应用;融资融券,000417.SZ
603276,5,17,合成生物;2025年报预增;生态农业;锂电池概念;融资融券,603276.SH
300031,28,33,手机游戏;网络游戏;元宇宙;虚拟数字人;百度概念;人工智能;DeepSeek概念;云游戏;数字经济;数字孪生;虚拟现实;华为概念;车联网(车路协同);工业互联网;IP经济(谷子经济);创投;机器视觉;MR(混合现实);新型工业化;机器人概念;无人驾驶;无人机;传感器;人民币贬值受益;AI应用;碳中和;深股通;融资融券,300031.SZ
002937,17,33,液冷服务器;5G;PEEK材料;汽车电子;毫米波雷达;消费电子概念;新能源汽车;宁德时代概念;特斯拉概念;工业互联网;无人驾驶;虚拟现实;一带一路;人民币贬值受益;智能家居;深股通;融资融券,002937.SZ
000755,6,33,绿色电力;国企改革;乡村振兴;一带一路;深股通;融资融券,000755.SZ
301502,6,33,家用电器;医疗器械概念;智能家居;小米概念;养老概念;融资融券,301502.SZ
600283,20,17,PPP概念;生物质能发电;地下管网;新疆振兴;净水概念;污水处理;固废处理;绿色电力;新型城镇化;水利;创投;智慧城市;数字经济;数字孪生;DeepSeek概念;人工智能;数据确权;数据要素;AI智能体;沪股通,600283.SH
002982,5,33,养鸡;猪肉;预制菜;乡村振兴;冷链物流,002982.SZ
688401,10,17,先进封装;OLED;第三代半导体;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;沪股通;融资融券,688401.SH
001296,6,33,3D打印;军工;长安汽车概念;西部大开发;固废处理;页岩气,001296.SZ
300337,24,33,商业航天;航空发动机;大飞机;国产航母;军工;3D打印;核污染防治;华为概念;海工装备;高铁;华为手机;消费电子概念;小米概念;专精特新;富士康概念;比亚迪概念;汽车热管理;特斯拉概念;牙科医疗;新能源汽车;宁德时代概念;医疗器械概念;深股通;融资融券,300337.SZ
002664,14,33,人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;汽车电子;机器人概念;小米概念;无人机;低空经济;华为概念;2025年报预增;深股通;融资融券,002664.SZ
002603,11,33,禽流感;流感;幽门螺杆菌概念;仿制药一致性评价;医药电商;创新药;阿尔茨海默概念;养老概念;京津冀一体化;深股通;融资融券,002603.SZ
002297,11,33,成飞概念;大飞机;航空发动机;商业航天;军民融合;军工;无人机;碳纤维;培育钻石;国企改革;融资融券,002297.SZ
002365,11,33,医药电商;维生素;宠物经济;三胎概念;跨境电商;人民币贬值受益;一带一路;石墨烯;证金持股;氢能源;深股通,002365.SZ
600675,8,17,物业管理;预制菜;土地流转;上海国企改革;国企改革;乡村振兴;沪股通;融资融券,600675.SH
600600,7,17,超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,600600.SH
000503,16,33,DRG/DIP;AI智能体;家庭医生;数据要素;数据确权;智能医疗;人工智能;数字经济;养老概念;华为概念;国企改革;AI应用;央企国企改革;回购增持再贷款概念;深股通;融资融券,000503.SZ
300358,14,33,细胞免疫治疗;智能医疗;净水概念;合成生物;机器人概念;人工智能;智能物流;污水处理;高端装备;海峡两岸;DeepSeek概念;AI智能体;融资融券;深股通,300358.SZ
603416,6,17,人形机器人;新型工业化;机器人概念;机器视觉;融资融券;沪股通,603416.SH
002074,25,33,钠离子电池;固态电池;动力电池回收;两轮车;锂电池概念;储能;高压快充;磷化工;智能电网;充电桩;风电;新能源汽车;2025年报预增;换电概念;碳中和;长安汽车概念;飞行汽车(eVTOL);数据中心;海工装备;华为概念;低空经济;深股通;融资融券;乡村振兴;人工智能,002074.SZ
000802,3,33,文化传媒概念;IP经济(谷子经济);旅游概念,000802.SZ
002340,33,33,金属钴;金属镍;小金属概念;稀土永磁;金属铜;金属回收;黄金概念;动力电池回收;钠离子电池;固态电池;锂电池概念;宁德时代概念;石墨烯;汽车拆解概念;特斯拉概念;回购增持再贷款概念;储能;固废处理;燃料电池;氢能源;比亚迪概念;新能源汽车;一带一路;专精特新;污水处理;垃圾分类;土壤修复;碳中和;机器人概念;低空经济;粤港澳大湾区;深股通;融资融券,002340.SZ
002600,39,33,AI手机;智能音箱;同花顺果指数;5G;AI PC;人形机器人;无人机;商业航天;AI眼镜;英伟达概念;无线充电;无线耳机;智能穿戴;富士康概念;小米概念;低空经济;消费电子概念;液冷服务器;虚拟现实;柔性屏(折叠屏);华为概念;3D打印;减速器;苹果概念;机器人概念;比亚迪概念;共封装光学(CPO);新能源汽车;碳纤维;人工智能;海峡两岸;充电桩;光伏概念;储能;人民币贬值受益;回购增持再贷款概念;稀土永磁;深股通;融资融券,002600.SZ
603214,6,17,三胎概念;跨境电商;托育服务;IP经济(谷子经济);拼多多概念;腾讯概念,603214.SH
000679,1,33,跨境电商,000679.SZ
000656,6,33,物业管理;托育服务;三胎概念;ST板块;西部大开发;股权转让(并购重组),000656.SZ
300452,3,33,合成生物;医美概念;专精特新,300452.SZ
000652,21,33,信托概念;新型城镇化;PPP概念;雄安新区;生物质能发电;流感;固废处理;化债概念(AMC概念);回购增持再贷款概念;国企改革;参股券商;碳交易;创投;京津冀一体化;碳中和;绿色电力;证金持股;独角兽概念;动力电池回收;深股通;融资融券,000652.SZ
002001,9,33,氟化工概念;青蒿素;维生素;回购增持再贷款概念;合成生物;深股通;融资融券;人民币贬值受益;商业航天,002001.SZ
300363,10,33,CRO概念;减肥药;细胞免疫治疗;创新药;流感;人民币贬值受益;西部大开发;新型烟草(电子烟);融资融券;深股通,300363.SZ
920522,8,151,锂电池概念;钠离子电池;融资融券;碳纤维;比亚迪概念;宁德时代概念;固态电池;专精特新,920522.BJ
002385,22,33,转基因;大豆;玉米;粮食概念;猪肉;农业种植;俄乌冲突概念;农村电商;动物疫苗;预制菜;乳业;乡村振兴;消毒剂;合成生物;宠物经济;三胎概念;数字乡村;京津冀一体化;融资融券;深股通;数字经济;DeepSeek概念,002385.SZ
600973,19,17,可控核聚变;大飞机;核电;超导概念;军工;智能电网;无人机;高端装备;低空经济;充电桩;高铁;飞行汽车(eVTOL);央企国企改革;新能源汽车;铜缆高速连接;特斯拉概念;国企改革;沪股通;融资融券,600973.SH
600868,15,17,小金属概念;水泥概念;绿色电力;智慧城市;时空大数据;数据要素;职业教育;新型城镇化;水利;回购增持再贷款概念;粤港澳大湾区;储能;氢能源;融资融券;沪股通,600868.SH
600903,7,17,页岩气;天然气;氢能源;国企改革;西部大开发;沪股通;融资融券,600903.SH
002284,13,33,华为汽车;长安汽车概念;无人驾驶;比亚迪概念;2025年报预增;汽车电子;新能源汽车;智能物流;毫米波雷达;车联网(车路协同);2025三季报预增;深股通;融资融券,002284.SZ
600959,31,17,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;元宇宙;国资云;数据要素;云办公;足球概念;数据安全;DeepSeek概念;数字乡村;算力租赁;网络安全;人工智能;养老概念;智慧城市;数字孪生;东数西算(算力);食品安全;乡村振兴;工业互联网;低空经济;国企改革;机器视觉;数据中心;5G;光伏概念;储能;沪股通;融资融券,600959.SH
300741,10,33,烟草;宠物经济;乡村振兴;人造肉;西部大开发;一带一路;人工智能;新型烟草(电子烟);融资融券;深股通,300741.SZ
688648,16,17,无人驾驶;机器视觉;专精特新;机器人概念;智能物流;华为概念;人工智能;阿里巴巴概念;拼多多概念;无人机;抖音概念(字节概念);国企改革;统一大市场;沪股通;中字头股票;融资融券,688648.SH
688211,9,17,智能物流;机器人概念;专精特新;机器视觉;人工智能;芯片概念;统一大市场;稀土永磁;融资融券,688211.SH
002375,17,33,建筑节能;装配式建筑;新型城镇化;光伏建筑一体化;智能家居;智慧城市;人工智能;安防;高铁;工业互联网;虚拟现实;华为概念;百度概念;3D打印;腾讯概念;深股通;融资融券,002375.SZ
300144,12,33,旅游概念;网红经济;IP经济(谷子经济);文化传媒概念;手机游戏;电子竞技;抖音概念(字节概念);元宇宙;共同富裕示范区;虚拟现实;深股通;融资融券,300144.SZ
603178,14,17,减速器;华为汽车;长安汽车概念;汽车热管理;飞行汽车(eVTOL);机器人概念;无人驾驶;新能源汽车;比亚迪概念;低空经济;共同富裕示范区;数字经济;融资融券;沪股通,603178.SH
000402,11,33,物业管理;特色小镇;参股券商;证金持股;装配式建筑;国企改革;京津冀一体化;碳交易;碳中和;深股通;融资融券,000402.SZ
603583,11,17,人形机器人;长安汽车概念;机器人概念;智能家居;人民币贬值受益;医疗器械概念;一带一路;三胎概念;养老概念;融资融券;沪股通,603583.SH
300796,2,33,共同富裕示范区;人民币贬值受益,300796.SZ
600486,8,17,草甘膦;央企国企改革;乡村振兴;国企改革;同花顺出海50;人民币贬值受益;沪股通;融资融券,600486.SH
002732,8,33,乳业;三胎概念;冷链物流;统一大市场;乡村振兴;国企改革;粤港澳大湾区;玉米,002732.SZ
601921,13,17,文化传媒概念;NFT概念;网络游戏;短剧游戏;在线教育;国资云;阿里巴巴概念;数据要素;人工智能;AI应用;共同富裕示范区;国企改革;沪股通,601921.SH
920260,6,151,中俄贸易概念;页岩气;西部大开发;融资融券;天然气;专精特新,920260.BJ
002571,9,33,C2M概念;网络游戏;拼多多概念;创投;新能源汽车;光伏概念;一带一路;参股银行;股权转让(并购重组),002571.SZ
605033,2,17,乡村振兴;西部大开发,605033.SH
000885,14,33,生物质能发电;医疗废物处理;固废处理;碳交易;绿色电力;污水处理;国企改革;垃圾分类;碳中和;氢能源;数字经济;百度概念;深股通;融资融券,000885.SZ
920175,9,151,风电;融资融券;芯片概念;燃料电池;石墨电极;光伏概念;中俄贸易概念;3D打印;专精特新,920175.BJ
301223,8,33,烟草;粤港澳大湾区;小米概念;职业教育;新型烟草(电子烟);数字经济;数字水印;融资融券,301223.SZ
603012,10,17,高端装备;工业互联网;新能源汽车;华为概念;长三角一体化;人工智能;中俄贸易概念;AIGC概念;煤炭概念;融资融券,603012.SH
601801,15,17,文化传媒概念;IP经济(谷子经济);网络游戏;DeepSeek概念;独角兽概念;智谱AI;证金持股;创投;ETC;国企改革;智能物流;机器人概念;AI应用;融资融券;沪股通,601801.SH
603657,4,17,家用电器;小米概念;机器人概念;专精特新,603657.SH
603195,14,17,超级品牌;同花顺漂亮100;露营经济;家用电器;智能家居;抖音概念(字节概念);腾讯概念;充电桩;回购增持再贷款概念;储能;华为概念;无线充电;沪股通;融资融券,603195.SH
920076,5,151,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,920076.BJ
002088,6,33,建筑节能;锂电池概念;光热发电;可燃冰;融资融券;深股通,002088.SZ
002367,12,33,长三角一体化;新型城镇化;一带一路;机器人概念;创投;物联网;芯片概念;人工智能;独角兽概念;ChatGPT概念;深股通;融资融券,002367.SZ
002388,15,33,华为概念;消费电子概念;粤港澳大湾区;比亚迪概念;富士康概念;无人机;新能源汽车;人形机器人;有机硅概念;锂电池概念;充电桩;固态电池;钠离子电池;氟化工概念;摘帽,002388.SZ
300517,4,33,装配式建筑;PPP概念;一带一路;5G,300517.SZ
600822,7,17,上海自贸区;上海国企改革;智能物流;统一大市场;国企改革;数据要素;融资融券,600822.SH
920866,6,151,融资融券;粮食概念;玉米;数字经济;农业种植;乡村振兴,920866.BJ
605266,5,17,医药电商;家庭医生;西部大开发;职业教育;回购增持再贷款概念,605266.SH
002786,19,33,粤港澳大湾区;化债概念(AMC概念);华为汽车;机器人概念;新型工业化;新能源汽车;比亚迪概念;虚拟现实;小米概念;华为概念;高端装备;国企改革;3D打印;消费电子概念;大飞机;5G;芯片概念;宁德时代概念;深股通,002786.SZ
300627,17,33,卫星导航;商业航天;无人机;低空经济;无人驾驶;智慧城市;百度概念;芯片概念;机器人概念;小米汽车;比亚迪概念;水利;农机;长三角一体化;雅下水电概念;融资融券;深股通,300627.SZ
300671,18,33,MCU芯片;汽车芯片;MiniLED;存储芯片;先进封装;WiFi 6;第三代半导体;芯片概念;无线耳机;5G;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;海峡两岸;粤港澳大湾区;深股通;融资融券,300671.SZ
605339,3,17,乳业;海峡两岸;沪股通,605339.SH
603722,4,17,丙烯酸;人民币贬值受益;专精特新;燃料电池,603722.SH
002614,17,33,养老概念;血氧仪;医疗器械概念;跨境电商;IP经济(谷子经济);网红经济;智能家居;福建自贸区;家用电器;海峡两岸;人民币贬值受益;人工智能;鸿蒙概念;DeepSeek概念;机器人概念;华为概念;人形机器人,002614.SZ
688281,6,17,航空发动机;军工;碳纤维;西部大开发;沪股通;融资融券,688281.SH
002763,1,33,跨境电商,002763.SZ
600925,7,17,煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通,600925.SH
300539,14,33,PEEK材料;减速器;华为汽车;比亚迪概念;新能源汽车;小米概念;智能座舱;机器人概念;专精特新;无人机;家用电器;智能家居;华为概念;深股通,300539.SZ
601668,18,17,中字头股票;同花顺中特估100;证金持股;地下管网;装配式建筑;PPP概念;绿色电力;新型城镇化;国企改革;沪股通;融资融券;央企国企改革;水利;风电;一带一路;回购增持再贷款概念;数字孪生;核电,601668.SH
600594,7,17,医药电商;民营医院;流感;医美概念;创新药;西部大开发;融资融券,600594.SH
301239,6,33,眼科医疗;民营医院;智能医疗;西部大开发;深股通;融资融券,301239.SZ
300267,15,33,AI应用;幽门螺杆菌概念;流感;维生素;智能医疗;医药电商;合成生物;仿制药一致性评价;小金属概念;医疗器械概念;消毒剂;人工智能;锂电池概念;深股通;融资融券,300267.SZ
603310,5,17,氟化工概念;专精特新;创投;沪股通;融资融券,603310.SH
601139,17,17,天然气;证金持股;POE胶膜;沪股通;融资融券;绿色电力;氢能源;深圳国企改革;国企改革;华为数字能源;燃料电池;固态电池;DeepSeek概念;光伏概念;智慧城市;百度概念;数据中心,601139.SH
601633,19,17,同花顺漂亮100;证金持股;两轮车;沪股通;融资融券;雄安新区;固态电池;氢能源;燃料电池;车联网(车路协同);同花顺出海50;无人驾驶;新能源汽车;机器人概念;宁德时代概念;DeepSeek概念;智能座舱;MCU芯片;华为概念,601633.SH
600356,4,17,烟草;黑龙江自贸区;国企改革;2025年报预增,600356.SH
603076,3,17,C2M概念;啤酒概念;融资融券,603076.SH
600037,14,17,文化传媒概念;云游戏;国资云;DeepSeek概念;智慧城市;华为概念;物联网;数据中心;5G;国企改革;央企国企改革;证金持股;融资融券;沪股通,600037.SH
603336,6,17,农业种植;冷链物流;一带一路;乡村振兴;国企改革;股权转让(并购重组),603336.SH
688526,9,17,禽流感;动物疫苗;生物疫苗;合成生物;宠物经济;生态农业;转基因;沪股通;融资融券,688526.SH
002191,11,33,IP经济(谷子经济);烟草;区块链;蚂蚁集团概念;物联网;粤港澳大湾区;新型烟草(电子烟);芯片概念;PET铜箔;深股通;融资融券,002191.SZ
002820,5,33,预制菜;天津自贸区;京津冀一体化;国企改革;超级品牌,002820.SZ
688300,6,17,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,688300.SH
002907,13,33,医药电商;流感;仿制药一致性评价;肝炎概念;维生素;创新药;幽门螺杆菌概念;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通,002907.SZ
603235,3,17,维生素;人民币贬值受益;沪股通,603235.SH
