code,所属概念数量,股票代码,所属概念,market_code
300179,8,300179.SZ,培育钻石;天然气;第三代半导体;海工装备;新能源汽车;专精特新;深股通;融资融券,33
688012,11,688012.SH,国家大基金持股;存储芯片;中芯国际概念;先进封装;同花顺新质50;芯片概念;MiniLED;区块链;工业互联网;沪股通;融资融券,17
688158,30,688158.SH,云游戏;智谱AI;华为昇腾;数据安全;商业航天;财税数字化;智慧政务;信创;云计算;AI智能体;算力租赁;数字乡村;数据要素;低空经济;东数西算(算力);脑机接口;中国AI 50;智慧城市;DeepSeek概念;人工智能;华为概念;数字经济;智能医疗;数据中心;工业互联网;无人驾驶;机器人概念;专精特新;液冷服务器;融资融券,17
300496,56,300496.SZ,MLOps概念;多模态AI;ChatGPT概念;华为欧拉;中国AI 50;AIGC概念;AI智能体;鸿蒙概念;百度概念;虚拟数字人;元宇宙;抖音概念(字节概念);阿里巴巴概念;语音技术;腾讯概念;国产操作系统;智能音箱;MR(混合现实);车联网(车路协同);虚拟现实;区块链;华为海思概念股;英伟达概念;AI手机;人工智能;智能座舱;DeepSeek概念;AI PC;独角兽概念;华为概念;智能穿戴;机器视觉;AI眼镜;数字经济;物联网;无人机;低空经济;无人驾驶;小米概念;智能医疗;传感器;5G;机器人概念;消费电子概念;新型工业化;小米汽车;比亚迪概念;长安汽车概念;智能家居;华为汽车;智能物流;智能电网;回购增持再贷款概念;深股通;AI应用;融资融券,33
301219,15,301219.SZ,金属钴;金属镍;小金属概念;金属铜;固态电池;宁德时代概念;动力电池回收;金属回收;锂电池概念;专精特新;人民币贬值受益;一带一路;2025年报预增;深股通;融资融券,33
688328,23,688328.SH,先进封装;OLED;共封装光学(CPO);电子纸;第三代半导体;存储芯片;消费电子概念;柔性屏(折叠屏);MR(混合现实);MiniLED;芯片概念;AI眼镜;新能源汽车;智能穿戴;专精特新;小米概念;新型工业化;机器视觉;华为概念;机器人概念;锂电池概念;虚拟现实;融资融券,17
600708,12,600708.SH,租售同权;特色小镇;土地流转;物业管理;上海国企改革;新型城镇化;统一大市场;乡村振兴;国企改革;冷链物流;沪股通;融资融券,17
920252,5,920252.BJ,锂电池概念;两轮车;专精特新;融资融券;储能,151
300657,42,300657.SZ,AI PC;AI手机;英伟达概念;AI眼镜;共封装光学(CPO);无线耳机;智能穿戴;PCB概念;东数西算(算力);华为手机;液冷服务器;算力租赁;MiniLED;消费电子概念;小米概念;新型烟草(电子烟);数据中心;虚拟现实;汽车电子;智谱AI;华为概念;元宇宙;云计算;抖音概念(字节概念);阿里巴巴概念;卫星导航;无人机;柔性屏(折叠屏);传感器;商业航天;机器人概念;军工;DeepSeek概念;小米汽车;福建自贸区;宁德时代概念;新能源汽车;智能医疗;海峡两岸;储能;深股通;融资融券,33
300604,8,300604.SZ,存储芯片;国家大基金持股;芯片概念;2025三季报预增;专精特新;海峡两岸;融资融券;深股通,33
920961,17,920961.BJ,卫星导航;军工;华为概念;芯片概念;股权转让(并购重组);车联网(车路协同);星闪概念;商业航天;无人驾驶;太赫兹;融资融券;毫米波雷达;军工信息化;低空经济;专精特新;5G;6G概念,151
002377,2,002377.SZ,互联网金融;股权转让(并购重组),33
601000,8,601000.SH,航运概念;证金持股;国企改革;雄安新区;京津冀一体化;智能物流;沪股通;融资融券,17
688010,16,688010.SH,卫星导航;商业航天;军民融合;军工;安防;区块链;华为概念;机器视觉;福建自贸区;无人驾驶;海峡两岸;光刻机;专精特新;机器人概念;沪股通;融资融券,17
300568,13,300568.SZ,钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;储能;回购增持再贷款概念;氢能源;芯片概念;DeepSeek概念;机器人概念;融资融券;深股通,33
301275,17,301275.SZ,云计算;数字经济;人工智能;电子纸;物联网;专精特新;机器人概念;芯片概念;人民币贬值受益;消费电子概念;海峡两岸;储能;注册制次新股;光伏概念;深股通;新股与次新股;融资融券,33
002338,17,002338.SZ,商业航天;军民融合;军工;低空经济;碳纤维;芯片概念;同花顺新质50;专精特新;国企改革;机器视觉;传感器;机器人概念;工业母机;医疗器械概念;证金持股;深股通;融资融券,33
002512,25,002512.SZ,福建自贸区;海峡两岸;6G概念;卫星导航;商业航天;数字乡村;智慧政务;虚拟数字人;华为鲲鹏;智慧城市;在线教育;5G;数字经济;鸿蒙概念;互联网金融;物联网;人工智能;DeepSeek概念;乡村振兴;小米概念;消费电子概念;机器人概念;一带一路;深股通;融资融券,33
300497,13,300497.SZ,有机硅概念;化肥;锂电池概念;人造肉;猴痘概念;合成生物;维生素;肝炎概念;CRO概念;创新药;光刻胶;融资融券;深股通,33
688147,17,688147.SH,中芯国际概念;存储芯片;先进封装;汽车芯片;第三代半导体;OLED;BC电池;芯片概念;钙钛矿电池;TOPCON电池;HJT电池;光伏概念;专精特新;高端装备;回购增持再贷款概念;沪股通;融资融券,17
920363,18,920363.BJ,无人驾驶;机器人概念;机器视觉;生态农业;融资融券;高端装备;车联网(车路协同);传感器;新型城镇化;军民融合;专精特新;卫星导航;农机;军工;商业航天;安防;无人机;DeepSeek概念,151
600611,12,600611.SH,网约车;参股券商;物业管理;互联网金融;旅游概念;创投;低空经济;百度概念;云计算;数据中心;沪股通;融资融券,17
300035,14,300035.SZ,石墨电极;钠离子电池;固态电池;宁德时代概念;锂电池概念;硅能源;高压快充;PCB概念;储能;比亚迪概念;专精特新;创投;融资融券;深股通,33
300643,10,300643.SZ,华为汽车;长安汽车概念;传感器;特斯拉概念;专精特新;车联网(车路协同);人民币贬值受益;汽车电子;芯片概念;深股通,33
920185,11,920185.BJ,储能;锂电池概念;融资融券;石墨电极;一带一路;比亚迪概念;固态电池;宁德时代概念;钠离子电池;石墨烯;燃料电池,151
920057,4,920057.BJ,专精特新;融资融券;装配式建筑;光伏建筑一体化,151
688143,10,688143.SH,光纤概念;共封装光学(CPO);芯片概念;军工;海工装备;汽车热管理;专精特新;DeepSeek概念;沪股通;融资融券,17
002357,10,002357.SZ,旅游概念;参股银行;网约车;天然气;西部大开发;充电桩;车联网(车路协同);低空经济;卫星导航;宁德时代概念,33
002383,23,002383.SZ,卫星导航;商业航天;无人机;无人驾驶;低空经济;车联网(车路协同);汽车芯片;农机;机器人概念;智慧灯杆;时空大数据;芯片概念;智慧城市;华为概念;京津冀一体化;生态农业;数字乡村;水利;数字经济;国企改革;新型城镇化;深股通;融资融券,33
300173,19,300173.SZ,ST板块;石墨烯;粤港澳大湾区;数字经济;网络安全;算力租赁;锂电池概念;国企改革;固态电池;储能;数据要素;华为概念;数据中心;新能源汽车;宁德时代概念;新型工业化;高端装备;消费电子概念;无线耳机,33
601992,15,601992.SH,房屋检测;水泥概念;京津冀一体化;装配式建筑;雄安新区;创投;一带一路;固废处理;国企改革;物业管理;储能;商业航天;可控核聚变;沪股通;融资融券,17
300980,16,300980.SZ,人形机器人;柔性屏(折叠屏);新能源汽车;长安汽车概念;机器人概念;小米概念;消费电子概念;专精特新;建筑节能;足球概念;华为概念;一带一路;有机硅概念;锂电池概念;2025年报预增;融资融券,33
300821,5,300821.SZ,有机硅概念;硅能源;燃料电池;融资融券;深股通,33
600785,6,600785.SH,IP经济(谷子经济);统一大市场;粮食概念;抖音概念(字节概念);智能物流;西部大开发,17
002613,8,002613.SZ,装配式建筑;建筑节能;一带一路;高铁;光伏概念;高端装备;苹果概念;钙钛矿电池,33
301505,9,301505.SZ,空间计算;水利;低空经济;智慧城市;新型城镇化;无人机;车联网(车路协同);污水处理;融资融券,33
002882,7,002882.SZ,固态电池;锂电池概念;比亚迪概念;核电;粤港澳大湾区;无人机;深股通,33
601228,11,601228.SH,航运概念;冷链物流;养老概念;国企改革;广东自贸区;自由贸易港;数据要素;网络安全;粤港澳大湾区;沪股通;融资融券,17
301069,6,301069.SZ,锂电池概念;PEEK材料;3D打印;2025年报预增;深股通;融资融券,33
300378,25,300378.SZ,多模态AI;ChatGPT概念;AIGC概念;ERP概念;AI智能体;华为鲲鹏;抖音概念(字节概念);数据安全;阿里巴巴概念;百度概念;数据要素;人工智能;DeepSeek概念;数字经济;华为概念;新型工业化;工业互联网;C2M概念;芯片概念;富士康概念;创投;海峡两岸;AI应用;深股通;融资融券,33
301150,9,301150.SZ,PET铜箔;固态电池;宁德时代概念;锂电池概念;PCB概念;比亚迪概念;专精特新;深股通;融资融券,33
920237,8,920237.BJ,智能穿戴;融资融券;安防;锂电池概念;固态电池;专精特新;人民币贬值受益;AI PC,151
002795,7,002795.SZ,股权转让(并购重组);光伏概念;民营医院;TOPCON电池;BC电池;人民币贬值受益;医疗器械概念,33
301238,15,301238.SZ,钠离子电池;有机硅概念;固态电池;锂电池概念;宁德时代概念;超级电容;高压快充;储能;新能源汽车;无人机;汽车热管理;国企改革;股权转让(并购重组);深股通;融资融券,33
688669,6,688669.SH,钙钛矿电池;石墨烯;可降解塑料;磷化工;光刻胶;融资融券,17
600206,19,600206.SH,稀土永磁;中芯国际概念;OLED;国家大基金持股;2025三季报预增;芯片概念;先进封装;军工;存储芯片;央企国企改革;5G;华为概念;牙科医疗;京津冀一体化;国企改革;雄安新区;医疗器械概念;沪股通;融资融券,17
002514,23,002514.SZ,医疗废物处理;污水处理;换电概念;碳中和;充电桩;一带一路;智能电网;光伏概念;高端装备;HJT电池;华为数字能源;钙钛矿电池;高压快充;储能;养老概念;TOPCON电池;新能源汽车;机器人概念;工业母机;华为概念;芯片概念;人形机器人;深股通,33
688522,11,688522.SH,卫星导航;军工;低空经济;毫米波雷达;同花顺新质50;芯片概念;MCU芯片;专精特新;2025三季报预增;沪股通;融资融券,17
002977,6,002977.SZ,军工信息化;商业航天;卫星导航;军工;第三代半导体;西部大开发,33
300862,12,300862.SZ,商业航天;智慧城市;军工;华为概念;毫米波雷达;PM2.5;传感器;芯片概念;碳中和;专精特新;PPP概念;融资融券,33
300389,12,300389.SZ,足球概念;2025年报预增;柔性屏(折叠屏);创投;人民币贬值受益;数字经济;MicroLED概念;MiniLED;华为概念;储能;虚拟现实;深股通,33
300109,9,300109.SZ,生物疫苗;细胞免疫治疗;创新药;基因测序;消毒剂;智能医疗;固态电池;深股通;融资融券,33
300177,31,300177.SZ,卫星导航;时空大数据;车联网(车路协同);低空经济;无人机;智慧城市;飞行汽车(eVTOL);无人驾驶;数字孪生;智能物流;海工装备;虚拟现实;水利;DeepSeek概念;百度概念;农机;华为概念;机器人概念;高铁;3D打印;粤港澳大湾区;创投;旅游概念;一带一路;汽车电子;5G;专精特新;芯片概念;人形机器人;深股通;融资融券,33
601016,8,601016.SH,绿色电力;新疆振兴;国企改革;风电;京津冀一体化;央企国企改革;沪股通;融资融券,17
000726,10,000726.SZ,证金持股;生物疫苗;绿色电力;一带一路;创投;C2M概念;人民币贬值受益;职业教育;2025三季报预增;融资融券,33
600234,4,600234.SH,物业管理;文化传媒概念;抖音概念(字节概念);摘帽,17
603588,16,603588.SH,医疗废物处理;2025年报预增;黄金概念;金属回收;固废处理;污水处理;金属铜;土壤修复;金属铅;一带一路;生物质能发电;小金属概念;PPP概念;垃圾分类;沪股通;融资融券,17
300682,24,300682.SZ,AI应用;AI智能体;阿里巴巴概念;蚂蚁集团概念;数据要素;华为鲲鹏;区块链;DeepSeek概念;人工智能;数字经济;电力物联网;华为概念;物联网;车联网(车路协同);工业互联网;智能电网;虚拟电厂;碳中和;充电桩;光伏概念;新能源汽车;绿色电力;融资融券;深股通,33
300464,6,300464.SZ,露营经济;跨境电商;家用电器;人民币贬值受益;消费电子概念;无线耳机,33
300700,10,300700.SZ,第三代半导体;消费电子概念;专精特新;光刻胶;光伏概念;芯片概念;燃料电池;氢能源;机器人概念;融资融券,33
301565,14,301565.SZ,福建自贸区;固态电池;宁德时代概念;海峡两岸;锂电池概念;可降解塑料;消费电子概念;专精特新;合成生物;食品安全;无人机;低空经济;深股通;融资融券,33
301201,7,301201.SZ,细胞免疫治疗;肝炎概念;创新药;CRO概念;合成生物;专精特新;融资融券,33
688592,14,688592.SH,卫星导航;商业航天;车联网(车路协同);无人机;腾讯概念;低空经济;物联网;芯片概念;无人驾驶;专精特新;机器人概念;农机;乡村振兴;融资融券,17
688585,7,688585.SH,机器人概念;一带一路;风电;燃料电池;沪股通;股权转让(并购重组);融资融券,17
688216,10,688216.SH,传感器;汽车芯片;芯片概念;先进封装;专精特新;5G;第三代半导体;存储芯片;粤港澳大湾区;融资融券,17
601777,12,601777.SH,无人驾驶;换电概念;智能座舱;两轮车;新能源汽车;车联网(车路协同);百度概念;独角兽概念;参股银行;西部大开发;融资融券;沪股通,17
002167,11,002167.SZ,小金属概念;固态电池;稀土永磁;锂电池概念;燃料电池;核电;氢能源;回购增持再贷款概念;牙科医疗;深股通;融资融券,33
688068,14,688068.SH,创新药;重组蛋白;肝炎概念;猴痘概念;流感;阿尔茨海默概念;医疗器械概念;智能医疗;食品安全;回购增持再贷款概念;京津冀一体化;人工智能;沪股通;融资融券,17
002945,5,002945.SZ,互联网金融;创投;西部大开发;融资融券;深股通,33
603330,8,603330.SH,POE胶膜;光伏概念;专精特新;比亚迪概念;华为概念;消费电子概念;股权转让(并购重组);融资融券,17
002812,14,002812.SZ,固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;比亚迪概念;储能;消费电子概念;新能源汽车;烟草;深股通;专精特新;西部大开发;人工智能;融资融券,33
600775,17,600775.SH,脑机接口;商业航天;卫星导航;军工;无人机;智慧城市;人工智能;消费电子概念;汽车电子;机器人概念;工业互联网;新型工业化;央企国企改革;储能;国企改革;沪股通;融资融券,17
603703,8,603703.SH,卫星导航;商业航天;量子科技;车联网(车路协同);5G;铜缆高速连接;数据中心;家用电器,17
603119,14,603119.SH,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;人民币贬值受益;专精特新;宁德时代概念;共同富裕示范区;长三角一体化;沪股通;融资融券,17
603098,12,603098.SH,光伏概念;建筑节能;专精特新;光伏建筑一体化;储能;一带一路;土壤修复;装配式建筑;绿色电力;腾讯概念;沪股通;融资融券,17
300005,18,300005.SZ,京津冀一体化;商业航天;体育产业;三胎概念;足球概念;跨境电商;露营经济;冰雪产业;机器人概念;芯片概念;消费电子概念;智能穿戴;MiniLED;OLED;柔性屏(折叠屏);汽车芯片;融资融券;深股通,33
301010,8,301010.SZ,冰雪产业;碳中和;建筑节能;冷链物流;数据中心;专精特新;特斯拉概念;融资融券,33
601020,10,601020.SH,金属铅;金属锌;黄金概念;小金属概念;金属铜;西部大开发;人民币贬值受益;一带一路;沪股通;融资融券,17
300593,11,300593.SZ,商业航天;卫星导航;军民融合;芯片概念;军工;5G;数据中心;专精特新;储能;融资融券;深股通,33
000420,11,000420.SZ,碳纤维;大飞机;低空经济;飞行汽车(eVTOL);风电;无人机;国企改革;体育产业;冰雪产业;融资融券;深股通,33
301099,26,301099.SZ,脑机接口;存储芯片;MCU芯片;汽车芯片;语音技术;智能座舱;AI眼镜;车联网(车路协同);百度概念;人工智能;传感器;芯片概念;汽车电子;无人驾驶;消费电子概念;机器人概念;回购增持再贷款概念;光伏概念;长安汽车概念;比亚迪概念;储能;新能源汽车;人形机器人;深股通;股权转让(并购重组);融资融券,33
688371,10,688371.SH,医疗器械概念;小米概念;AI眼镜;液冷服务器;华为概念;一带一路;脑机接口;共封装光学(CPO);沪股通;融资融券,17
688201,21,688201.SH,量子科技;电子身份证;数字货币;网络安全;华为昇腾;军工信息化;信创;华为鲲鹏;数据安全;车联网(车路协同);跨境支付(CIPS);AI智能体;低空经济;鸿蒙概念;区块链;AIGC概念;DeepSeek概念;人工智能;工业互联网;专精特新;融资融券,17
600807,6,600807.SH,物业管理;生态农业;猴痘概念;基因测序;国企改革;医疗器械概念,17
601900,9,601900.SH,文化传媒概念;在线教育;IP经济(谷子经济);人工智能;AI应用;参股银行;国企改革;沪股通;融资融券,17
301598,18,301598.SZ,核电;工业互联网;专精特新;高端装备;海工装备;高铁;物联网;低空经济;飞行汽车(eVTOL);无人驾驶;长安汽车概念;新能源汽车;无人机;比亚迪概念;小米汽车;华为汽车;军工;融资融券,33
300428,28,300428.SZ,钠离子电池;固态电池;氟化工概念;锂电池概念;特斯拉概念;金属回收;汽车热管理;一体化压铸;比亚迪概念;新能源汽车;3D打印;航空发动机;人形机器人;军工;无人机;大飞机;消费电子概念;商业航天;长安汽车概念;军民融合;汽车拆解概念;芯片概念;专精特新;低空经济;机器人概念;稀土永磁;融资融券;深股通,33
688176,3,688176.SH,创新药;沪股通;融资融券,17
002620,8,002620.SZ,ST板块;ERP概念;光伏建筑一体化;装配式建筑;新型城镇化;建筑节能;绿色电力;光伏概念,33
600135,11,600135.SH,央企国企改革;国企改革;雄安新区;柔性屏(折叠屏);京津冀一体化;参股保险;光伏概念;医疗器械概念;锂电池概念;固态电池;融资融券,17
688097,33,688097.SH,人形机器人;富士康概念;苹果概念;共封装光学(CPO);华为手机;特斯拉概念;MR(混合现实);新型工业化;汽车电子;消费电子概念;新能源汽车;机器视觉;机器人概念;AI眼镜;换电概念;5G;智能穿戴;华为概念;芯片概念;低空经济;无人机;宁德时代概念;工业互联网;高端装备;充电桩;储能;光伏概念;固态电池;智能物流;锂电池概念;一带一路;沪股通;融资融券,17
603877,4,603877.SH,共同富裕示范区;回购增持再贷款概念;沪股通;融资融券,17
688301,8,688301.SH,牙科医疗;医疗器械概念;传感器;高端装备;芯片概念;专精特新;沪股通;融资融券,17
002347,17,002347.SZ,商业航天;军工;高端装备;新型工业化;机器人概念;核电;工业互联网;机器视觉;新能源汽车;专精特新;人工智能;数字经济;创投;超级电容;动力电池回收;锂电池概念;参股银行,33
301226,18,301226.SZ,商业航天;减速器;人形机器人;机器人概念;汽车热管理;华为概念;新能源汽车;充电桩;比亚迪概念;数据中心;光伏概念;风电;储能;芯片概念;冷链物流;海峡两岸;稀土永磁;融资融券,33
300257,5,300257.SZ,碳中和;氢能源;冷链物流;深股通;融资融券,33
002469,8,002469.SZ,煤化工概念;固废处理;一带一路;氢能源;光热发电;储能;深股通;融资融券,33
601958,7,601958.SH,小金属概念;OLED;军工;西部大开发;国企改革;沪股通;融资融券,17
300699,17,300699.SZ,大飞机;商业航天;碳纤维;卫星导航;军民融合;军工;低空经济;无人机;PEEK材料;高铁;风电;消费电子概念;氢能源;光伏概念;体育产业;深股通;融资融券,33
688538,11,688538.SH,上海国企改革;国企改革;大飞机;华为概念;柔性屏(折叠屏);OLED;小米概念;智能座舱;智能穿戴;沪股通;融资融券,17
920627,9,920627.BJ,人形机器人;人民币贬值受益;锂电池概念;融资融券;新型烟草(电子烟);储能;固态电池;两轮车;消费电子概念,151
300655,12,300655.SZ,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;无人驾驶;宁德时代概念;比亚迪概念;锂电池概念;融资融券;深股通,33
300244,27,300244.SZ,DRG/DIP;AIGC概念;多模态AI;AI应用;ChatGPT概念;AI智能体;智能医疗;数据要素;阿里巴巴概念;人工智能;DeepSeek概念;职业教育;CRO概念;阿尔茨海默概念;基因测序;细胞免疫治疗;辅助生殖;养老概念;猴痘概念;华为概念;医疗器械概念;三胎概念;肝炎概念;共同富裕示范区;冷链物流;深股通;融资融券,33
002785,8,002785.SZ,盐湖提锂;锂电池概念;俄乌冲突概念;福建自贸区;中俄贸易概念;一带一路;海峡两岸;深股通,33
688631,15,688631.SH,军工信息化;数据要素;车联网(车路协同);商业航天;智慧城市;DeepSeek概念;低空经济;军工;华为概念;同花顺新质50;PM2.5;央企国企改革;国企改革;沪股通;融资融券,17
688580,9,688580.SH,脑机接口;医美概念;智能医疗;医疗器械概念;养老概念;专精特新;机器人概念;三胎概念;融资融券,17
300472,14,300472.SZ,冰雪产业;体育产业;ST板块;智慧城市;硅能源;区块链;算力租赁;东数西算(算力);工业互联网;5G;数据中心;机器人概念;光伏概念;AI眼镜,33
688291,5,688291.SH,3D打印;机器视觉;专精特新;工业互联网;融资融券,17
300423,21,300423.SZ,可控核聚变;商业航天;光热发电;水利;氢能源;虚拟电厂;风电;智能电网;智慧灯杆;冷链物流;光伏概念;燃料电池;专精特新;储能;智慧城市;安防;智慧政务;锂电池概念;智能家居;数据中心;股权转让(并购重组),33
300767,7,300767.SZ,核电;西部大开发;雄安新区;装配式建筑;深股通;股权转让(并购重组);融资融券,33
688685,17,688685.SH,航空发动机;军民融合;无人机;军工;传感器;算力租赁;东数西算(算力);高端装备;商业航天;专精特新;人工智能;独角兽概念;DeepSeek概念;共封装光学(CPO);智能医疗;沪股通;融资融券,17
002627,6,002627.SZ,旅游概念;特色小镇;统一大市场;国企改革;NFT概念;养老概念,33
002886,31,002886.SZ,PEEK材料;人形机器人;3D打印;小米汽车;无人机;特斯拉概念;新型烟草(电子烟);碳纤维;低空经济;机器人概念;华为汽车;新能源汽车;毫米波雷达;小米概念;富士康概念;专精特新;军工;芯片概念;商业航天;光伏概念;石墨烯;5G;6G概念;华为概念;PCB概念;粤港澳大湾区;核电;特高压;合成生物;2025年报预增;深股通,33
920670,11,920670.BJ,AI应用;数字孪生;AIGC概念;融资融券;专精特新;人工智能;3D打印;智能医疗;虚拟现实;AI智能体;数字经济,151
688157,25,688157.SH,MR(混合现实);华为手机;小米汽车;柔性屏(折叠屏);苹果概念;小米概念;AI眼镜;PCB概念;飞行汽车(eVTOL);比亚迪概念;消费电子概念;低空经济;机器人概念;智能穿戴;华为概念;特斯拉概念;无人驾驶;华为汽车;新能源汽车;AI手机;专精特新;固态电池;光刻胶;沪股通;融资融券,17
600010,14,600010.SH,稀土永磁;特钢概念;国企改革;雅下水电概念;西部大开发;风电;一带一路;证金持股;氟化工概念;回购增持再贷款概念;工业互联网;数据中心;沪股通;融资融券,17
300885,15,300885.SZ,减速器;商业航天;人形机器人;卫星导航;低空经济;机器人概念;新能源汽车;消费电子概念;海峡两岸;专精特新;充电桩;人民币贬值受益;一带一路;深股通;融资融券,33
301330,30,301330.SZ,脑机接口;多模态AI;AIGC概念;鸿蒙概念;空间计算;信创;AI智能体;数据安全;电子身份证;人脸识别;车联网(车路协同);智能医疗;人工智能;无人零售;机器视觉;安防;DeepSeek概念;数字经济;华为概念;物联网;机器人概念;芯片概念;辅助生殖;养老概念;粤港澳大湾区;人民币贬值受益;跨境电商;充电桩;深股通;融资融券,33
688027,10,688027.SH,量子科技;商业航天;军工;芯片概念;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17
603105,11,603105.SH,虚拟电厂;光伏建筑一体化;光伏概念;绿色电力;储能;充电桩;回购增持再贷款概念;共同富裕示范区;长三角一体化;沪股通;融资融券,17
301538,10,301538.SZ,人形机器人;比亚迪概念;新能源汽车;机器人概念;专精特新;储能;医疗器械概念;一带一路;深股通;融资融券,33
600855,20,600855.SH,商业航天;军工信息化;军民融合;军工;无人机;低空经济;ETC;车联网(车路协同);安防;央企国企改革;智慧城市;信创;物联网;人工智能;数据中心;医疗器械概念;国企改革;储能;融资融券;沪股通,17
600330,29,600330.SH,第三代半导体;商业航天;PCB概念;先进封装;无线充电;军工;5G;毫米波雷达;芯片概念;OLED;量子科技;锂电池概念;高端装备;AI眼镜;光伏概念;数据中心;新能源汽车;汽车电子;储能;智能穿戴;充电桩;固废处理;长三角一体化;创投;智能物流;乡村振兴;融资融券;卫星导航;沪股通,17
603637,4,603637.SH,碳中和;天然气;氢能源;国企改革,17
601068,10,601068.SH,中字头股票;盐湖提锂;稀土永磁;国企改革;央企国企改革;PPP概念;一带一路;高端装备;沪股通;融资融券,17
603319,20,603319.SH,减速器;汽车热管理;人形机器人;PEEK材料;长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;机器人概念;汽车电子;期货概念;智能物流;飞行汽车(eVTOL);腾讯概念;蚂蚁集团概念;无人驾驶;一带一路;低空经济;沪股通;融资融券,17
002757,25,002757.SZ,AIGC概念;AI智能体;云计算;网络安全;抖音概念(字节概念);阿里巴巴概念;腾讯概念;算力租赁;人工智能;数字经济;数字孪生;东数西算(算力);华为概念;工业互联网;新型工业化;机器人概念;数据中心;智能家居;粤港澳大湾区;专精特新;工业母机;海峡两岸;中俄贸易概念;AI应用;深股通,33
600615,10,600615.SH,智能家居;农机;机器人概念;西部大开发;长安汽车概念;光伏概念;比亚迪概念;新能源汽车;华为汽车;股权转让(并购重组),17
300786,22,300786.SZ,光刻胶;光刻机;OLED;净水概念;先进封装;医疗废物处理;污水处理;芯片概念;商业航天;专精特新;海工装备;中俄贸易概念;HJT电池;光伏概念;空气能热泵;煤化工概念;冷链物流;回购增持再贷款概念;家用电器;新疆振兴;医疗器械概念;股权转让(并购重组),33
002466,12,002466.SZ,盐湖提锂;动力电池回收;固态电池;锂电池概念;化肥;同花顺漂亮100;深股通;融资融券;特斯拉概念;新能源汽车;西部大开发;证金持股,33
603132,6,603132.SH,金属锌;金属铅;小金属概念;西部大开发;专精特新;沪股通,17
301026,4,301026.SZ,小金属概念;黄金概念;金属回收;融资融券,33
600884,25,600884.SH,钠离子电池;动力电池回收;石墨电极;固态电池;氟化工概念;锂电池概念;宁德时代概念;超级电容;金属镍;石墨烯;小金属概念;储能;比亚迪概念;光伏概念;OLED;新能源汽车;消费电子概念;MiniLED;苹果概念;共同富裕示范区;创投;参股银行;虚拟现实;沪股通;融资融券,17
002540,8,002540.SZ,大飞机;军工;3D打印;新能源汽车;汽车热管理;比亚迪概念;深股通;商业航天,33
300123,16,300123.SZ,太赫兹;军工信息化;军民融合;商业航天;卫星导航;军工;6G概念;海工装备;量子科技;高端装备;5G;芯片概念;横琴新区;第三代半导体;深股通;融资融券,33
600759,8,600759.SH,海南自贸区;土地流转;俄乌冲突概念;天然气;一带一路;人民币贬值受益;融资融券;沪股通,17
002025,22,002025.SZ,商业航天;卫星导航;大飞机;军工;低空经济;央企国企改革;同花顺新质50;核电;机器视觉;智能物流;华为概念;国企改革;西部大开发;5G;比亚迪概念;小米概念;新能源汽车;数据中心;液冷服务器;共封装光学(CPO);深股通;融资融券,33
600288,24,600288.SH,量子科技;华为手机;无人机;机器人概念;机器视觉;华为概念;专精特新;6G概念;芯片概念;人工智能;太赫兹;数据要素;元宇宙;腾讯概念;京津冀一体化;智能医疗;AIGC概念;虚拟数字人;眼科医疗;宁德时代概念;Sora概念(文生视频);期货概念;融资融券;沪股通,17
300170,37,300170.SZ,智谱AI;AIGC概念;华为昇腾;ERP概念;财税数字化;AI智能体;虚拟数字人;云计算;抖音概念(字节概念);信创;数据安全;鸿蒙概念;百度概念;阿里巴巴概念;数据要素;网络安全;中国AI 50;腾讯概念;区块链;人工智能;DeepSeek概念;智能医疗;数字经济;车联网(车路协同);华为概念;互联网金融;低空经济;数据中心;工业互联网;C2M概念;小米概念;智能物流;海峡两岸;长三角一体化;AI应用;深股通;融资融券,33
688314,8,688314.SH,牙科医疗;医美概念;医疗器械概念;3D打印;专精特新;PEEK材料;西部大开发;融资融券,17
920239,12,920239.BJ,智能穿戴;专精特新;锂电池概念;融资融券;回购增持再贷款概念;人形机器人;钠离子电池;无人机;固态电池;西部大开发;国企改革;储能,151
300972,9,300972.SZ,乳业;农业种植;土地流转;乡村振兴;海峡两岸;IP经济(谷子经济);股权转让(并购重组);深股通;融资融券,33
688679,7,688679.SH,净水概念;土壤修复;碳中和;固废处理;绿色电力;污水处理;融资融券,17
002284,13,002284.SZ,长安汽车概念;汽车电子;华为汽车;无人驾驶;毫米波雷达;比亚迪概念;新能源汽车;智能物流;车联网(车路协同);深股通;2025三季报预增;2025年报预增;融资融券,33
920184,15,920184.BJ,人工智能;AI智能体;鸿蒙概念;融资融券;卫星导航;时空大数据;数字乡村;数据要素;空间计算;互联网保险;互联网金融;数据确权;数字经济;乡村振兴;DeepSeek概念,151
600707,6,600707.SH,国企改革;西部大开发;人民币贬值受益;OLED;融资融券;沪股通,17
