market_code,股票代码,code,所属概念,所属概念数量
17,600449.SH,600449,国资云;水泥概念;算力租赁;统一大市场;参股银行;人工智能;智能物流;国企改革;西部大开发;东数西算(算力);央企国企改革;数据中心(AIDC);融资融券;沪股通,14
17,688658.SH,688658,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;生物疫苗;医药电商;智能医疗;人工智能;华为概念;融资融券;沪股通,11
33,000158.SZ,000158,华为盘古;智谱AI;智慧政务;ERP概念;华为鲲鹏;云计算;华为昇腾;数据安全;信创;网络安全;数据确权;鸿蒙概念;AI应用;区块链;百度概念;抖音概念(字节概念);国资云;腾讯概念;阿里巴巴概念;互联网金融;算力租赁;DeepSeek概念;智慧城市;车联网(车路协同);数字经济;人工智能;东数西算(算力);华为概念;工业互联网;京津冀一体化;数据中心(AIDC);充电桩;参股银行;国企改革;物业管理;冷链物流;绿色电力;深股通;融资融券,39
17,603183.SH,603183,装配式建筑;建筑节能;新型城镇化;房屋检测;职业教育;碳中和;智慧城市;机器人概念;数据中心(AIDC),9
33,002106.SZ,002106,电子纸;柔性屏(折叠屏);汽车电子;消费电子概念;小米概念;华为概念;先进封装;新能源汽车;石墨烯;海峡两岸;粤港澳大湾区;人民币贬值受益;绿色电力;深股通;融资融券;玻璃基板,16
17,603666.SH,603666,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通,19
17,603285.SH,603285,锂电池概念;沪股通;融资融券,3
33,300730.SZ,300730,云办公;电子身份证;东数西算(算力);网络安全;数据安全;华为鲲鹏;数据中心(AIDC);智慧政务;家庭医生;信创;财税数字化;DRG/DIP;智慧城市;芯片概念;物联网;百度概念;华为概念;数据要素;数字乡村;区块链;数字孪生;AI应用;人工智能;智能医疗;数字经济;食品安全;机器视觉;互联网金融;军工;工业互联网,30
17,688231.SH,688231,3D打印;航空发动机;军工;军民融合;高铁;2026中报预增;沪股通;融资融券,8
33,300464.SZ,300464,无线耳机;消费电子概念;家用电器;人民币贬值受益;露营经济;跨境电商,6
33,002887.SZ,002887,足球概念;露营经济;土壤修复;体育产业;PPP概念;新型城镇化;IP经济(谷子经济);污水处理;冰雪产业;乡村振兴;碳中和;水利;京津冀一体化;旅游概念;雄安新区;碳交易,16
33,300520.SZ,300520,量子科技;华为昇腾;网络安全;MLOps概念;东数西算(算力);信创;5G;华为鲲鹏;数据中心(AIDC);智慧政务;车联网(车路协同);华为概念;AI智能体;军工信息化;AI应用;数据要素;ChatGPT概念;ETC;商业航天;数字乡村;无人驾驶;智慧城市;AIGC概念;人工智能;区块链;低空经济;DeepSeek概念;军工;数字孪生;比亚迪概念;机器人概念;数字经济;虚拟电厂;在线教育;储能;汽车热管理;新能源汽车;智能物流;智能医疗;水利;宁德时代概念;锂电池概念;养老概念;深股通;融资融券,45
151,920075.BJ,920075,AI应用;AIGC概念;融资融券;人工智能;文化传媒概念;多模态AI;IP经济(谷子经济),7
33,002558.SZ,002558,电子竞技;云游戏;手机游戏;网络游戏;AIGC概念;虚拟数字人;旅游概念;AI应用;元宇宙;参股保险;ChatGPT概念;互联网金融;DeepSeek概念;人工智能;创投;AI智能体;鸿蒙概念;语音技术;阿里巴巴概念;腾讯概念;百度概念;虚拟现实;西部大开发;华为概念;2026一季报预增;深股通;多模态AI;AI视频;2026中报预增;融资融券,30
17,688051.SH,688051,算力租赁;PM2.5;数据确权;数据安全;东数西算(算力);区块链;智慧政务;数据中心(AIDC);数据要素;AI智能体;华为鲲鹏;智慧城市;DeepSeek概念;碳中和;人工智能;虚拟数字人;量子科技;物联网;华为概念;商业航天;碳交易;传感器;股权转让(并购重组);融资融券,24
33,002970.SZ,002970,汽车电子;智能座舱;数据中心(AIDC);EDR概念;专精特新;机器视觉;毫米波雷达;比亚迪概念;无人驾驶;新能源汽车;星闪概念;卫星导航;人脸识别;车联网(车路协同);云计算;物联网;粤港澳大湾区;多模态AI;人工智能;鸿蒙概念;垃圾分类;智能物流;一带一路;深股通,24
151,920198.BJ,920198,工业互联网;专精特新;数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;股权转让(并购重组);融资融券;数据要素;国企改革;安防;创投;人工智能,15
17,603660.SH,603660,云办公;时空大数据;信创;多模态AI;智能穿戴;智慧政务;车联网(车路协同);量子科技;ChatGPT概念;人脸识别;物联网;虚拟现实;商业航天;AIGC概念;安防;智慧城市;AI智能体;华为概念;机器视觉;无人机;AI应用;人工智能;数字孪生;在线教育;沪股通;融资融券,26
33,300603.SZ,300603,算力租赁;云计算;网络安全;东数西算(算力);智慧政务;信创;数据确权;时空大数据;阿里巴巴概念;腾讯概念;百度概念;抖音概念(字节概念);数据中心(AIDC);ETC;区块链;智慧城市;数字乡村;AI应用;物联网;车联网(车路协同);安防;华为概念;DeepSeek概念;数字经济;独角兽概念;互联网金融;液冷服务器;5G;文化传媒概念;水利;一带一路;新疆振兴;网红经济;西部大开发;深股通,35
17,688244.SH,688244,财税数字化;华为鲲鹏;AI应用;数据要素;信创;智谱AI;数据安全;云计算;网络安全;职业教育;人工智能;DeepSeek概念;抖音概念(字节概念);军工信息化;华为概念;军工;专精特新;商业航天;融资融券,19
33,300148.SZ,300148,职业教育;AI应用;虚拟数字人;区块链;文化传媒概念;网络游戏;人工智能;手机游戏;IP经济(谷子经济);创投;云游戏;虚拟现实,12
33,000612.SZ,000612,股权转让(并购重组);稀土永磁;2026一季报预增;煤炭概念;深股通;2026中报预增;融资融券,7
17,603159.SH,603159,特斯拉概念;汽车电子,2
151,920510.BJ,920510,新型工业化;芯片概念;机器人概念;融资融券;专精特新;人形机器人;减速器;新能源汽车,8
33,300535.SZ,300535,有机硅概念;染料;一带一路;西部大开发;专精特新;新型工业化;高端装备;充电桩;光刻胶,9
151,920171.BJ,920171,数据中心(AIDC);AI应用;雄安新区;百度概念;华为概念;光纤概念;数据要素;数字乡村;养老概念;融资融券;智慧政务;移动支付;网络安全;智慧城市;互联网保险;信创;互联网金融;乡村振兴;DeepSeek概念;京津冀一体化,20
33,301538.SZ,301538,液冷服务器;专精特新;比亚迪概念;人形机器人;新能源汽车;机器人概念;粤港澳大湾区;储能;医疗器械概念;一带一路;深股通;融资融券,12
17,688576.SH,688576,医疗器械概念;专精特新;西部大开发;融资融券,4
33,300352.SZ,300352,财税数字化;华为盘古;云办公;ST板块;智谱AI;华为鲲鹏;智慧政务;国产操作系统;语音技术;数字货币;数字水印;互联网金融;ChatGPT概念;脑机接口;鸿蒙概念;数据安全;区块链;百度概念;云计算;信创;网络安全;智慧城市;DeepSeek概念;安防;人工智能;工业互联网;物联网;军工信息化;量子科技;低空经济;智能家居;华为概念;军民融合;军工;商业航天;芯片概念,36
17,600693.SH,600693,免税店;统一大市场;IP经济(谷子经济);物业管理;旅游概念;冷链物流;跨境电商;福建自贸区;数字经济;阿里巴巴概念;海峡两岸;沪股通;融资融券,13
33,002585.SZ,002585,PET铜箔;OLED;柔性屏(折叠屏);消费电子概念;小米概念;光伏概念;华为概念;锂电池概念;新能源汽车;可降解塑料;区块链;建筑节能;绿色电力;参股银行;MLCC概念;融资融券;深股通,17
151,920193.BJ,920193,专精特新;新能源汽车;光刻胶;光伏概念;家用电器;2026中报预增;PCB概念;芯片概念;新股与次新股;融资融券;锂电池概念,11
33,301105.SZ,301105,中俄贸易概念;粤港澳大湾区;新能源汽车;融资融券,4
33,300762.SZ,300762,卫星导航;商业航天;军工信息化;军民融合;芯片概念;军工;无人机;专精特新;5G;机器人概念;智慧城市;人工智能;深股通;融资融券,14
33,002638.SZ,002638,储能;智慧灯杆;人民币贬值受益;5G;华为概念;智慧城市;车联网(车路协同);深股通,8
17,600366.SH,600366,稀土永磁;低空经济;人形机器人;机器人概念;比亚迪概念;新能源汽车;特斯拉概念;苹果概念;共同富裕示范区;消费电子概念;无线耳机;创投;小金属概念;超导概念;沪股通;融资融券;2026中报预增,17
33,300765.SZ,300765,减肥药;创新药;生物疫苗;维生素;融资融券;深股通,6
33,300643.SZ,300643,车联网(车路协同);长安汽车概念;华为汽车;专精特新;传感器;人民币贬值受益;特斯拉概念;汽车电子;芯片概念;深股通,10
17,688060.SH,688060,信创;网络安全;车联网(车路协同);物联网;工业互联网;专精特新;新型工业化;充电桩;智能电网;虚拟电厂;芯片概念;融资融券,12
33,300410.SZ,300410,PCB概念;苹果概念;先进封装;消费电子概念;OLED;5G;芯片概念;宁德时代概念;BC电池;比亚迪概念;光伏概念;锂电池概念;华为概念;新能源汽车;专精特新;储能;粤港澳大湾区;高端装备;机器人概念;工业互联网;食品安全;国企改革,22
33,300328.SZ,300328,柔性屏(折叠屏);人形机器人;小米概念;特斯拉概念;AI眼镜;智能穿戴;一体化压铸;智能座舱;消费电子概念;毫米波雷达;新能源汽车;比亚迪概念;商业航天;5G;华为概念;宁德时代概念;人工智能;医疗器械概念;有机硅概念;国企改革;深股通;融资融券,22
33,301580.SZ,301580,牙科医疗;3D打印;专精特新;医疗器械概念;人民币贬值受益;智能医疗;阿里巴巴概念;深股通;融资融券,9
17,688002.SH,688002,汽车芯片;芯片概念;消费电子概念;汽车电子;毫米波雷达;商业航天;卫星导航;传感器;军工;无人机;比亚迪概念;无人驾驶;低空经济;机器人概念;2026中报预增;沪股通;融资融券,17
33,301091.SZ,301091,数据确权;AI应用;数据要素;智慧政务;多模态AI;百度概念;DeepSeek概念;信创;数字孪生;智慧城市;腾讯概念;国资云;房屋检测;车联网(车路协同);时空大数据;智慧灯杆;雄安新区;新型城镇化;智能物流;建筑节能;地下管网;水利;低空经济;PPP概念;高铁;同花顺新质50;深圳国企改革;无人驾驶;华为概念;无人机;国企改革;粤港澳大湾区;充电桩;虚拟电厂;深股通;融资融券,36
33,300056.SZ,300056,垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),16
33,300416.SZ,300416,商业航天;军工;低空经济;核电;高端装备;特斯拉概念;海工装备;传感器;华为海思概念股;专精特新;PCB概念;汽车电子;消费电子概念;宁德时代概念;比亚迪概念;芯片概念;先进封装;华为概念;网络安全;储能;中芯国际概念;深股通;融资融券,23
33,300265.SZ,300265,柔性直流输电;特高压;光纤概念;智能电网;成飞概念;风电;海工装备;光伏概念;5G;军工;商业航天;军民融合;大飞机;机器人概念;深股通;融资融券,16
17,688096.SH,688096,云计算;东数西算(算力);人工智能;算力租赁;超导概念;DeepSeek概念;污水处理;融资融券,8
33,300286.SZ,300286,电力物联网;传感器;智能电网;数据中心(AIDC);虚拟电厂;充电桩;储能;华为概念;安防;专精特新;人工智能;深股通,12
33,300264.SZ,300264,云游戏;MR(混合现实);Web3.0;专精特新;国产操作系统;文化传媒概念;虚拟现实;元宇宙;在线教育;虚拟数字人;AIGC概念;华为概念;空间计算;人工智能;百度概念;股权转让(并购重组),16
33,300449.SZ,300449,数字水印;东数西算(算力);知识产权保护;网络安全;智慧城市;人脸识别;安防;华为概念;车联网(车路协同);AI智能体;垃圾分类;人工智能;军工;股权转让(并购重组),14
33,300521.SZ,300521,3D打印;柔性屏(折叠屏),2
17,688004.SH,688004,网络安全;数据安全;信创;华为鲲鹏;华为概念;数字孪生;数据要素;人工智能;多模态AI;AIGC概念;在线教育;文化传媒概念;AI应用;融资融券,14
33,300545.SZ,300545,柔性屏(折叠屏);MR(混合现实);新型工业化;苹果概念;消费电子概念;MiniLED;虚拟现实;5G;智能穿戴;富士康概念;汽车电子;MicroLED概念;OLED;专精特新;芯片概念;华为手机;AI眼镜;智能座舱;先进封装;华为概念;机器人概念;华为汽车;光伏概念;钙钛矿电池;锂电池概念;固态电池;钠离子电池;高端装备;玻璃基板;深股通,30
17,603893.SH,603893,智能音箱;电力物联网;智能穿戴;小米概念;智能座舱;虚拟现实;AI眼镜;物联网;中国AI 50;百度概念;腾讯概念;华为概念;MCU芯片;智能家居;机器视觉;人工智能;消费电子概念;汽车芯片;比亚迪概念;机器人概念;人形机器人;海峡两岸;芯片概念;福建自贸区;国家大基金持股;2026一季报预增;2026中报预增;融资融券;沪股通,29
17,688595.SH,688595,AI PC;汽车芯片;MCU芯片;AI眼镜;星闪概念;消费电子概念;芯片概念;传感器;小米概念;物联网;华为概念;专精特新;无人机;机器人概念;鸿蒙概念;锂电池概念;沪股通;融资融券,18
17,603110.SH,603110,算力租赁;东数西算(算力);PCB概念;数据中心(AIDC);AIGC概念;DeepSeek概念;石墨烯;2026中报预增,8
17,600095.SH,600095,参股券商;参股银行;互联网金融;黑龙江自贸区;创投;2026中报预增;股权转让(并购重组);融资融券;沪股通,9
33,300006.SZ,300006,创新药;细胞免疫治疗;眼科医疗;仿制药一致性评价;幽门螺杆菌概念;医药电商;辅助生殖;肝炎概念;医疗器械概念;西部大开发;知识产权保护;国企改革;深股通;融资融券,14
17,688058.SH,688058,华为欧拉;华为鲲鹏;数据安全;信创;鸿蒙概念;数据要素;AI应用;AIGC概念;AI智能体;人脸识别;ChatGPT概念;云计算;智慧城市;华为昇腾;互联网金融;阿里巴巴概念;人工智能;DeepSeek概念;跨境支付(CIPS);算力租赁;华为概念;机器视觉;专精特新;5G;融资融券,25
17,688309.SH,688309,专精特新;高端装备;人民币贬值受益;碳中和;固废处理;2026中报预增;融资融券,7
33,300942.SZ,300942,宠物经济;食品安全;医疗器械概念;流感;粤港澳大湾区;专精特新;融资融券,7
17,600851.SH,600851,生物疫苗;细胞免疫治疗;创新药;仿制药一致性评价;维生素;物业管理;参股券商;证金持股;互联网金融;融资融券;沪股通,11
33,301446.SZ,301446,农机;数据中心(AIDC);风电;融资融券,4
33,001378.SZ,001378,参股银行;粤港澳大湾区;锂电池概念;消费电子概念;2026中报预增;融资融券,6
33,300559.SZ,300559,阿里巴巴概念;职业教育;在线教育;腾讯概念;信创;虚拟数字人;AI智能体;DeepSeek概念;华为概念;多模态AI;人工智能;AI应用;体育产业;西部大开发;深股通,15
33,002015.SZ,002015,华为数字能源;抽水蓄能;英伟达概念;虚拟电厂;数据中心(AIDC);智能电网;东数西算(算力);算力租赁;生物质能发电;高压快充;风电;绿色电力;充电桩;碳交易;光伏概念;储能;换电概念;华为概念;百度概念;碳中和;蚂蚁集团概念;区块链;水利;宁德时代概念;新能源汽车;数字经济;锂电池概念;动力电池回收;云计算;融资融券;深股通,31
33,002803.SZ,002803,抖音概念(字节概念);华为盘古;云计算;数据要素;ChatGPT概念;AIGC概念;AI应用;人工智能;华为概念;海峡两岸;福建自贸区;跨境电商;一带一路;专精特新;人民币贬值受益;宠物经济;新型烟草(电子烟);白酒概念;多模态AI;融资融券;深股通,21
33,002657.SZ,002657,Web3.0;虚拟数字人;化债概念(AMC概念);数字货币;数据确权;财税数字化;在线教育;ChatGPT概念;AIGC概念;互联网金融;智慧政务;区块链;华为鲲鹏;鸿蒙概念;移动支付;AI应用;智谱AI;短剧游戏;信创;元宇宙;多模态AI;AI智能体;数字经济;DeepSeek概念;百度概念;智慧城市;人工智能;期货概念;腾讯概念;京津冀一体化;阿里巴巴概念;语音技术;算力租赁;工业互联网;华为概念;东数西算(算力);数据中心(AIDC);智能座舱;深股通;融资融券,40
33,002559.SZ,002559,OLED;芯片概念;光刻胶;工业母机;存储芯片;比亚迪概念;机器视觉;新能源汽车;光伏概念;华为概念;新型工业化;军工;机器人概念;高端装备;信创;工业互联网;军民融合;智能物流;国企改革;深股通,20
17,688518.SH,688518,MicroLED概念;共封装光学(CPO);先进封装;芯片概念;光纤概念;消费电子概念;3D打印;钙钛矿电池;工业母机;光伏概念;新型工业化;新能源汽车;华为概念;机器人概念;宁德时代概念;储能;固态电池;燃料电池;锂电池概念;氢能源;玻璃基板;沪股通;融资融券,23
33,002400.SZ,002400,快手概念;小红书概念;短剧游戏;AIGC概念;抖音概念(字节概念);百度概念;文化传媒概念;AI应用;云计算;腾讯概念;数据要素;阿里巴巴概念;区块链;元宇宙;职业教育;DeepSeek概念;IP经济(谷子经济);人工智能;国资云;体育产业;跨境电商;横琴新区;创投;数据中心(AIDC);长安汽车概念;粤港澳大湾区;国企改革;深股通;融资融券;数字经济;AI智能体;虚拟数字人,32
33,301203.SZ,301203,锂电池概念;固态电池;固废处理;污水处理;碳中和;融资融券,6
17,688315.SH,688315,基因测序;AI应用;医疗器械概念;量子科技;智能医疗;沪股通;融资融券,7
33,000779.SZ,000779,新型城镇化;房屋检测;乡村振兴;污水处理;新疆振兴;土壤修复;建筑节能;水利;数字经济;数据要素;国企改革;AI应用;西部大开发;DeepSeek概念;国资云;人工智能;一带一路;数字孪生;低空经济;抽水蓄能;数据中心(AIDC);光伏概念,22
17,601698.SH,601698,商业航天;军工;低空经济;6G概念;同花顺新质50;央企国企改革;一带一路;国企改革;中字头股票;同花顺中特估100;沪股通;融资融券,12
33,300451.SZ,300451,家庭医生;DRG/DIP;养老概念;AI应用;AIGC概念;区块链;数据要素;鸿蒙概念;AI智能体;智能医疗;DeepSeek概念;人工智能;华为鲲鹏;蚂蚁集团概念;阿里巴巴概念;信创;云计算;医疗器械概念;物联网;华为昇腾;医药电商;华为概念;深股通;股权转让(并购重组);融资融券,25
33,000607.SZ,000607,NFT概念;文化传媒概念;职业教育;知识产权保护;短剧游戏;虚拟数字人;在线教育;三胎概念;共同富裕示范区;AI应用;数字经济;数据确权;托育服务;快手概念;创投;蚂蚁集团概念;国企改革;百度概念;阿里巴巴概念;长三角一体化;低空经济;融资融券,22
33,002738.SZ,002738,小金属概念;金属铜;金属回收;稀土永磁;动力电池回收;2026一季报预增;锂电池概念;一带一路;特斯拉概念;2026中报预增;融资融券;深股通,12
33,301428.SZ,301428,云计算;数据安全;网络安全;快手概念;抖音概念(字节概念);多模态AI;腾讯概念;华为概念;数据确权;ETC;AI智能体;物联网;数据要素;车联网(车路协同);鸿蒙概念;移动支付;智慧城市;AIGC概念;数字货币;无人驾驶;AI应用;新能源汽车;DeepSeek概念;人工智能;数字经济;互联网金融;网约车;乡村振兴;西部大开发;新疆振兴;宠物经济;机器人概念;融资融券,33
33,300494.SZ,300494,电子竞技;AI视频;AIGC概念;虚拟数字人;元宇宙;云游戏;手机游戏;AI应用;短剧游戏;网络游戏;多模态AI;AI智能体;文化传媒概念;DeepSeek概念;IP经济(谷子经济);独角兽概念;快手概念;人工智能;抖音概念(字节概念);云计算;腾讯概念;虚拟现实;创投;华为概念;东数西算(算力);智能座舱;深股通,27
33,000920.SZ,000920,盐湖提锂;芯片概念;液冷服务器;央企国企改革;净水概念;西部大开发;污水处理;参股银行;国企改革;参股券商;深股通,11
17,600770.SH,600770,数据安全;汽车芯片;芯片概念;语音技术;创投;手机游戏;人工智能;网络游戏;绿色电力;碳纤维;跨境电商;融资融券;2026中报预增;消费电子概念;汽车电子;第三代半导体;股权转让(并购重组);沪股通,18
17,688667.SH,688667,汽车电子;专精特新;新能源汽车;车联网(车路协同);长安汽车概念;沪股通;融资融券,7
33,300098.SZ,300098,数据安全;鸿蒙概念;AI智能体;人脸识别;安防;AI应用;百度概念;车联网(车路协同);腾讯概念;智慧城市;物联网;人工智能;虚拟现实;DeepSeek概念;华为概念;机器人概念;东数西算(算力);智能电网;长安汽车概念;智慧灯杆;比亚迪概念;无人驾驶;数据中心(AIDC);卫星导航;高铁;商业航天;5G;汽车电子;PPP概念;汽车芯片;深股通;融资融券,32
33,000952.SZ,000952,维生素;肝炎概念;流感;合成生物;仿制药一致性评价;国企改革,6
33,301279.SZ,301279,减速器;人形机器人;共同富裕示范区;绿色电力;融资融券,5
17,688295.SH,688295,碳纤维;风电;大飞机;氢能源;商业航天;低空经济;国企改革;飞行汽车(eVTOL);专精特新;机器人概念;体育产业;沪股通;中字头股票;融资融券,14
17,603229.SH,603229,CRO概念;创新药;肝炎概念;人民币贬值受益;融资融券;沪股通,6
17,603166.SH,603166,减速器;人形机器人;农机;机器人概念;专精特新;新能源汽车;AI应用;比亚迪概念;西部大开发;融资融券;沪股通,11
33,002702.SZ,002702,网红经济;预制菜;人造肉;福建自贸区;海峡两岸,5
17,600222.SH,600222,CRO概念;流感;三胎概念;医药电商;养老概念;创新药;农业种植;参股银行;乡村振兴;国企改革;融资融券;股权转让(并购重组),12
33,301488.SZ,301488,人形机器人;长安汽车概念;华为汽车;机器视觉;百度概念;机器人概念;人工智能;无人驾驶;智能座舱;低空经济;新能源汽车;比亚迪概念;传感器;毫米波雷达;华为概念;专精特新;粤港澳大湾区;英伟达概念;充电桩;汽车电子;汽车芯片;深股通;融资融券,23
17,688080.SH,688080,AI智能体;AI应用;电力物联网;物联网;机器视觉;车联网(车路协同);人工智能;工业互联网;DeepSeek概念;机器人概念;专精特新;智能电网;无人驾驶;跨境电商;5G;储能;无人零售;融资融券,18
151,920060.BJ,920060,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,13
33,002342.SZ,002342,海工装备;高端装备;军工;商业航天;水利;京津冀一体化;雄安新区;一带一路;核电;风电;光伏概念;抽水蓄能;白酒概念;足球概念;体育产业;深股通;融资融券,17
17,605398.SH,605398,MLOps概念;华为鲲鹏;AIGC概念;信创;短剧游戏;数据要素;百度概念;蚂蚁集团概念;腾讯概念;数字经济;阿里巴巴概念;互联网金融;人工智能;华为概念;长三角一体化;数据中心(AIDC);机器人概念;沪股通,18
33,002745.SZ,002745,MicroLED概念;MiniLED;PCB概念;光伏概念;小米概念;储能;粤港澳大湾区;智能家居;机器人概念;人民币贬值受益;人工智能;DeepSeek概念;深股通;2026中报预增;融资融券,15
33,300465.SZ,300465,Web3.0;ChatGPT概念;信创;AI智能体;移动支付;数据要素;跨境支付(CIPS);数字货币;数据安全;区块链;人工智能;DeepSeek概念;蚂蚁集团概念;文化传媒概念;腾讯概念;抖音概念(字节概念);物联网;华为概念;化债概念(AMC概念);比亚迪概念;东数西算(算力);数据中心(AIDC);芯片概念;量子科技;深股通,25
17,600737.SH,600737,农业种植;新疆振兴;乡村振兴;国企改革;央企国企改革;西部大开发;沪股通;融资融券;中字头股票,9
151,920375.BJ,920375,数据中心(AIDC);东数西算(算力);阿里巴巴概念;高压快充;碳交易;百度概念;粤港澳大湾区;腾讯概念;电力物联网;虚拟电厂;融资融券;碳中和;物联网;充电桩;华为鲲鹏;智能电网;抖音概念(字节概念);专精特新;华为概念;核电;DeepSeek概念;建筑节能;数据要素;储能;人工智能,25
33,301503.SZ,301503,中俄贸易概念;人工智能;人民币贬值受益;粤港澳大湾区;电子竞技;智能物流;一带一路;机器人概念;数据中心(AIDC);消费电子概念;芯片概念;融资融券,12
33,002584.SZ,002584,光刻胶;氟化工概念;芯片概念;消毒剂;磷化工;光伏概念;锂电池概念;PCB概念;专精特新;核污染防治;粤港澳大湾区;食品安全;核电;创投;碳中和;煤化工概念;辅助生殖;重组蛋白;储能;深股通,20
17,600455.SH,600455,职业教育;鸿蒙概念;西部大开发;国企改革,4
33,001210.SZ,001210,建筑节能;新疆振兴;液冷服务器;数据确权;数据中心(AIDC);京津冀一体化;量子科技;储能;工业互联网,9
33,003020.SZ,003020,仿制药一致性评价;肝炎概念;创新药;医药电商;眼科医疗;医美概念;深股通,7
33,300838.SZ,300838,中俄贸易概念;高端装备;专精特新;芯片概念,4
33,301500.SZ,301500,金属锌;金属镍;黄金概念;金属铜;小金属概念;金属回收;汽车拆解概念;广东自贸区;固废处理;DeepSeek概念;粤港澳大湾区;比亚迪概念;碳中和;绿色电力;2026中报预增;深股通;融资融券,17
17,603530.SH,603530,抽水蓄能;柔性直流输电;智能电网;特高压;绿色电力;风电;核电;沪股通;融资融券,9
33,301125.SZ,301125,专精特新;人民币贬值受益;中俄贸易概念;融资融券,4
17,600403.SH,600403,煤炭概念;新疆振兴;国企改革;沪股通;融资融券,5
17,603630.SH,603630,网红经济;医美概念;创投;DeepSeek概念;2026中报预增;沪股通,6
33,301515.SZ,301515,智能医疗;专精特新;医疗器械概念;西部大开发;脑机接口;物联网;融资融券,7
33,002446.SZ,002446,太赫兹;6G概念;卫星导航;商业航天;毫米波雷达;军工信息化;5G;芯片概念;汽车电子;军工;军民融合;低空经济;物联网;华为概念;无人驾驶;车联网(车路协同);智能电网;粤港澳大湾区;深股通;融资融券,20
17,688386.SH,688386,专精特新;消费电子概念;机器人概念;宁德时代概念;低空经济;新能源汽车;智能穿戴;军工;物联网;钙钛矿电池;商业航天;小米汽车;燃料电池;可控核聚变;氢能源;沪股通;融资融券,17
17,603681.SH,603681,储能;固态电池;可降解塑料;长三角一体化;专精特新;一带一路;医疗器械概念;人民币贬值受益;跨境电商;人工智能;AI智能体;2026中报预增;融资融券,13
33,300486.SZ,300486,统一大市场;新型工业化;智能物流;数据要素;数字经济;工业互联网;DeepSeek概念;机器视觉;专精特新;数字孪生;人工智能;新能源汽车;机器人概念;物联网;比亚迪概念;宁德时代概念;深股通;股权转让(并购重组),18
33,300485.SZ,300485,流感;创新药;肝炎概念;重组蛋白;生物疫苗;辅助生殖;医疗器械概念;创投;深股通,9
151,920402.BJ,920402,融资融券;碳中和;国企改革;氢能源;光伏概念;硅能源;芯片概念,7
33,301618.SZ,301618,粤港澳大湾区;专精特新;创投;PCB概念;深股通;融资融券,6
17,688399.SH,688399,专精特新;基因测序;猴痘概念;医疗器械概念;智能医疗;肝炎概念;维生素;流感;医药电商;沪股通;融资融券,11
33,300861.SZ,300861,光伏概念;金属回收;西部大开发;2026中报预增;芯片概念;深股通;融资融券,7
17,688759.SH,688759,细胞免疫治疗;减肥药;创新药;注册制次新股;科创次新股;新股与次新股;融资融券,7
33,002865.SZ,002865,钙钛矿电池;TOPCON电池;BC电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,8
33,300235.SZ,300235,职业教育;在线教育;短剧游戏;虚拟数字人;ChatGPT概念;人工智能;DeepSeek概念;AI应用;区块链;AI智能体;华为鲲鹏;阿里巴巴概念;华为概念,13
33,300688.SZ,300688,智谱AI;Web3.0;财税数字化;ChatGPT概念;元宇宙;知识产权保护;AIGC概念;虚拟数字人;智慧政务;云计算;在线教育;AI应用;AI智能体;抖音概念(字节概念);数据要素;阿里巴巴概念;职业教育;区块链;数字经济;DeepSeek概念;人工智能;算力租赁;华为概念;独角兽概念;东数西算(算力);创投;股权转让(并购重组);深股通,28
33,300119.SZ,300119,动物疫苗;禽流感;合成生物;宠物经济;消毒剂;天津自贸区;京津冀一体化;绿色电力;AI应用;深股通,10
33,003005.SZ,003005,在线教育;职业教育;AIGC概念;AI应用;AI视频;数据要素;多模态AI;AI智能体;数字孪生;京津冀一体化;智慧城市;DeepSeek概念;人工智能;信创;百度概念;数据安全;车联网(车路协同);安防;物联网;虚拟现实;专精特新;东数西算(算力);传感器;芯片概念;深股通,25
33,000802.SZ,000802,文化传媒概念;IP经济(谷子经济);旅游概念,3
17,688709.SH,688709,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,18
33,002549.SZ,002549,氟化工概念;光刻机;俄乌冲突概念;芯片概念;氢能源;啤酒概念;专精特新;眼科医疗;碳中和;冷链物流;融资融券;深股通,12
17,688676.SH,688676,智能电网;中国AI 50;数据中心(AIDC);抽水蓄能;核电;光伏概念;储能;风电;华为概念;阿里巴巴概念;百度概念;海工装备;专精特新;工业互联网;新能源汽车;数据要素;数字孪生;高端装备;机器人概念;雅下水电概念;海南自贸区;融资融券;沪股通,23
