股票代码,code,market_code,所属概念,所属概念数量
000719.SZ,000719,33,托育服务;知识产权保护;文化传媒概念;NFT概念;职业教育;数据确权;在线教育;参股银行;虚拟数字人;AIGC概念;腾讯概念;国企改革;数字经济;数据要素;人工智能;一带一路;高股息精选;AI应用;深股通;融资融券,20
300723.SZ,300723,33,重组蛋白;减肥药;创新药;肝炎概念;猴痘概念;仿制药一致性评价;生物疫苗;流感;医药电商;智能医疗;三胎概念;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,16
605303.SH,605303,17,存储芯片;芯片概念;新型城镇化;旅游概念;雄安新区;共同富裕示范区;PPP概念;乡村振兴,8
002695.SZ,002695,33,预制菜;宠物经济;冷链物流;2025年报预增;深股通;融资融券,6
600671.SH,600671,17,眼科医疗;医疗器械概念;国企改革;摘帽,4
003032.SZ,003032,33,ST板块;机器人概念;人形机器人;职业教育;华为概念;在线教育;鸿蒙概念;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏,11
600338.SH,600338,17,金属铅;金属锌;小金属概念;金属铜;盐湖提锂;锂电池概念;2025年报预增;人民币贬值受益;西部大开发;一带一路;免税店;沪股通;融资融券,13
601555.SH,601555,17,期货概念;国企改革;沪股通;融资融券;创投,5
000895.SZ,000895,33,养鸡;高股息精选;超级品牌;猪肉;预制菜;证金持股;人造肉;统一大市场;深股通;融资融券,10
300320.SZ,300320,33,光伏建筑一体化;华为汽车;光伏概念;比亚迪概念;新能源汽车;特斯拉概念;高铁;高端装备;钙钛矿电池;大飞机;深股通;融资融券,12
600020.SH,600020,17,信托概念;参股保险;参股银行;国企改革;化债概念(AMC概念);回购增持再贷款概念;创投;充电桩;AI应用;沪股通;融资融券;文化传媒概念,12
002485.SZ,002485,33,特色小镇;旅游概念;ST板块,3
600919.SH,600919,17,高股息精选;沪股通;融资融券,3
000921.SZ,000921,33,高股息精选;家用电器;智能家居;空气能热泵;DeepSeek概念;汽车热管理;人形机器人;新能源汽车;深股通;融资融券,10
603970.SH,603970,17,供销社;农业种植;草甘膦;乡村振兴;农机;京津冀一体化;无人机,7
688410.SH,688410,17,医疗器械概念;智能医疗;专精特新;2025年报预增;西部大开发;融资融券,6
002918.SZ,002918,33,创投;智能家居;数据中心;深股通,4
002563.SZ,002563,33,高股息精选;三胎概念;网红经济;体育产业;IP经济(谷子经济);跨境电商;共同富裕示范区;足球概念;数字经济;深股通;融资融券,11
002188.SZ,002188,33,物业管理;共同富裕示范区;养老概念;长三角一体化,4
002061.SZ,002061,33,国企改革;装配式建筑;PPP概念;新型城镇化;一带一路;水利;共同富裕示范区;长三角一体化;人工智能;机器人概念;深股通;融资融券,12
603378.SH,603378,17,建筑节能;长三角一体化;AI智能体,3
603937.SH,603937,17,锂电池概念,1
603083.SH,603083,17,共封装光学(CPO);F5G概念;WiFi 6;液冷服务器;5G;华为概念;2025年报预增;物联网;人民币贬值受益;工业互联网;智能家居;一带一路;沪股通;融资融券,14
300155.SZ,300155,33,区块链;语音技术;AI应用;食品安全;人脸识别;智慧城市;DeepSeek概念;安防;物业管理;智能家居,10
300625.SZ,300625,33,跨境电商;家用电器;智能家居;智慧灯杆;智慧城市;芯片概念,6
601618.SH,601618,17,中字头股票;金属钴;金属铅;同花顺中特估100;金属镍;证金持股;央企国企改革;国企改革;PPP概念;碳中和;装配式建筑;一带一路;新型城镇化;光伏概念;沪股通;融资融券;工业互联网;高端装备,18
300838.SZ,300838,33,中俄贸易概念;专精特新;高端装备;芯片概念,4
001331.SZ,001331,33,天然气;股权转让(并购重组),2
002688.SZ,002688,33,动物疫苗;禽流感;代糖概念;合成生物;粮食概念;宠物经济;玉米;污水处理;西部大开发;人工智能;深股通,11
688068.SH,688068,17,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;人工智能;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,14
002204.SZ,002204,33,商业航天;海工装备;高端装备;核电;军工;机器人概念;风电;无人驾驶;雄安新区;国企改革;数字孪生;超超临界发电;深股通;融资融券,14
000429.SZ,000429,33,高股息精选;参股券商;国企改革;深股通;粤港澳大湾区;融资融券,6
920519.BJ,920519,151,军工;专精特新;融资融券;西部大开发,4
603429.SH,603429,22,ST板块;烟草;新型烟草(电子烟);储能,4
000729.SZ,000729,33,啤酒概念;国企改革;乡村振兴;深股通;融资融券;2026一季报预增;2025年报预增,7
601366.SH,601366,17,预制菜;统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;回购增持再贷款概念;腾讯概念;抖音概念(字节概念);华为概念,10
000538.SZ,000538,33,超级品牌;高股息精选;医药电商;创新药;证金持股;医美概念;工业大麻;参股券商;同花顺漂亮100;深股通;融资融券;西部大开发;华为概念,13
002042.SZ,002042,33,算力租赁;C2M概念;职业教育;东数西算(算力);DeepSeek概念;数据中心;工业互联网;创投;粤港澳大湾区;乡村振兴;中俄贸易概念;农业种植;绿色电力;新疆振兴;深股通;融资融券,16
002424.SZ,002424,33,ST板块;西部大开发;乡村振兴;参股银行;仿制药一致性评价;医疗器械概念;民营医院;流感;创新药;肝炎概念;智能医疗;腾讯概念,12
688147.SH,688147,17,存储芯片;中芯国际概念;先进封装;OLED;第三代半导体;BC电池;汽车芯片;芯片概念;钙钛矿电池;TOPCON电池;HJT电池;高端装备;专精特新;光伏概念;回购增持再贷款概念;沪股通;融资融券,17
001283.SZ,001283,33,钠离子电池;固态电池;动力电池回收;两轮车;锂电池概念;新型烟草(电子烟);储能;人形机器人;比亚迪概念;新能源汽车;AI PC;小米概念;粤港澳大湾区;机器人概念;消费电子概念;AI眼镜;人民币贬值受益;2025年报预增;智能穿戴;回购增持再贷款概念;数据中心;人工智能;深股通,23
603116.SH,603116,17,C2M概念;跨境电商;高股息精选,3
601139.SH,601139,17,天然气;证金持股;POE胶膜;绿色电力;沪股通;融资融券;氢能源;深圳国企改革;国企改革;华为数字能源;固态电池;燃料电池;光伏概念;DeepSeek概念;智慧城市;百度概念;数据中心,17
920266.BJ,920266,151,西部大开发;医药电商;融资融券;农业种植,4
600008.SH,600008,17,高股息精选;绿色电力;医疗废物处理;煤化工概念;PPP概念;国企改革;固废处理;地下管网;土壤修复;乡村振兴;污水处理;净水概念;垃圾分类;雄安新区;新型城镇化;京津冀一体化;沪股通;融资融券;DeepSeek概念;智慧城市;人工智能;机器人概念,22
000987.SZ,000987,33,化债概念(AMC概念);期货概念;风电;独角兽概念;绿色电力;国企改革;创投;参股券商;乡村振兴;粤港澳大湾区;2025年报预增;2026一季报预增;深股通;融资融券,14
603527.SH,603527,17,锂电池概念;固态电池;3D打印;新能源汽车;高端装备;融资融券,6
002144.SZ,002144,33,2025年报预增;共同富裕示范区;长三角一体化;新能源汽车;比亚迪概念;机器人概念;医疗器械概念;碳纤维;互联网金融,9
002262.SZ,002262,33,芬太尼;仿制药一致性评价;创新药;医药电商;阿尔茨海默概念;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券,10
002965.SZ,002965,33,汽车热管理;人形机器人;小米汽车;飞行汽车(eVTOL);华为汽车;新型工业化;一体化压铸;比亚迪概念;智能座舱;特斯拉概念;新能源汽车;小米概念;机器人概念;机器视觉;无人驾驶;宁德时代概念;低空经济;5G;华为概念;液冷服务器;粤港澳大湾区;充电桩;储能;光伏概念;数据中心;创投;华为数字能源;信创;融资融券;深股通,30
002439.SZ,002439,33,数据安全;华为欧拉;华为昇腾;网络安全;华为鲲鹏;信创;多模态AI;智慧政务;云计算;电子身份证;量子科技;东数西算(算力);鸿蒙概念;腾讯概念;AI智能体;数据要素;数字货币;跨境支付(CIPS);车联网(车路协同);智慧城市;军工信息化;DeepSeek概念;6G概念;数字经济;物联网;智慧灯杆;华为概念;数据中心;人工智能;低空经济;军民融合;商业航天;5G;工业互联网;无人机;京津冀一体化;小米概念;机器人概念;AI应用;烟草;国企改革;2026一季报预增;融资融券;深股通,44
000731.SZ,000731,33,化肥;磷化工;民爆概念;天然气;央企国企改革;国企改革;西部大开发;乡村振兴;融资融券;AI智能体,10
000524.SZ,000524,33,NFT概念;冰雪产业;旅游概念;IP经济(谷子经济);AI智能体;广东自贸区;DeepSeek概念;免税店;体育产业;养老概念;人工智能;露营经济;预制菜;AI应用;乡村振兴;物业管理;粤港澳大湾区;低空经济;国企改革;股权转让(并购重组);深股通;融资融券,22
688578.SH,688578,17,创新药;2025年报预增;沪股通;融资融券,4
000900.SZ,000900,33,证金持股;高股息精选;预制菜;参股券商;参股银行;PPP概念;国企改革;医疗废物处理;固废处理;期货概念;垃圾分类;互联网金融;充电桩;深股通;融资融券,15
300622.SZ,300622,33,虚拟现实;华为概念;IP经济(谷子经济);智能穿戴;AI眼镜;小米概念;粤港澳大湾区;消费电子概念;眼科医疗;深股通,10
600883.SH,600883,17,西部大开发;人民币贬值受益;股权转让(并购重组),3
000995.SZ,000995,33,白酒概念;农业种植;乡村振兴;西部大开发,4
601658.SH,601658,17,高股息精选;国企改革;融资融券;沪股通,4
601990.SH,601990,17,期货概念;国企改革;创投;沪股通;融资融券,5
600163.SH,600163,17,生物质能发电;抽水蓄能;绿色电力;风电;国企改革;充电桩;化债概念(AMC概念);福建自贸区;海峡两岸;沪股通;融资融券,11
301370.SZ,301370,33,医疗器械概念;智能物流;国企改革;DRG/DIP;数据要素;财税数字化;深股通;融资融券,8
002723.SZ,002723,33,短剧游戏;空气能热泵;新型烟草(电子烟);家用电器;液冷服务器;露营经济;跨境电商;储能;军工;PPP概念;医疗器械概念;宠物经济,12
600463.SH,600463,17,物业管理;垃圾分类;雄安新区;京津冀一体化;创投;国企改革;军民融合,7
603066.SH,603066,17,烟草;跨境电商;冷链物流;统一大市场;智能物流;一带一路;国企改革;人工智能;数字孪生;物联网;工业互联网;机器人概念;新型工业化;专精特新;比亚迪概念;机器视觉;华为概念;特斯拉概念;宁德时代概念;华为数字能源,20
002176.SZ,002176,33,小金属概念;固态电池;锂电池概念;军工;新能源汽车;风电;无人机;飞行汽车(eVTOL);机器人概念;低空经济;大飞机;人形机器人;抽水蓄能;深股通;融资融券;股权转让(并购重组),16
002513.SZ,002513,33,生态农业;草甘膦;染料;绿色电力;光伏概念;人民币贬值受益;TOPCON电池,7
688392.SH,688392,17,先进封装;芯片概念;液冷服务器;PET铜箔;比亚迪概念;专精特新;军工;宁德时代概念;固态电池;沪股通;融资融券,11
601998.SH,601998,17,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;国企改革;中字头股票,7
000897.SZ,000897,33,天津自贸区;国企改革;雄安新区;京津冀一体化,4
600082.SH,600082,22,天津自贸区;京津冀一体化;创投;国企改革;ST板块,5
002547.SZ,002547,33,一体化压铸;减速器;机器人概念;比亚迪概念;军工;新能源汽车;特斯拉概念;5G;光伏概念;储能;华为手机;绿色电力;深股通;融资融券,14
300149.SZ,300149,33,细胞免疫治疗;重组蛋白;CRO概念;创新药;智能医疗;AI应用;DeepSeek概念;人民币贬值受益;深股通;股权转让(并购重组);融资融券,11
600930.SH,600930,17,绿色电力;风电;国企改革;注册制次新股;央企国企改革;储能;一带一路;核电;人工智能;东数西算(算力);氢能源;新股与次新股;融资融券,13
600887.SH,600887,17,超级品牌;证金持股;乳业;同花顺漂亮100;三胎概念;生态农业;宠物经济;西部大开发;沪股通;融资融券;华为概念,11
688386.SH,688386,17,小米汽车;消费电子概念;专精特新;智能穿戴;新能源汽车;商业航天;机器人概念;低空经济;宁德时代概念;军工;可控核聚变;物联网;燃料电池;钙钛矿电池;氢能源;沪股通;融资融券,17
600160.SH,600160,17,氟化工概念;PVDF概念;消毒剂;2025年报预增;煤化工概念;碳交易;锂电池概念;中芯国际概念;国企改革;风电;绿色电力;液冷服务器;数据中心;融资融券;沪股通,15
688755.SH,688755,17,注册制次新股;专精特新;科创次新股;新股与次新股;融资融券,5
600569.SH,600569,17,特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,6
600012.SH,600012,17,高股息精选;沪股通;融资融券;PPP概念;国企改革;DeepSeek概念,6
600025.SH,600025,17,绿色电力;央企国企改革;风电;国企改革;同花顺漂亮100;西部大开发;沪股通;水利;DeepSeek概念;华为概念;融资融券,11
002873.SZ,002873,33,医药电商;流感;肝炎概念;创新药;细胞免疫治疗;西部大开发,6
601155.SH,601155,17,物业管理;装配式建筑;养老概念;沪股通;融资融券,5
301173.SZ,301173,33,长安汽车概念;新能源汽车;比亚迪概念;汽车电子;深股通;融资融券,6
300456.SZ,300456,33,共封装光学(CPO);光刻机;先进封装;太赫兹;6G概念;华为海思概念股;第三代半导体;5G;芯片概念;消费电子概念;汽车电子;国家大基金持股;数据中心;传感器;无人驾驶;华为概念;新型工业化;卫星导航;人民币贬值受益;东数西算(算力);物联网;无人机;百度概念;独角兽概念;时空大数据;创投;京津冀一体化;融资融券;深股通,29
300651.SZ,300651,33,足球概念;体育产业;2025年报预增,3
002039.SZ,002039,33,绿色电力;2026一季报预增;央企国企改革;国企改革;乡村振兴;西部大开发;2025年报预增;深股通;融资融券,9
000951.SZ,000951,33,新能源汽车;燃料电池;无人驾驶;绿色电力;氢能源;减速器;深股通;国企改革;高股息精选;冷链物流;融资融券,11
603456.SH,603456,17,创新药;CRO概念;仿制药一致性评价;合成生物;智能医疗;人民币贬值受益;人工智能;DeepSeek概念;沪股通;融资融券,10
002511.SZ,002511,33,三胎概念;IP经济(谷子经济);2025年报预增;深股通;融资融券,5
002496.SZ,002496,33,ST板块;化肥;生态农业;农村电商;氢能源;粮食概念;乡村振兴;医疗废物处理;天然气,9
605136.SH,605136,17,拼多多概念;网红经济;抖音概念(字节概念);跨境电商;三胎概念;创投;乡村振兴,7
000705.SZ,000705,33,医药电商;流感;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;民营医院;阿尔茨海默概念;创新药;合成生物;三胎概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,16
600768.SH,600768,17,共同富裕示范区;2025年报预增;2026一季报预增;股权转让(并购重组),4
000969.SZ,000969,33,商业航天;航空发动机;可控核聚变;军工;大飞机;核电;海工装备;低空经济;5G;3D打印;华为概念;稀土永磁;核污染防治;飞行汽车(eVTOL);华为手机;机器人概念;小金属概念;芯片概念;碳纤维;京津冀一体化;无线充电;央企国企改革;苹果概念;小米概念;创投;一带一路;比亚迪概念;MicroLED概念;OLED;新能源汽车;燃料电池;第三代半导体;固态电池;氢能源;国企改革;中芯国际概念;深股通;融资融券,38
000708.SZ,000708,33,特钢概念;同花顺中特估100;高股息精选;氢能源;绿色电力;国企改革;核电;航空发动机;新能源汽车;机器人概念;融资融券;商业航天;中字头股票;深股通,14
603385.SH,603385,17,装配式建筑;雄安新区;智能家居,3
000510.SZ,000510,33,金属铜;小金属概念;石墨烯;芯片概念;西部大开发;化债概念(AMC概念),6
300033.SZ,300033,33,AI语料;ChatGPT概念;多模态AI;AIGC概念;互联网金融;AI智能体;数据要素;鸿蒙概念;AI应用;人工智能;智能医疗;2025年报预增;融资融券;深股通;证金持股,15
002545.SZ,002545,33,化肥;2025年报预增;一带一路;风电;特高压;智能电网;深股通;融资融券,8
002252.SZ,002252,33,创新药;合成生物;重组蛋白;回购增持再贷款概念;深股通;融资融券,6
688388.SH,688388,17,共封装光学(CPO);PCB概念;PET铜箔;宁德时代概念;固态电池;新能源汽车;2026一季报预增;锂电池概念;飞行汽车(eVTOL);低空经济;储能;光伏概念;沪股通;融资融券,14
920171.BJ,920171,151,AI应用;雄安新区;百度概念;光纤概念;信创;互联网保险;华为概念;数字乡村;DeepSeek概念;京津冀一体化;融资融券;智慧政务;乡村振兴;互联网金融;数据要素;移动支付;养老概念;数据中心;智慧城市;网络安全,20
002587.SZ,002587,33,足球概念;智慧灯杆;MicroLED概念;MiniLED;柔性屏(折叠屏);虚拟现实;人脸识别;物联网;体育产业;语音技术;MR(混合现实);智慧城市;华为概念;元宇宙;粤港澳大湾区;抖音概念(字节概念);人工智能;在线教育;5G;腾讯概念;数字经济;消费电子概念;机器人概念;区块链;信创;专精特新;智慧政务;虚拟数字人;AIGC概念;互联网金融;华为鲲鹏;ChatGPT概念;苹果概念;旅游概念;广东自贸区;英伟达概念;AI应用,37
920163.BJ,920163,151,可降解塑料;融资融券;京津冀一体化;人民币贬值受益;工业互联网,5
688538.SH,688538,17,上海国企改革;国企改革;华为概念;大飞机;小米概念;智能座舱;智能穿戴;柔性屏(折叠屏);OLED;沪股通;融资融券,11
300059.SZ,300059,33,互联网保险;期货概念;互联网金融;区块链;数据要素;AIGC概念;DeepSeek概念;人工智能;AI应用;同花顺漂亮100;证金持股;深股通;融资融券,13
688517.SH,688517,17,柔性直流输电;特高压;智能电网;高压快充;充电桩;储能;新能源汽车;高端装备;回购增持再贷款概念;高股息精选;融资融券,11
600076.SH,600076,17,芯片概念;碳交易;碳中和;回购增持再贷款概念;乡村振兴;国企改革;土地流转;融资融券,8
000088.SZ,000088,33,统一大市场;航运概念;冷链物流;国企改革;深圳国企改革;中俄贸易概念;雄安新区;深股通;融资融券;粤港澳大湾区;华为概念,11
300099.SZ,300099,33,军工信息化;商业航天;军民融合;军工;高铁;华为概念;5G;机器人概念;无人驾驶;多模态AI;鸿蒙概念;燃料电池;区块链;2025年报预增;氢能源;深股通;融资融券,17
002588.SZ,002588,33,化肥;磷化工;生态农业;玉米;农村电商;锂电池概念;乡村振兴;数字乡村;深股通;融资融券,10
600234.SH,600234,17,抖音概念(字节概念);物业管理;文化传媒概念;摘帽,4
600448.SH,600448,17,工业大麻;参股银行;C2M概念;国企改革;人民币贬值受益;回购增持再贷款概念;融资融券,7
603767.SH,603767,17,减速器;长安汽车概念;农机;新能源汽车;共同富裕示范区;乡村振兴;沪股通,7
000598.SZ,000598,33,证金持股;PPP概念;地下管网;固废处理;污水处理;国企改革;水利;西部大开发;数字孪生;深股通;融资融券,11
601995.SH,601995,17,期货概念;同花顺中特估100;国企改革;2026一季报预增;2025年报预增;中字头股票;融资融券;沪股通,8
300889.SZ,300889,33,智慧灯杆;充电桩;露营经济;传感器;储能;液冷服务器;智慧城市;新能源汽车;机器人概念;比亚迪概念;跨境电商;锂电池概念;股权转让(并购重组);融资融券,14
605151.SH,605151,17,智能物流;新能源汽车;比亚迪概念;创投;统一大市场,5
920693.BJ,920693,151,液冷服务器;机器人概念;融资融券;专精特新;芯片概念;医疗器械概念;人民币贬值受益,7
603995.SH,603995,17,特钢概念;小金属概念;专精特新;沪股通;融资融券,5
601808.SH,601808,17,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;央企国企改革;沪股通;融资融券;国企改革;一带一路;海工装备;高端装备;中字头股票,13
601988.SH,601988,17,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),6
600535.SH,600535,17,仿制药一致性评价;医药电商;创新药;肝炎概念;重组蛋白;生物疫苗;工业大麻;智能医疗;国企改革;央企国企改革;沪股通;融资融券;股权转让(并购重组),13
601328.SH,601328,17,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),6
601288.SH,601288,17,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),6
600971.SH,600971,17,煤炭概念;高股息精选;国企改革;沪股通;融资融券,5
301515.SZ,301515,33,医疗器械概念;智能医疗;脑机接口;专精特新;西部大开发;回购增持再贷款概念;融资融券,7
002831.SZ,002831,33,液冷服务器;可降解塑料;机器人概念;深股通;宠物经济;高股息精选;融资融券,7
601377.SH,601377,17,证金持股;国企改革;福建自贸区;沪股通;融资融券;海峡两岸,6
600313.SH,600313,17,转基因;玉米;大豆;粮食概念;土地流转;农业种植;化肥;乡村振兴;国企改革;央企国企改革;一带一路;2025年报预增;沪股通;融资融券,14
601928.SH,601928,17,文化传媒概念;高股息精选;手机游戏;短剧游戏;网络游戏;在线教育;蚂蚁集团概念;职业教育;DeepSeek概念;AI智能体;国企改革;AI应用;算力租赁;融资融券;东数西算(算力);虚拟现实;数据中心;沪股通,18
001965.SZ,001965,33,同花顺中特估100;参股券商;PPP概念;国企改革;土壤修复;京津冀一体化;央企国企改革;深股通;数据要素;智慧城市;回购增持再贷款概念;融资融券,12
603797.SH,603797,17,污水处理;新型城镇化;PPP概念;粤港澳大湾区,4
603699.SH,603699,17,可控核聚变;页岩气;氢能源;核电;风电;一带一路;人民币贬值受益;高股息精选;沪股通;融资融券,10
301065.SZ,301065,33,共同富裕示范区;丙烯酸;融资融券,3
300022.SZ,300022,33,工业大麻;农村电商;中俄贸易概念;农机;西部大开发;乡村振兴;一带一路;氢能源;机器人概念;低空经济,10
600764.SH,600764,17,国产航母;中船系;军工;军工信息化;商业航天;海工装备;卫星导航;央企国企改革;核电;车联网(车路协同);智慧城市;国企改革;毫米波雷达;无人驾驶;量子科技;新能源汽车;比亚迪概念;风电;芯片概念;汽车芯片;天然气;中字头股票;沪股通;融资融券,24
600279.SH,600279,17,航运概念;统一大市场;国企改革;西部大开发;一带一路;民爆概念;智能物流;股权转让(并购重组);沪股通,9
000893.SZ,000893,33,化肥;供销社;一带一路;2025年报预增;融资融券;深股通,6
300301.SZ,300301,33,ST板块;PPP概念;跨境电商;储能;人民币贬值受益,5
603053.SH,603053,17,天然气;国企改革;西部大开发;氢能源;碳中和;充电桩;沪股通,7
688025.SH,688025,17,共封装光学(CPO);光纤概念;苹果概念;PCB概念;MR(混合现实);芯片概念;3D打印;钙钛矿电池;TOPCON电池;机器视觉;虚拟现实;专精特新;比亚迪概念;光伏概念;华为概念;2025年报预增;宁德时代概念;固态电池;沪股通;融资融券,20
300492.SZ,300492,33,在线教育;人工智能;AI应用;职业教育;2025年报预增;西部大开发;融资融券;深股通,8
002990.SZ,002990,33,存储芯片;华为昇腾;信创;人脸识别;安防;网络安全;芯片概念;鸿蒙概念;车联网(车路协同);语音技术;华为概念;物联网;传感器;智慧政务;无人驾驶;多模态AI;人形机器人;机器视觉;AIGC概念;智慧城市;机器人概念;人工智能;DeepSeek概念;数字经济;核污染防治;冷链物流;一带一路;AI智能体;深股通,29
688291.SH,688291,17,3D打印;机器视觉;专精特新;工业互联网;锂电池概念;融资融券,6
601107.SH,601107,17,高股息精选;国企改革;西部大开发;沪股通;融资融券;氢能源;创投;充电桩;DeepSeek概念,9
600869.SH,600869,17,光纤概念;超导概念;铜缆高速连接;PET铜箔;可控核聚变;柔性直流输电;芯片概念;液冷服务器;特高压;商业航天;核电;海工装备;数据中心;光伏概念;军工;智能电网;高端装备;特斯拉概念;无人机;新能源汽车;军民融合;充电桩;人形机器人;宁德时代概念;固态电池;华为概念;雅下水电概念;东数西算(算力);机器人概念;储能;锂电池概念;风电;低空经济;回购增持再贷款概念;钠离子电池;独角兽概念;智慧城市;人工智能;西部大开发;DeepSeek概念;阿里巴巴概念;参股银行;沪股通;融资融券,44
001205.SZ,001205,33,航运概念;一带一路;专精特新;股权转让(并购重组),4
600757.SH,600757,17,证金持股;高股息精选;文化传媒概念;IP经济(谷子经济);知识产权保护;托育服务;在线教育;国企改革;沪股通;融资融券,10
600543.SH,600543,22,乡村振兴;农业种植;可降解塑料;旅游概念;国企改革;西部大开发;ST板块,7
001387.SZ,001387,33,家用电器;参股银行;充电桩;小米概念;储能;汽车电子;PCB概念;融资融券,8
002135.SZ,002135,33,装配式建筑;PPP概念;新型城镇化;雄安新区;光伏建筑一体化;绿色电力;养老概念;体育产业;乡村振兴;一带一路;储能;光伏概念;深股通;低空经济;可控核聚变;融资融券,16
002993.SZ,002993,33,AI PC;数据中心;第三代半导体;汽车电子;消费电子概念;AI眼镜;小米概念;专精特新;苹果概念;新能源汽车;无线充电;充电桩;光伏概念;华为概念;机器人概念;储能;露营经济;一带一路;广东自贸区;跨境电商;网红经济;深股通,22
603233.SH,603233,17,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券,5
002357.SZ,002357,33,网约车;旅游概念;股权转让(并购重组);低空经济;车联网(车路协同);充电桩;参股银行;宁德时代概念;卫星导航;西部大开发;天然气,11
600168.SH,600168,17,绿色电力;PPP概念;地下管网;固废处理;污水处理;国企改革;新型城镇化;智慧城市;人工智能;融资融券,10
002097.SZ,002097,33,高铁;军民融合;飞行汽车(eVTOL);低空经济;军工;农机;无人机;高端装备;机器人概念;海峡两岸;航空发动机;工业互联网;人工智能;雅下水电概念;核污染防治;传感器;数字经济;一带一路;人民币贬值受益;国企改革;5G;消费电子概念;锂电池概念;深股通;页岩气;融资融券,26
603041.SH,603041,17,建筑节能;有机硅概念;专精特新,3
605186.SH,605186,17,AI应用;智能医疗;AI语料;数据要素;AI智能体;医药电商;DeepSeek概念;中俄贸易概念;机器人概念,9
301121.SZ,301121,33,小米概念;消费电子概念;无线耳机;智能穿戴;新型烟草(电子烟);AI眼镜;锂电池概念;固态电池;专精特新;储能;钠离子电池;智能音箱;华为概念;充电桩;阿里巴巴概念;西部大开发;新能源汽车;融资融券,18
300453.SZ,300453,33,医疗器械概念;工业互联网,2
002608.SZ,002608,33,超超临界发电;碳交易;虚拟电厂;国企改革;参股保险;储能;信托概念;工业互联网;深股通;融资融券,10
601187.SH,601187,17,福建自贸区;海峡两岸;沪股通,3
600439.SH,600439,17,网红经济;参股银行;跨境电商;一带一路;人民币贬值受益,5
000915.SZ,000915,33,医药电商;维生素;流感;创新药;三胎概念;国企改革;消毒剂;污水处理;深股通;融资融券;高股息精选,11
603356.SH,603356,17,海工装备;光伏概念;风电;股权转让(并购重组),4
601825.SH,601825,17,高股息精选;跨境支付(CIPS);融资融券;沪股通,4
300459.SZ,300459,33,手机游戏;文化传媒概念;网络游戏;NFT概念;知识产权保护;AIGC概念;快手概念;ChatGPT概念;在线教育;多模态AI;IP经济(谷子经济);抖音概念(字节概念);元宇宙;AI应用;阿里巴巴概念;网红经济;鸿蒙概念;云游戏;腾讯概念;智能医疗;DeepSeek概念;脑机接口;人工智能;语音技术;虚拟现实;华为概念;东数西算(算力);三胎概念;机器人概念;MR(混合现实);数据中心;人民币贬值受益;一带一路;液冷服务器;深股通;融资融券,36
603122.SH,603122,17,猴痘概念;智能医疗;海峡两岸;人工智能;长三角一体化,5
001236.SZ,001236,33,期货概念;国企改革;创投;深股通,4
601985.SH,601985,17,中字头股票;同花顺中特估100;绿色电力;证金持股;央企国企改革;风电;沪股通;融资融券;国企改革;可控核聚变;核电;储能;钙钛矿电池;光伏概念;DeepSeek概念;机器人概念,16
001219.SZ,001219,33,乳业;三胎概念;网红经济;中韩自贸区;国企改革,5
600319.SH,600319,17,钒电池;国企改革;储能,3
301098.SZ,301098,33,新型城镇化;体育产业;土壤修复;足球概念;旅游概念;地下管网;PPP概念;乡村振兴;特色小镇;融资融券,10
603059.SH,603059,17,三胎概念;跨境电商;人民币贬值受益;参股银行,4
002620.SZ,002620,33,ST板块;建筑节能;装配式建筑;光伏建筑一体化;新型城镇化;绿色电力;光伏概念;ERP概念,8
600979.SH,600979,17,天然气;绿色电力;碳交易;碳中和;新疆振兴;光伏建筑一体化;风电;污水处理;地下管网;充电桩;储能;国企改革;乡村振兴;西部大开发;参股银行;光伏概念;创投;智慧城市;液冷服务器;新能源汽车;沪股通;融资融券,22
603727.SH,603727,17,俄乌冲突概念;天然气;中俄贸易概念;锂电池概念;一带一路;海工装备;京津冀一体化;融资融券,8
002440.SZ,002440,33,染料;氟化工概念;消毒剂;2025年报预增;深股通;融资融券,6
002909.SZ,002909,33,有机硅概念;装配式建筑;新型城镇化;跨境电商;雄安新区;碳中和;粤港澳大湾区;高铁;一带一路;回购增持再贷款概念;比亚迪概念;新能源汽车;储能;低空经济;飞行汽车(eVTOL);两轮车;光伏概念;消费电子概念;5G;液冷服务器;硅能源;融资融券,22
