股票代码,code,market_code,所属概念,所属概念数量
688160.SH,688160,17,减速器;人形机器人;新型工业化;机器人概念;物联网;工业互联网;数字经济;沪股通;融资融券,9
301059.SZ,301059,33,专精特新;有机硅概念;融资融券,3
600885.SH,600885,17,智能电网;充电桩;数据中心;风电;储能;特斯拉概念;光伏概念;新能源汽车;机器人概念;商业航天;飞行汽车(eVTOL);汽车电子;低空经济;华为概念;宁德时代概念;物联网;福建自贸区;沪股通;融资融券,19
601865.SH,601865,17,光伏概念;一带一路;长三角一体化;融资融券;沪股通,5
301190.SZ,301190,33,染料;参股银行;幽门螺杆菌概念;深股通;融资融券,5
688173.SH,688173,17,汽车芯片;AI手机;芯片概念;AI眼镜;小米概念;智能座舱;消费电子概念;智能穿戴;汽车电子;传感器;无线充电;华为概念;专精特新;机器人概念;东数西算(算力);智能家居;粤港澳大湾区;人民币贬值受益;锂电池概念;股权转让(并购重组);沪股通;融资融券,22
600597.SH,600597,17,超级品牌;乳业;冷链物流;上海国企改革;三胎概念;国企改革;数字经济;沪股通;融资融券,9
301508.SZ,301508,33,小米汽车;机器人概念;新能源汽车;无人驾驶;小米概念;比亚迪概念;京津冀一体化;车联网(车路协同);充电桩;低空经济;汽车电子;国企改革;人工智能;无人机;碳中和;军工;氢能源;央企国企改革;网络安全;数据安全;百度概念;深股通;融资融券;中字头股票,24
001219.SZ,001219,33,乳业;三胎概念;网红经济;国企改革;中韩自贸区,5
688443.SH,688443,17,创新药;西部大开发;沪股通;融资融券,4
601019.SH,601019,17,文化传媒概念;职业教育;DeepSeek概念;人工智能;国企改革;沪股通;融资融券,7
301501.SZ,301501,33,可降解塑料;一带一路;专精特新;深股通;融资融券,5
603607.SH,603607,17,烟草;小米概念;消费电子概念;专精特新;知识产权保护;IP经济(谷子经济),6
603320.SH,603320,17,空气能热泵;家用电器,2
600176.SH,600176,17,PCB概念;2026一季报预增;风电;光伏概念;PEEK材料;央企国企改革;长三角一体化;回购增持再贷款概念;一带一路;沪股通;融资融券;国企改革;同花顺中特估100;DeepSeek概念;中字头股票,15
603303.SH,603303,17,智慧灯杆;智慧城市;汽车电子;新能源汽车;人民币贬值受益;股权转让(并购重组);沪股通,7
603985.SH,603985,17,算力租赁;东数西算(算力);英伟达概念;DeepSeek概念;核电;高端装备;风电;海工装备;国企改革;融资融券;沪股通,11
920204.BJ,920204,151,锂电池概念;融资融券;核污染防治;光伏概念;专精特新;PET铜箔,6
301062.SZ,301062,33,食品安全;高压快充;光伏概念;DeepSeek概念;商业航天;融资融券,6
300823.SZ,300823,33,新型城镇化;装配式建筑;中俄贸易概念;水利;雄安新区;高铁;专精特新;新型工业化;一带一路;机器人概念;高端装备;核电,12
603701.SH,603701,17,储能;农机;长安汽车概念;新能源汽车;汽车电子;智能座舱;乡村振兴;国企改革,8
688535.SH,688535,17,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;华为概念;光伏概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,12
300691.SZ,300691,33,MicroLED概念;汽车电子;AI眼镜;消费电子概念;智能穿戴;智能座舱;虚拟现实;机器视觉;无人驾驶;安防;毫米波雷达;比亚迪概念;华为概念;新能源汽车;物联网;机器人概念;车联网(车路协同);无人机;智能物流;元宇宙;智慧城市;人工智能;深股通;融资融券,24
003042.SZ,003042,33,草甘膦;供销社;乡村振兴;中俄贸易概念,4
002568.SZ,002568,33,超级品牌;长三角一体化;深股通;融资融券,4
603806.SH,603806,17,BC电池;HJT电池;POE胶膜;光伏概念;储能;固态电池;MicroLED概念;MiniLED;PCB概念;沪股通;融资融券,11
603270.SH,603270,17,减速器;人形机器人;新能源汽车;比亚迪概念;飞行汽车(eVTOL);专精特新;机器人概念;碳纤维;燃料电池;低空经济;商业航天;风电;氢能源;沪股通;融资融券,15
002661.SZ,002661,33,农业种植;预制菜;粮食概念;猪肉;三胎概念;新疆振兴;食品安全;回购增持再贷款概念,8
600273.SH,600273,17,消毒剂;回购增持再贷款概念;长三角一体化;碳中和;高股息精选;氢能源;燃料电池;光伏概念;储能;沪股通;融资融券,11
688376.SH,688376,17,光刻机;中芯国际概念;芯片概念;PM2.5;沪股通;融资融券,6
002962.SZ,002962,33,汽车电子;消费电子概念;MR(混合现实);小米概念;虚拟现实;专精特新;安防;人民币贬值受益;华为概念,9
300736.SZ,300736,33,苹果概念;华为概念;区块链,3
601825.SH,601825,17,跨境支付(CIPS);融资融券;沪股通,3
000538.SZ,000538,33,超级品牌;高股息精选;医药电商;创新药;证金持股;医美概念;工业大麻;同花顺漂亮100;参股券商;深股通;融资融券;西部大开发;华为概念,13
002233.SZ,002233,33,高股息精选;水泥概念;参股银行;绿色电力;创投;粤港澳大湾区;深股通;融资融券,8
600610.SH,600610,17,国企改革;西部大开发;沪股通;中字头股票;融资融券,5
300952.SZ,300952,33,人形机器人;比亚迪概念;机器人概念;人民币贬值受益;安防;商业航天;军工;石墨烯;体育产业;海工装备;深股通;融资融券,12
300210.SZ,300210,33,东数西算(算力);机器人概念;3D打印;新能源汽车;雄安新区;PPP概念;股权转让(并购重组);深股通,8
300577.SZ,300577,33,人民币贬值受益;小米概念;跨境电商;体育产业;IP经济(谷子经济);深股通,6
002057.SZ,002057,33,稀土永磁;小金属概念;石墨烯;锂电池概念;雅下水电概念;氢能源;央企国企改革;燃料电池;一带一路;固态电池;核电;海工装备;国企改革;中俄贸易概念;新能源汽车;比亚迪概念;军工;专精特新;新疆振兴;机器人概念;房屋检测;无人机;化债概念(AMC概念);消费电子概念;人形机器人;中字头股票;融资融券;深股通,28
688092.SH,688092,17,专精特新;机器人概念;新型工业化;机器视觉;人工智能;人民币贬值受益;低空经济;高端装备;DeepSeek概念;飞行汽车(eVTOL);人形机器人;商业航天;融资融券,13
688475.SH,688475,17,AI智能体;DeepSeek概念;云计算;物联网;智能穿戴;机器人概念;同花顺新质50;跨境电商;智能家居;养老概念;宠物经济;国企改革;沪股通;融资融券,14
301122.SZ,301122,33,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,4
603329.SH,603329,17,统一大市场;自由贸易港;长三角一体化;一带一路;上海自贸区;国企改革;新疆振兴;融资融券,8
301116.SZ,301116,33,养鸡;预制菜;宠物经济;乡村振兴;体育产业;深股通;融资融券,7
600479.SH,600479,17,医药电商;流感;仿制药一致性评价;肝炎概念;创新药;农业种植;三胎概念;国企改革;数字经济;人工智能;DeepSeek概念;工业互联网,12
605136.SH,605136,17,拼多多概念;网红经济;抖音概念(字节概念);跨境电商;三胎概念;创投;乡村振兴,7
603325.SH,603325,17,专精特新;新型工业化;沪股通;融资融券,4
002901.SZ,002901,33,牙科医疗;医疗器械概念;海峡两岸;福建自贸区;机器人概念;2025年报预增;深股通;融资融券,8
000636.SZ,000636,33,超级电容;汽车电子;AI眼镜;小金属概念;传感器;商业航天;卫星导航;5G;无人机;共封装光学(CPO);智能穿戴;液冷服务器;高压快充;低空经济;比亚迪概念;机器人概念;华为概念;光伏概念;东数西算(算力);粤港澳大湾区;储能;创投;锂电池概念;国企改革;深股通;融资融券,26
603197.SH,603197,17,华为汽车;飞行汽车(eVTOL);小米汽车;无人驾驶;特斯拉概念;传感器;机器人概念;低空经济;车联网(车路协同);小米概念;比亚迪概念;新能源汽车;毫米波雷达;汽车电子;人工智能;回购增持再贷款概念;融资融券;沪股通,18
603260.SH,603260,17,硅能源;有机硅概念;石墨电极;光伏概念;长三角一体化;第三代半导体;沪股通;融资融券,8
600739.SH,600739,17,参股保险;参股券商;页岩气;生物疫苗;雄安新区;创投;创新药;职业教育;沪股通;融资融券;2025年报预增,11
603192.SH,603192,17,新能源汽车;汽车热管理;专精特新,3
300951.SZ,300951,33,汽车电子;智能座舱;消费电子概念;苹果概念;富士康概念;智能穿戴;专精特新;新能源汽车;虚拟现实;新型烟草(电子烟);低空经济;锂电池概念;深股通;融资融券,14
002507.SZ,002507,33,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券,6
600573.SH,600573,17,啤酒概念;合成生物;旅游概念;国企改革;海峡两岸,5
603506.SH,603506,17,养老概念;物业管理;垃圾分类;2025年报预增;长三角一体化;机器人概念,6
600519.SH,600519,17,白酒概念;超级品牌;证金持股;同花顺漂亮100;沪股通;融资融券;国企改革;西部大开发,8
688512.SH,688512,17,芯片概念;国家大基金持股;5G;专精特新;物联网;人民币贬值受益;沪股通;融资融券,8
605577.SH,605577,17,IP经济(谷子经济);文化传媒概念;在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,7
920706.BJ,920706,151,俄乌冲突概念;芯片概念;工业母机;融资融券;海峡两岸;互联网金融;中俄贸易概念;专精特新;一带一路,9
605122.SH,605122,17,装配式建筑;建筑节能;水泥概念;西部大开发,4
603170.SH,603170,17,预制菜;沪股通,2
300514.SZ,300514,33,电力物联网;智能电网;充电桩;虚拟电厂;智慧灯杆;智能家居;物联网;粤港澳大湾区;传感器;5G;芯片概念,11
300552.SZ,300552,33,智能座舱;星闪概念;ETC;车联网(车路协同);无人驾驶;机器视觉;传感器;毫米波雷达;智慧城市;数据要素;汽车电子;数字孪生;华为概念;人形机器人;机器人概念;京津冀一体化;深股通,17
600559.SH,600559,17,白酒概念;国企改革;京津冀一体化;沪股通;融资融券,5
002674.SZ,002674,33,海峡两岸;华为汽车;PPP概念;固废处理,4
601163.SH,601163,17,新能源汽车;人民币贬值受益;大飞机;军工;沪股通;融资融券,6
601116.SH,601116,17,阿里巴巴概念;共同富裕示范区;预制菜;冷链物流;沪股通;融资融券,6
000551.SZ,000551,33,商业航天;军民融合;无人驾驶;PM2.5;军工;减速器;机器人概念;芯片概念;家用电器;新能源汽车;特斯拉概念;职业教育;空气能热泵;中芯国际概念;创投;一带一路;特高压;污水处理;氢能源;国企改革;参股银行;期货概念;猴痘概念;融资融券;食品安全;深股通,26
300851.SZ,300851,33,高铁;比亚迪概念;无人驾驶,3
300786.SZ,300786,33,光刻胶;OLED;先进封装;芯片概念;光刻机;专精特新;光伏概念;家用电器;商业航天;空气能热泵;医疗器械概念;海工装备;净水概念;污水处理;中俄贸易概念;HJT电池;回购增持再贷款概念;雄安新区;冷链物流;医疗废物处理;新疆振兴;煤化工概念;股权转让(并购重组),23
600660.SH,600660,17,证金持股;同花顺漂亮100;同花顺出海50;沪股通;融资融券;福建自贸区;小米汽车;特斯拉概念;光伏概念,9
600161.SH,600161,17,肝炎概念;国企改革;央企国企改革;沪股通;融资融券,5
688077.SH,688077,17,稀土永磁;金属钴;小金属概念;消费电子概念;2025年报预增;华为概念;专精特新;比亚迪概念;固废处理;新能源汽车;风电;人形机器人;机器人概念;融资融券,14
300918.SZ,300918,33,商业航天;军民融合;人形机器人;机器人概念;智能穿戴;C2M概念;跨境电商;中俄贸易概念;深股通;融资融券,10
300989.SZ,300989,33,粤港澳大湾区;低空经济;新型城镇化;智慧城市;旅游概念;乡村振兴;空间计算;人工智能;时空大数据;数据要素;一带一路;算力租赁;AI应用;融资融券,14
688267.SH,688267,17,环氧丙烷;人民币贬值受益;回购增持再贷款概念;专精特新;沪股通;融资融券,6
002941.SZ,002941,33,PPP概念;水利;新型城镇化;智慧灯杆;一带一路;风电;国企改革;ETC;西部大开发;人工智能;2025年报预增;商业航天;新疆振兴;土地流转;AI智能体;卫星导航;融资融券;深股通,18
301283.SZ,301283,33,2025年报预增;人民币贬值受益;专精特新;粤港澳大湾区;三胎概念;融资融券,6
603992.SH,603992,17,C2M概念;养老概念;人形机器人;智能家居;福建自贸区;人民币贬值受益;机器人概念;2026一季报预增;沪股通,9
001316.SZ,001316,33,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂,8
603368.SH,603368,17,医药电商;流感;肝炎概念;创新药;冷链物流;三胎概念;西部大开发;智能医疗;人工智能;华为概念;沪股通;融资融券,12
600933.SH,600933,17,人形机器人;一体化压铸;新能源汽车;机器人概念;人民币贬值受益;回购增持再贷款概念;同花顺出海50;沪股通;融资融券,9
688486.SH,688486,17,汽车芯片;芯片概念;英伟达概念;无人机;沪股通;融资融券,6
605266.SH,605266,17,医药电商;西部大开发;回购增持再贷款概念;家庭医生;职业教育,5
301151.SZ,301151,33,新型城镇化;地下管网;污水处理;雄安新区;水利;海峡两岸;一带一路;专精特新;乡村振兴;碳中和;核电;液冷服务器;抽水蓄能;超超临界发电;融资融券,15
601872.SH,601872,17,俄乌冲突概念;航运概念;天然气;上海自贸区;高股息精选;央企国企改革;一带一路;回购增持再贷款概念;海峡两岸;融资融券;国企改革;沪股通,12
300351.SZ,300351,33,军工;无人机;液冷服务器;高压快充;商业航天;军民融合;5G;海工装备;低空经济;充电桩;高铁;数据中心;卫星导航;比亚迪概念;换电概念;人形机器人;新能源汽车;机器人概念;储能;华为汽车;华为概念;风电;长安汽车概念;光纤概念;共封装光学(CPO);锂电池概念;一带一路;共同富裕示范区;深股通;融资融券,30
600031.SH,600031,17,同花顺出海50;雅下水电概念;无人驾驶;高端装备;机器人概念;农机;工业互联网;人民币贬值受益;一带一路;同花顺漂亮100;证金持股;沪股通;融资融券;新疆振兴,14
300717.SZ,300717,33,专精特新;可降解塑料;参股银行;回购增持再贷款概念;ETC;电子身份证;煤化工概念,7
688099.SH,688099,17,汽车芯片;智能座舱;小米概念;WiFi 6;智能音箱;芯片概念;汽车电子;机器视觉;东数西算(算力);机器人概念;共封装光学(CPO);智能家居;人工智能;上海自贸区;人民币贬值受益;沪股通;融资融券,17
301069.SZ,301069,33,PEEK材料;锂电池概念;3D打印;2025年报预增;深股通;融资融券,6
600332.SH,600332,17,青蒿素;医药电商;流感;仿制药一致性评价;证金持股;生物疫苗;白酒概念;创新药;医疗器械概念;国企改革;沪股通;融资融券;阿里巴巴概念,13
688577.SH,688577,17,新型工业化;人形机器人;工业母机;机器人概念;专精特新;工业互联网;军民融合;2025年报预增;沪股通;融资融券,10
300866.SZ,300866,33,无线耳机;无线充电;储能;智能家居;跨境电商;充电桩;AI眼镜;人民币贬值受益;机器人概念;3D打印;消费电子概念;芯片概念;人工智能;安防;深股通;融资融券,16
688067.SH,688067,17,医疗器械概念;三胎概念;辅助生殖;专精特新;智能医疗;幽门螺杆菌概念;机器视觉;人工智能;医药电商;融资融券,10
600562.SH,600562,17,军民融合;大飞机;航空发动机;军工信息化;商业航天;军工;卫星导航;无人机;可控核聚变;低空经济;毫米波雷达;5G;央企国企改革;无人驾驶;华为概念;信创;国企改革;PPP概念;沪股通;融资融券,20
920593.BJ,920593,151,融资融券;医疗器械概念;机器人概念;减速器;人形机器人;专精特新;3D打印,7
300928.SZ,300928,33,车联网(车路协同);长安汽车概念;无人驾驶;低空经济;华为汽车;飞行汽车(eVTOL);智能座舱;比亚迪概念;新能源汽车;卫星导航;汽车电子;锂电池概念;MiniLED;OLED;固态电池;融资融券,16
603979.SH,603979,17,金属铜;黄金概念;同花顺出海50;磷化工;一带一路;人民币贬值受益;沪股通;融资融券,8
002475.SZ,002475,33,同花顺果指数;苹果概念;无线耳机;汽车电子;智能座舱;铜缆高速连接;消费电子概念;液冷服务器;华为手机;共封装光学(CPO);人形机器人;AI眼镜;新能源汽车;智能音箱;毫米波雷达;智能穿戴;无人驾驶;MR(混合现实);芯片概念;机器视觉;5G;机器人概念;同花顺出海50;充电桩;虚拟现实;海峡两岸;人民币贬值受益;粤港澳大湾区;数据中心;华为概念;深股通;融资融券;同花顺漂亮100;证金持股,34
688010.SH,688010,17,光刻机;MicroLED概念;商业航天;卫星导航;机器视觉;华为概念;安防;军工;无人驾驶;军民融合;机器人概念;专精特新;区块链;海峡两岸;福建自贸区;沪股通;融资融券,17
301555.SZ,301555,33,MiniLED;MicroLED概念;碳纤维;比亚迪概念;PCB概念;新能源汽车;机器人概念;2025年报预增;海峡两岸;低空经济;无人机;风电;融资融券,13
300835.SZ,300835,33,消费电子概念;稀土永磁;数据中心;专精特新;新能源汽车;光伏概念;深股通,7
603306.SH,603306,17,共封装光学(CPO);光刻胶;芯片概念;特斯拉概念;新能源汽车;比亚迪概念;数据中心;机器人概念;海峡两岸;回购增持再贷款概念;福建自贸区;沪股通;融资融券,13
002796.SZ,002796,33,共封装光学(CPO);6G概念;5G;军工;储能;一带一路;医疗器械概念;融资融券,8
301357.SZ,301357,33,军民融合;军工信息化;军工;西部大开发;无人机;专精特新;低空经济;卫星导航;飞行汽车(eVTOL);深股通;融资融券,11
688059.SH,688059,17,工业母机;2025年报预增;专精特新;机器人概念;2026一季报预增;沪股通;融资融券,7
002966.SZ,002966,33,国企改革;移动支付;融资融券;深股通,4
600355.SH,600355,22,ST板块;充电桩;国产操作系统;智能电网;电子身份证;语音技术;机器人概念;工业互联网;人工智能;新型工业化;物联网;人脸识别;机器视觉;OLED;在线教育,15
600470.SH,600470,17,化肥;磷化工;煤化工概念;乡村振兴;锂电池概念;污水处理;融资融券,7
600033.SH,600033,17,参股保险;参股银行;国企改革;福建自贸区;海峡两岸;回购增持再贷款概念;融资融券;沪股通,8
000036.SZ,000036,33,盐湖提锂;锂电池概念;物业管理;碳中和;深股通;融资融券,6
600021.SH,600021,17,超超临界发电;虚拟电厂;风电;绿色电力;碳交易;核电;氢能源;央企国企改革;储能;一带一路;国企改革;证金持股;沪股通;融资融券,14
000953.SZ,000953,33,维生素;化肥;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),6
603883.SH,603883,17,医药电商;养老概念;智能医疗;医疗器械概念;AI智能体;腾讯概念;沪股通;融资融券,8
301261.SZ,301261,33,减速器;人形机器人;工业母机;机器人概念;专精特新;高端装备;创投;京津冀一体化;深股通;融资融券,10
000012.SZ,000012,33,硅能源;光伏建筑一体化;建筑节能;雄安新区;一带一路;光伏概念;OLED;军工;特斯拉概念;消费电子概念;深股通;融资融券;汽车电子,13
300425.SZ,300425,33,污水处理;PPP概念;土壤修复;净水概念;新型城镇化;固废处理;国企改革;西部大开发;央企国企改革;专精特新;高端装备;智慧城市;中字头股票,13
002287.SZ,002287,33,医药电商;流感;创新药;三胎概念;西部大开发;深股通;融资融券,7
603180.SH,603180,17,创投;家用电器;智能家居;海峡两岸;一带一路;福建自贸区;回购增持再贷款概念;人工智能;工业互联网;虚拟数字人;AI智能体;智能音箱;AIGC概念;多模态AI,14
605268.SH,605268,17,人脸识别;安防;物联网;智慧城市;新型城镇化;智能家居;数据要素;华为概念,8
002529.SZ,002529,33,ST板块;股权转让(并购重组);HJT电池;光伏概念;新能源汽车;3D打印;高端装备;宁德时代概念,8
600958.SH,600958,17,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,6
603903.SH,603903,17,污水处理;PPP概念;雄安新区;京津冀一体化;氢能源;股权转让(并购重组),6
600030.SH,600030,17,期货概念;同花顺漂亮100;沪股通;融资融券;证金持股;同花顺中特估100,6
601086.SH,601086,17,IP经济(谷子经济);参股券商;西部大开发;家用电器;沪股通,5
002133.SZ,002133,33,物业管理;农业种植;乡村振兴;粮食概念;养老概念;玉米;互联网金融;机器人概念,8
002822.SZ,002822,33,ST板块;装配式建筑;粤港澳大湾区;光伏建筑一体化;医疗器械概念;物业管理;光伏概念;新型城镇化;PPP概念;数据中心;风电;乡村振兴;华为概念;东数西算(算力);区块链;算力租赁;数字货币,17
603768.SH,603768,17,长安汽车概念;一体化压铸;华为汽车;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,7
688231.SH,688231,17,航空发动机;3D打印;军工;军民融合;高铁;融资融券,6
688633.SH,688633,17,专精特新;高端装备;一带一路;融资融券,4
000757.SZ,000757,33,长安汽车概念;西部大开发;华为汽车;工业互联网;新能源汽车;比亚迪概念;小米汽车;小米概念,8
002465.SZ,002465,33,军工信息化;太赫兹;6G概念;卫星导航;时空大数据;商业航天;军民融合;同花顺新质50;国产航母;脑机接口;国产操作系统;人工智能;DeepSeek概念;智慧城市;车联网(车路协同);军工;大飞机;成飞概念;航空发动机;低空经济;虚拟现实;无人机;5G;物联网;无人驾驶;智能穿戴;机器人概念;芯片概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,33
300621.SZ,300621,33,装配式建筑;新型城镇化;建筑节能;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;华为概念;国企改革;风电,10
000932.SZ,000932,33,特钢概念;回购增持再贷款概念;同花顺中特估100;国企改革;绿色电力;核电;海工装备;高铁;新能源汽车;军工;华为概念;深股通;融资融券,13
300726.SZ,300726,33,芯片概念;5G;传感器;超级电容;华为海思概念股;大飞机;商业航天;军工;海工装备;华为概念;深股通;融资融券,12
601500.SH,601500,17,国企改革;一带一路;人民币贬值受益;工业互联网;新能源汽车;股权转让(并购重组);融资融券;沪股通,8
002448.SZ,002448,33,工业母机;汽车电子;新能源汽车;农机;比亚迪概念;人形机器人;MCU芯片;燃料电池;2025年报预增;5G;机器人概念;长安汽车概念;无人驾驶;无人机;氢能源;华为概念;绿色电力;车联网(车路协同);乡村振兴;互联网金融;深股通,21
603188.SH,603188,17,染料;固废处理;国企改革,3
300079.SZ,300079,33,知识产权保护;数据确权;短剧游戏;Sora概念(文生视频);文化传媒概念;AI语料;NFT概念;数字水印;AIGC概念;元宇宙;数据安全;区块链;数字货币;网络安全;云计算;AI智能体;IP经济(谷子经济);移动支付;跨境支付(CIPS);互联网金融;ETC;DeepSeek概念;人工智能;车联网(车路协同);安防;星闪概念;华为概念;WiFi 6;5G;AI手机;无人机;华为海思概念股;商业航天;AI应用;芯片概念;光纤概念;融资融券;深股通,38
688151.SH,688151,17,兵装重组概念;国产航母;核污染防治;军民融合;军工;央企国企改革;医疗器械概念;专精特新;国企改革;机器人概念;沪股通;融资融券,12
600755.SH,600755,17,航运概念;统一大市场;福建自贸区;中俄贸易概念;国企改革;参股银行;参股券商;海峡两岸;一带一路;养老概念;期货概念;医疗器械概念;回购增持再贷款概念;智能医疗;DeepSeek概念;风电;锂电池概念;沪股通;融资融券;小金属概念;动力电池回收;华为数字能源,22
688310.SH,688310,17,专精特新;医疗器械概念;高端装备;融资融券,4
688629.SH,688629,17,共封装光学(CPO);铜缆高速连接;5G;数据中心;卫星导航;商业航天;华为概念;无人机;军工;高压快充;比亚迪概念;阿里巴巴概念;低空经济;腾讯概念;新能源汽车;机器人概念;核电;高铁;西部大开发;国企改革;沪股通;融资融券,22
600861.SH,600861,17,虚拟数字人;职业教育;人工智能;京津冀一体化;乡村振兴;国企改革;一带一路;沪股通,8
002768.SZ,002768,33,富士康概念;PEEK材料;碳纤维;小米概念;比亚迪概念;人形机器人;新能源汽车;华为概念;华为汽车;机器人概念;储能;充电桩;锂电池概念;可降解塑料;风电;丙烯酸;人造肉;足球概念;体育产业;医美概念;环氧丙烷;融资融券;深股通,23
300506.SZ,300506,33,智慧灯杆;ST板块;比亚迪概念;粤港澳大湾区;智慧城市;车联网(车路协同),6
000850.SZ,000850,33,小金属概念;国企改革;参股银行;金属铜;金属铅;冷链物流;创投;金属锌;参股保险;参股券商;数字经济;融资融券,12
601766.SH,601766,17,中字头股票;证金持股;同花顺中特估100;参股保险;同花顺出海50;PPP概念;沪股通;融资融券;国企改革;高铁;央企国企改革;雄安新区;风电;氢能源;特高压;燃料电池;一带一路;储能;高端装备;机器人概念;新能源汽车;数据中心;芯片概念,23
600438.SH,600438,17,BC电池;TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏概念;同花顺漂亮100;储能;芯片概念;西部大开发;农村电商;乡村振兴;融资融券;沪股通;预制菜,15
603396.SH,603396,17,TOPCON电池;HJT电池;钙钛矿电池;光伏概念;氢能源;高端装备;新型工业化;专精特新;一带一路;融资融券,10
600637.SH,600637,17,短剧游戏;网络游戏;AI智能体;云游戏;文化传媒概念;在线教育;百度概念;腾讯概念;AI应用;电子竞技;人工智能;智慧城市;虚拟现实;旅游概念;创投;5G;上海国企改革;国企改革;证金持股;沪股通;融资融券,21
600283.SH,600283,17,PPP概念;生物质能发电;新疆振兴;地下管网;绿色电力;固废处理;污水处理;新型城镇化;净水概念;水利;创投;数字经济;智慧城市;数字孪生;人工智能;DeepSeek概念;数据确权;数据要素;AI智能体;沪股通,20
601390.SH,601390,17,中字头股票;金属铅;金属锌;金属铜;小金属概念;金属钴;同花顺中特估100;证金持股;央企国企改革;国企改革;回购增持再贷款概念;参股券商;一带一路;PPP概念;新型城镇化;水利;高铁;沪股通;融资融券;人工智能;低空经济,21
002515.SZ,002515,33,预制菜;人造肉;网红经济;共同富裕示范区;共封装光学(CPO);芯片概念;深股通,7
300640.SZ,300640,33,IP经济(谷子经济);跨境电商;三胎概念;宠物经济;海峡两岸;福建自贸区;智能家居;家用电器;中俄贸易概念;人民币贬值受益;智能穿戴;新能源汽车;储能,13
000548.SZ,000548,33,物业管理;乡村振兴;国企改革,3
002775.SZ,002775,33,新型城镇化;土壤修复;PPP概念;雄安新区;乡村振兴;旅游概念;粤港澳大湾区;创投;国企改革;绿色电力;一带一路;虚拟电厂;雅下水电概念;充电桩;储能,15
002069.SZ,002069,33,预制菜;冷链物流;乡村振兴;国企改革;碳中和;人民币贬值受益,6
300375.SZ,300375,33,传感器;长安汽车概念;华为汽车;小米汽车;小米概念;比亚迪概念;新能源汽车;汽车热管理;京津冀一体化;储能;宁德时代概念;百度概念,12
600162.SH,600162,17,养老概念;京津冀一体化;粤港澳大湾区;民营医院;沪股通;融资融券,6
300417.SZ,300417,33,物联网;专精特新;碳中和;股权转让(并购重组),4
600221.SH,600221,17,自由贸易港;雄安新区;海南自贸区;融资融券;股权转让(并购重组);沪股通,6
605028.SH,605028,17,生物质能发电;固废处理;绿色电力;高股息精选,4
001227.SZ,001227,33,参股券商;西部大开发;一带一路;互联网金融;深股通,5
601801.SH,601801,17,网络游戏;文化传媒概念;IP经济(谷子经济);DeepSeek概念;独角兽概念;智谱AI;ETC;创投;证金持股;国企改革;智能物流;机器人概念;AI应用;融资融券;沪股通,15
300175.SZ,300175,33,ST板块;工业大麻;土地流转;人民币贬值受益;冷链物流;数字经济;数据中心;期货概念,8
600004.SH,600004,17,免税店;同花顺中特估100;国企改革;粤港澳大湾区;沪股通;融资融券,6
002258.SZ,002258,33,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券,6
300826.SZ,300826,33,地下管网;新型城镇化;房屋检测;碳中和;土壤修复;水利;数字经济;智慧城市;数字孪生;空间计算;高铁;机器人概念;鸿蒙概念;元宇宙;数据要素;时空大数据;东数西算(算力);华为概念;军工;卫星导航,20
688287.SH,688287,22,商业航天;军民融合;军工;安防;ST板块;无人机;低空经济;智慧城市;人工智能;专精特新,10
002385.SZ,002385,33,转基因;玉米;大豆;粮食概念;猪肉;农业种植;俄乌冲突概念;动物疫苗;农村电商;预制菜;乳业;消毒剂;乡村振兴;合成生物;宠物经济;三胎概念;京津冀一体化;数字乡村;融资融券;深股通;数字经济;DeepSeek概念,22
002513.SZ,002513,33,草甘膦;生态农业;染料;绿色电力;光伏概念;人民币贬值受益;TOPCON电池,7
002742.SZ,002742,33,ST板块;流感;幽门螺杆菌概念;减肥药;职业教育;西部大开发;一带一路;水泥概念,8
603779.SH,603779,17,乡村振兴;农业种植;白酒概念,3
600229.SH,600229,17,文化传媒概念;IP经济(谷子经济);短剧游戏;在线教育;AIGC概念;独角兽概念;数据要素;人工智能;多模态AI;虚拟现实;国企改革;融资融券;沪股通,13
603609.SH,603609,17,养鸡;猪肉;生态农业;宠物经济;沪股通;融资融券,6
002042.SZ,002042,33,算力租赁;C2M概念;东数西算(算力);职业教育;DeepSeek概念;数据中心;工业互联网;创投;粤港澳大湾区;乡村振兴;中俄贸易概念;绿色电力;农业种植;新疆振兴;深股通;融资融券,16
001391.SZ,001391,33,统一大市场;冷链物流;跨境电商;国企改革;智能物流;一带一路;人民币贬值受益;央企国企改革;华为概念;苹果概念;深股通;融资融券,12
