market_code,所属概念,股票代码,所属概念数量,code
33,存储芯片;汽车芯片;芯片概念;消费电子概念;PCB概念;WiFi 6;比亚迪概念;粤港澳大湾区;锂电池概念;新能源汽车;无人驾驶;信创;创投;硅能源;小金属概念,002213.SZ,15,002213
33,地下管网;新型城镇化;水利;土壤修复;数字经济;数字孪生;智慧城市;房屋检测;碳中和;空间计算;高铁;机器人概念;鸿蒙概念;数据要素;时空大数据;元宇宙;华为概念;军工;东数西算(算力);卫星导航,300826.SZ,20,300826
151,光伏建筑一体化;融资融券;股权转让(并购重组);建筑节能;装配式建筑;光伏概念;新型城镇化;房屋检测,920149.BJ,8,920149
33,注册制次新股;高端装备;专精特新;人民币贬值受益;海峡两岸;中俄贸易概念;一带一路;俄乌冲突概念;深股通;新股与次新股;融资融券,001233.SZ,11,001233
33,特斯拉概念;新能源汽车;比亚迪概念;一体化压铸;机器人概念;深股通,001311.SZ,6,001311
33,星闪概念;车联网(车路协同);智能家居;智能座舱;人工智能;DeepSeek概念;机器人概念;智能穿戴;小米概念;智慧政务;家用电器;在线教育;AIGC概念;AI眼镜;汽车电子;云办公;物业管理;AI应用;深股通;融资融券,002841.SZ,20,002841
22,ST板块;汽车电子;消费电子概念;人脸识别;卫星导航,600130.SH,5,600130
17,流感;生物疫苗;阿尔茨海默概念;国企改革;沪股通;融资融券,688276.SH,6,688276
17,文化传媒概念;IP经济(谷子经济);在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,605577.SH,7,605577
33,共封装光学(CPO);PCB概念;铜缆高速连接;先进封装;5G;MiniLED;华为数字能源;毫米波雷达;汽车电子;数据中心;新能源汽车;华为概念;华为汽车;一带一路;深股通;融资融券,300814.SZ,16,300814
33,煤炭概念;超超临界发电;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,001286.SZ,9,001286
17,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,600958.SH,6,600958
33,乳业;农业种植;深股通;融资融券;回购增持再贷款概念,002557.SZ,5,002557
17,5G;国家大基金持股;中国AI 50;芯片概念;数据中心;网络安全;沪股通;融资融券,688702.SH,8,688702
33,医药电商;脑机接口;生物疫苗;流感;肝炎概念;养老概念;眼科医疗;三胎概念;医疗器械概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,000650.SZ,17,000650
17,虚拟数字人;元宇宙;智能家居;AI智能体;数据要素;数字经济;多模态AI;人工智能;DeepSeek概念;家用电器;虚拟现实;MCU芯片;商业航天;机器人概念;智能穿戴;AI眼镜;MR(混合现实);汽车电子;沪股通;融资融券;消费电子概念;芯片概念;MicroLED概念;MiniLED,600060.SH,24,600060
17,智能电网;抽水蓄能;核电;光伏概念;风电;储能;数据中心;海工装备;高端装备;中国AI 50;新能源汽车;雅下水电概念;专精特新;工业互联网;机器人概念;华为概念;海南自贸区;数字孪生;阿里巴巴概念;百度概念;数据要素;融资融券;沪股通,688676.SH,23,688676
33,BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光伏概念;国企改革;虚拟电厂;华为概念;AI智能体;深股通;融资融券,300393.SZ,11,300393
33,装配式建筑;新型城镇化;地下管网;PPP概念;雄安新区;乡村振兴;国企改革;水利;一带一路;智慧城市;数字经济;粤港澳大湾区;数字孪生;人工智能;低空经济;物联网;时空大数据;腾讯概念;无人机;数据中心;深股通,003013.SZ,21,003013
17,减肥药;细胞免疫治疗;创新药;眼科医疗;仿制药一致性评价;辅助生殖;同花顺漂亮100;证金持股;沪股通;融资融券,600276.SH,10,600276
17,光刻机;光刻胶;芯片概念;智能穿戴;专精特新;机器视觉;无人驾驶;虚拟现实;人民币贬值受益;基因测序;眼科医疗;沪股通;融资融券,688502.SH,13,688502
33,参股保险;证金持股;国企改革;华为汽车;长安汽车概念;汽车热管理;飞行汽车(eVTOL);小米汽车;动力电池回收;新能源汽车;换电概念;无人驾驶;比亚迪概念;锂电池概念;低空经济;储能;智能座舱;车联网(车路协同);汽车电子;小米概念;宁德时代概念;深股通;融资融券,000030.SZ,23,000030
17,天然气;上海国企改革;国企改革;PPP概念;地下管网;雄安新区;新型城镇化;氢能源;回购增持再贷款概念;一带一路;风电;水利;沪股通;融资融券;数字经济;智慧城市;高端装备;数据要素;专精特新;机器人概念;人工智能;低空经济,600820.SH,22,600820
17,创投;统一大市场;上海自贸区;人民币贬值受益;上海国企改革;一带一路;医疗器械概念;国企改革;自由贸易港;参股券商;航运概念;沪股通;融资融券,600278.SH,13,600278
33,供销社;绿色电力;深股通,002014.SZ,3,002014
33,租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;粤港澳大湾区;人工智能;数字孪生;机器人概念;深股通;融资融券,000090.SZ,11,000090
33,新型工业化;卫星导航;物联网;传感器;车联网(车路协同);商业航天;工业互联网;机器人概念;换电概念;汽车电子;智能座舱;无人驾驶;数据中心;新能源汽车;农机;充电桩;AI智能体;人工智能;专精特新;储能;PCB概念;风电;回购增持再贷款概念,001266.SZ,23,001266
17,CRO概念;2025年报预增;细胞免疫治疗;基因测序;专精特新;智能医疗;创新药;生物疫苗;融资融券;沪股通,603127.SH,10,603127
33,自由贸易港;统一大市场;回购增持再贷款概念;冷链物流;一带一路;国企改革;西部大开发;乡村振兴;航运概念;机器人概念;安防;华为概念;星闪概念;DeepSeek概念;人工智能;区块链;深股通;融资融券,000582.SZ,18,000582
17,人形机器人;传感器;机器人概念;机器视觉;同花顺新质50;物联网;芯片概念;华为概念;数据中心;融资融券;沪股通,603662.SH,11,603662
151,人民币贬值受益;染料;融资融券;转基因;草甘膦,920819.BJ,5,920819
17,重组蛋白;创新药;肝炎概念;仿制药一致性评价;沪股通;融资融券,688687.SH,6,688687
17,中字头股票;互联网保险;沪股通;融资融券;证金持股;同花顺中特估100;参股银行;国企改革;2025三季报预增,601628.SH,9,601628
151,西部大开发;医药电商;融资融券;农业种植,920266.BJ,4,920266
17,创新药;仿制药一致性评价;减肥药;流感;生物疫苗;猴痘概念;阿尔茨海默概念;细胞免疫治疗;辅助生殖;民营医院;医美概念;医疗器械概念;青蒿素;智能医疗;家庭医生;证金持股;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,600196.SH,21,600196
33,海峡两岸;乡村振兴;土地流转;碳中和;国企改革;碳交易;绿色电力;央企国企改革;天然气,000663.SZ,9,000663
33,MicroLED概念;柔性屏(折叠屏);虚拟现实;智能穿戴;OLED;人脸识别;小米概念;汽车电子;消费电子概念;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券,002387.SZ,15,002387
33,网红经济;IP经济(谷子经济);C2M概念;三胎概念;毛发医疗;民营医院;医美概念;虚拟数字人;医疗器械概念;牙科医疗;中韩自贸区;2025年报预增;融资融券;深股通,002612.SZ,14,002612
17,航空发动机;可控核聚变;核电;海工装备;3D打印;大飞机;高端装备;风电;军工;商业航天;无人机;工业互联网;核污染防治;一带一路;参股银行;沪股通;融资融券,603308.SH,17,603308
33,硅能源;有机硅概念;黄金概念;光伏概念;特高压;深股通;融资融券,002132.SZ,7,002132
17,参股券商;IP经济(谷子经济);沪股通,603587.SH,3,603587
17,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;充电桩;电力物联网;储能;智能电网;融资融券,688391.SH,10,688391
33,F5G概念;共封装光学(CPO);光纤概念;液冷服务器;6G概念;5G;数据中心;东数西算(算力);量子科技;芯片概念;华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券,002281.SZ,19,002281
33,ST板块;建筑节能;新型城镇化;光伏概念;装配式建筑;光伏建筑一体化;ERP概念;绿色电力,002620.SZ,8,002620
17,2025年报预增;储能;风电;专精特新;京津冀一体化;沪股通;融资融券,605305.SH,7,605305
17,互联网金融;国企改革;2025年报预增;股权转让(并购重组);融资融券;沪股通,601456.SH,6,601456
17,国产航母;军民融合;军工;光纤概念;AI眼镜;人形机器人;机器视觉;机器人概念;专精特新;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,600184.SH,14,600184
33,白酒概念;猪肉;国企改革;深股通;融资融券,000860.SZ,5,000860
17,期货概念;国企改革;创投;沪股通;融资融券,601990.SH,5,601990
33,电力物联网;智能电网;特高压;东数西算(算力);储能;数字孪生;PM2.5;人工智能;信创;无人机;核电;虚拟现实;数据要素;土壤修复;AI应用;深股通,002322.SZ,16,002322
17,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券,688278.SH,6,688278
17,毛发医疗;医药电商;维生素;流感;仿制药一致性评价;眼科医疗;工业大麻;创新药;幽门螺杆菌概念;阿尔茨海默概念;国企改革;智能医疗;AI应用;沪股通;融资融券;专精特新,600572.SH,16,600572
33,人形机器人;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;工业互联网;专精特新;汽车电子;创投;充电桩;高压快充;2025年报预增;深股通,300695.SZ,13,300695
17,黄金概念;染料;回购增持再贷款概念;污水处理;共同富裕示范区;沪股通;融资融券,600987.SH,7,600987
33,网红经济;体育产业;融资融券;深股通,002832.SZ,4,002832
33,露营经济;共同富裕示范区;智能家居;一带一路;人民币贬值受益;华为概念;回购增持再贷款概念;星闪概念;跨境电商;体育产业;三胎概念;数字经济;网红经济;鸿蒙概念;IP经济(谷子经济);NFT概念,002615.SZ,16,002615
33,中船系;ST板块;军民融合;军工;机器人概念;核污染防治;新型工业化;国企改革;海工装备;央企国企改革;人工智能;核电;2025年报预增,300527.SZ,13,300527
151,人民币贬值受益;一带一路;跨境电商;融资融券;露营经济,920132.BJ,5,920132
17,3D打印;工业互联网;机器人概念;新能源汽车;DeepSeek概念;光伏概念;绿色电力;沪股通,603112.SH,8,603112
17,柔性直流输电;特高压;智能电网;超导概念;充电桩;核电;无人机;固态电池;一带一路;央企国企改革;西部大开发;国企改革;沪股通;融资融券,688334.SH,14,688334
17,证金持股;国企改革;央企国企改革;地下管网;污水处理;回购增持再贷款概念;抽水蓄能;海工装备;高铁;高端装备;工业互联网;机器人概念;沪股通;融资融券;DeepSeek概念;人工智能;中字头股票,600528.SH,17,600528
151,专精特新;融资融券;可控核聚变;核电,920396.BJ,4,920396
33,免税店;预制菜;物业管理;冰雪产业;网红经济;跨境电商;露营经济;IP经济(谷子经济);白酒概念;参股银行;国企改革;创投;电子竞技;一带一路;低空经济;文化传媒概念;数字经济;人工智能;黄金概念;深股通;融资融券,000501.SZ,21,000501
17,统一大市场;智能物流;西部大开发;IP经济(谷子经济);粮食概念;抖音概念(字节概念),600785.SH,6,600785
17,脑机接口;民营医院;医疗器械概念;智能医疗;合成生物;人工智能;DeepSeek概念;消毒剂;医疗废物处理;AI应用;智能物流;华为概念;回购增持再贷款概念;机器人概念;国企改革;人形机器人;光刻胶;沪股通;融资融券,600587.SH,19,600587
17,生物质能发电;绿色电力;医疗废物处理;固废处理;PPP概念;土壤修复;国企改革;污水处理;垃圾分类;上海国企改革;上海自贸区;沪股通;融资融券,601200.SH,13,601200
17,智能家居;工业互联网;参股银行;芯片概念,603216.SH,4,603216
17,智能医疗;医疗器械概念;DeepSeek概念;AI智能体;阿里巴巴概念;京津冀一体化;云计算;机器人概念;数据中心;绿色电力;一带一路;超导概念;沪股通;融资融券,600055.SH,14,600055
17,参股银行;创新药;机器人概念;石墨烯;融资融券,600503.SH,5,600503
33,金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;深股通;文化传媒概念;融资融券,000603.SZ,9,000603
17,人造肉;NMN概念;合成生物;维生素;国企改革;沪股通;融资融券,600298.SH,7,600298
33,智谱AI;ChatGPT概念;AIGC概念;虚拟数字人;华为鲲鹏;智慧政务;空间计算;数据要素;百度概念;元宇宙;军工信息化;人工智能;智慧城市;数字孪生;车联网(车路协同);数字经济;虚拟现实;智能医疗;物联网;低空经济;数据中心;IP经济(谷子经济);机器人概念;水利;AI应用;旅游概念;地下管网;污水处理;融资融券,301313.SZ,29,301313
17,创新药;沪股通;融资融券,688428.SH,3,688428
17,智能物流;机器人概念;专精特新;机器视觉;人工智能;芯片概念;统一大市场;稀土永磁;融资融券,688211.SH,9,688211
33,碳中和;碳交易;燃料电池;氢能源;专精特新,300234.SZ,5,300234
151,商业航天;减速器;机器人概念;融资融券;军工;新能源汽车;国企改革;军民融合;专精特新,920418.BJ,9,920418
33,商业航天;液冷服务器;3D打印;专精特新;汽车热管理;风电;新能源汽车;注册制次新股;新股与次新股;融资融券,001400.SZ,10,001400
17,富士康概念;AI PC;AI眼镜;汽车电子;消费电子概念;5G;人形机器人;小米汽车;比亚迪概念;特斯拉概念;新能源汽车;F5G概念;华为汽车;机器人概念;华为概念;人民币贬值受益;沪股通;融资融券,603890.SH,18,603890
17,特高压;智能电网;钒电池;碳交易;储能;碳中和;央企国企改革;国企改革;物联网;参股券商;信托概念;期货概念;沪股通;融资融券,600517.SH,14,600517
33,文化传媒概念;体育产业;同花顺漂亮100;DeepSeek概念;阿里巴巴概念;深股通;融资融券;同花顺出海50,002027.SZ,8,002027
33,冰雪产业;旅游概念;西部大开发;新疆振兴;国企改革;低空经济;飞行汽车(eVTOL);深股通;股权转让(并购重组),300859.SZ,9,300859
17,中俄贸易概念;上海自贸区;新能源汽车;国企改革;一带一路;汽车热管理;百度概念;沪股通;融资融券,603107.SH,9,603107
17,科创次新股;存储芯片;芯片概念;华为概念;注册制次新股;2025年报预增;长三角一体化;新股与次新股;融资融券,688809.SH,9,688809
17,天然气;氢能源;国企改革;换电概念,603689.SH,4,603689
33,钙钛矿电池;光伏概念;固态电池;OLED;宁德时代概念;锂电池概念;比亚迪概念;芯片概念;燃料电池;先进封装;储能;专精特新;消费电子概念;传感器;氢能源;机器人概念;粤港澳大湾区;物联网;深股通;融资融券,301325.SZ,20,301325
17,民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券,600162.SH,6,600162
33,流感;禽流感;肝炎概念;医药电商;仿制药一致性评价;创新药;三胎概念;医疗器械概念;创投;深股通;融资融券,300039.SZ,11,300039
33,猴痘概念;重组蛋白;细胞免疫治疗;人民币贬值受益;人工智能;专精特新;深股通;融资融券,301080.SZ,8,301080
33,创新药;合成生物;重组蛋白;深股通;融资融券;回购增持再贷款概念,002252.SZ,6,002252
33,长安汽车概念;减速器;飞行汽车(eVTOL);粤港澳大湾区;无人驾驶;MCU芯片;同花顺新质50;新能源汽车;低空经济;智能物流;2025年报预增;深股通;融资融券,300681.SZ,13,300681
17,国企改革;一体化压铸;回购增持再贷款概念;一带一路;央企国企改革;动力电池回收;智能物流;燃料电池;长安汽车概念;小米汽车;车联网(车路协同);机器人概念;新能源汽车;特斯拉概念;比亚迪概念;独角兽概念;宁德时代概念;华为概念;小米概念;工业母机;阿里巴巴概念;沪股通;融资融券,600335.SH,23,600335
17,机器人概念;新能源汽车;人民币贬值受益;智能物流;共同富裕示范区;储能;军工;锂电池概念;汽车拆解概念;沪股通;融资融券,603194.SH,11,603194
17,光刻机;芯片概念;新能源汽车;上海自贸区;创投;新型城镇化;蚂蚁集团概念;数字乡村;租售同权;物业管理;参股券商;国企改革;乡村振兴;证金持股;沪股通;融资融券,600895.SH,16,600895
33,同花顺中特估100;超超临界发电;央企国企改革;医疗废物处理;国企改革;碳中和;一带一路;中俄贸易概念;数字经济;3D打印;深股通;融资融券;中字头股票,000928.SZ,13,000928
17,三胎概念;跨境电商;C2M概念;沪股通;融资融券,603193.SH,5,603193
17,可控核聚变;航空发动机;核电;大飞机;军工;海工装备;特钢概念;风电;高端装备;雅下水电概念;高铁;芯片概念;2025三季报预增;储能;专精特新;2025年报预增;人形机器人;回购增持再贷款概念;沪股通;融资融券,688186.SH,20,688186
33,冰雪产业;旅游概念;AI应用;IP经济(谷子经济);体育产业;跨境支付(CIPS);足球概念;露营经济;区块链;互联网金融;AI智能体;阿里巴巴概念;乡村振兴;宠物经济;人工智能;京津冀一体化;一带一路;深股通;融资融券,002707.SZ,19,002707
151,专精特新;PET铜箔;光伏概念;融资融券;锂电池概念;核污染防治,920204.BJ,6,920204
33,禽流感;猴痘概念;流感;幽门螺杆菌概念;肝炎概念;基因测序;辅助生殖;医疗器械概念;智能医疗;食品安全;人工智能;创投;互联网金融;国企改革;融资融券;深股通,002030.SZ,16,002030
33,核电;海工装备;军工;商业航天;高端装备;风电;雄安新区;机器人概念;超超临界发电;国企改革;无人驾驶;数字孪生;深股通;融资融券,002204.SZ,14,002204
17,BC电池;HJT电池;TOPCON电池;POE胶膜;光伏概念;固态电池;锂电池概念;比亚迪概念;专精特新;回购增持再贷款概念;人民币贬值受益;融资融券,688560.SH,12,688560
17,流感;仿制药一致性评价;专精特新;锂电池概念;氟化工概念,603520.SH,5,603520
17,军民融合;商业航天;军工;无人机;高端装备;核电;低空经济;高铁;水利;无人驾驶;工业互联网;风电;储能;抽水蓄能;国企改革;沪股通;融资融券,600416.SH,17,600416
17,期货概念;国企改革;雄安新区;京津冀一体化;百度概念;融资融券;沪股通,600906.SH,7,600906
17,锂电池概念;固态电池;机器人概念;新能源汽车;宁德时代概念;燃料电池;氢能源;煤化工概念;摘帽,603959.SH,9,603959
17,AIGC概念;AI智能体;数据要素;腾讯概念;智能医疗;DeepSeek概念;人工智能;基因测序;食品安全;华为概念;细胞免疫治疗;医疗器械概念;AI应用;幽门螺杆菌概念;机器人概念;肝炎概念;冷链物流;融资融券;沪股通,603882.SH,19,603882
33,钛白粉概念;金属钴;小金属概念;钒电池;石墨电极;回购增持再贷款概念;锂电池概念;氢能源;天然气;固态电池;宁德时代概念;高股息精选;养老概念;深股通;融资融券,002601.SZ,15,002601
17,体育产业;人形机器人;机器人概念;旅游概念;虚拟现实;雄安新区;IP经济(谷子经济);一带一路;人工智能;数字经济;DeepSeek概念;元宇宙;阿里巴巴概念;文化传媒概念;沪股通,603081.SH,15,603081
33,禽流感;合成生物;代糖概念;工业大麻;农业种植;啤酒概念;参股银行;人民币贬值受益;回购增持再贷款概念;乡村振兴;西部大开发;专精特新;股权转让(并购重组);深股通;融资融券,002166.SZ,15,002166
33,特钢概念;钒电池;国企改革;回购增持再贷款概念;雄安新区;钠离子电池;核电;可控核聚变;京津冀一体化;储能;深股通;融资融券;比亚迪概念,000709.SZ,13,000709
17,文化传媒概念;IP经济(谷子经济);网络游戏;DeepSeek概念;独角兽概念;智谱AI;证金持股;创投;国企改革;ETC;智能物流;机器人概念;AI应用;融资融券;沪股通,601801.SH,15,601801
33,地下管网;新型城镇化;共同富裕示范区;水利;光伏建筑一体化;京津冀一体化;储能;机器人概念;光伏概念;天然气;融资融券;深股通,002641.SZ,12,002641
33,物业管理;证金持股;国企改革;新型城镇化;央企国企改革;深股通;融资融券;粤港澳大湾区,000031.SZ,8,000031
17,C2M概念;人民币贬值受益;跨境电商;回购增持再贷款概念;智能家居;独角兽概念;鸿蒙概念;沪股通,603313.SH,8,603313
17,液冷服务器;数据中心;5G;东数西算(算力);算力租赁;华为概念;腾讯概念;专精特新;阿里巴巴概念;抖音概念(字节概念);百度概念;DeepSeek概念,603912.SH,12,603912
33,民营医院;养老概念;仿制药一致性评价;医美概念;创新药;国企改革;创投;医疗器械概念;高压氧舱,000919.SZ,9,000919
22,ST板块;预制菜;冷链物流,603517.SH,3,603517
33,生物质能发电;固废处理;绿色电力;污水处理;金属回收;垃圾分类;国企改革;PPP概念;黄金概念;金属铜,002479.SZ,10,002479
17,污水处理;融资融券;沪股通,603279.SH,3,603279
17,可降解塑料;碳中和;固废处理;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,688087.SH,7,688087
17,上海国企改革;物业管理;光伏建筑一体化;国企改革;碳交易;绿色电力;充电桩;无人驾驶;股权转让(并购重组),600834.SH,9,600834
33,同花顺中特估100;装配式建筑;国企改革;PPP概念;绿色电力;一带一路;水利;高铁;深股通;智慧城市;腾讯概念;融资融券,000498.SZ,12,000498
22,ST板块;虚拟现实;职业教育;人工智能,603377.SH,4,603377
151,光纤概念;海工装备;军工;金属铜;风电;融资融券;特高压;核电;光伏概念;充电桩;专精特新,920682.BJ,11,920682
17,期货概念;国企改革;沪股通;2025年报预增;融资融券,601375.SH,5,601375
33,人形机器人;汽车热管理;特斯拉概念;华为汽车;同花顺新质50;长安汽车概念;比亚迪概念;新能源汽车;机器人概念;小米概念;液冷服务器;家用电器;数据中心;宁德时代概念;燃料电池;空气能热泵;储能;同花顺出海50;DeepSeek概念;回购增持再贷款概念;一带一路;深股通;融资融券,002050.SZ,23,002050
33,卫星导航;EDR概念;人脸识别;车联网(车路协同);ERP概念;物联网;人工智能;无人驾驶;华为概念;智能穿戴;东数西算(算力);智能座舱;数据要素;AI智能体;移动支付;百度概念;网约车;比亚迪概念;新能源汽车;数据中心;智能物流;充电桩;高压快充;冷链物流;雄安新区;乡村振兴,300807.SZ,26,300807
17,文化传媒概念;在线教育;IP经济(谷子经济);人工智能;AI应用;参股银行;国企改革;沪股通;融资融券,601900.SH,9,601900
17,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,601319.SH,6,601319
17,同花顺出海50;雅下水电概念;农机;高端装备;人民币贬值受益;无人驾驶;一带一路;工业互联网;机器人概念;同花顺漂亮100;证金持股;新疆振兴;沪股通;融资融券,600031.SH,14,600031
151,氢能源;比亚迪概念;传感器;专精特新;新股与次新股;融资融券,920022.BJ,6,920022
151,一带一路;融资融券;宠物经济;IP经济(谷子经济);人民币贬值受益,920419.BJ,5,920419
17,国家大基金持股;OLED;芯片概念;消费电子概念;汽车电子;智能穿戴;传感器;人民币贬值受益;安防;智慧城市;融资融券;沪股通,688728.SH,12,688728
151,中俄贸易概念;融资融券;海工装备;一带一路;页岩气;专精特新;人民币贬值受益,920694.BJ,7,920694
33,污水处理;新型城镇化;地下管网;专精特新;注册制次新股;智慧城市;人工智能;新股与次新股;融资融券,001396.SZ,9,001396
17,光刻胶;先进封装;芯片概念;2025年报预增;新能源汽车;高铁;3D打印;锂电池概念;风电;大飞机;丙烯酸;在线教育,603928.SH,12,603928
17,大飞机;商业航天;人形机器人;军工;机器人概念;专精特新;海工装备;医疗器械概念;央企国企改革;国企改革;融资融券,688722.SH,11,688722
17,黄金概念;金属铜;金属钴;小金属概念;金属镍;盐湖提锂;磷化工;同花顺出海50;同花顺漂亮100;宁德时代概念;沪股通;融资融券;人民币贬值受益,603993.SH,13,603993
22,煤化工概念;ST板块;充电桩;换电概念,600753.SH,4,600753
151,车联网(车路协同);低空经济;融资融券;机器人概念;国企改革;京津冀一体化;毫米波雷达;ETC;智慧城市;数据要素;新型城镇化;百度概念;机器视觉,920806.BJ,13,920806
151,海峡两岸;人民币贬值受益;跨境电商;融资融券;一带一路,920445.BJ,5,920445
33,眼科医疗;民营医院;智能医疗;福建自贸区;DeepSeek概念;人工智能;海峡两岸;智能穿戴;AI眼镜;5G;深股通;融资融券,301267.SZ,12,301267
17,PCB概念;先进封装;PET铜箔;华为手机;5G;消费电子概念;小米概念;专精特新;华为概念;稀土永磁;融资融券,688020.SH,11,688020
33,流感;幽门螺杆菌概念;肝炎概念;仿制药一致性评价;猴痘概念;创新药;参股银行;西部大开发;深股通;融资融券,300194.SZ,10,300194
17,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,600997.SH,5,600997
33,海峡两岸;三胎概念;合成生物;2025年报预增;消毒剂,300132.SZ,5,300132
33,代糖概念;生物质能发电;合成生物;锂电池概念;煤化工概念;固态电池;光伏概念;深股通;融资融券,002597.SZ,9,002597
151,锂电池概念;西部大开发;动力电池回收;金属镍;金属铜;金属回收;小金属概念;融资融券,920033.BJ,8,920033
17,牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,600763.SH,9,600763
33,水泥概念;参股银行;绿色电力;深股通;融资融券;创投;粤港澳大湾区;高股息精选,002233.SZ,8,002233
151,比亚迪概念;粤港澳大湾区;融资融券;碳纤维;机器人概念;消费电子概念;PEEK材料;专精特新;新能源汽车,920469.BJ,9,920469
17,可降解塑料;锂电池概念;固态电池;绿色电力;2025三季报预增;飞行汽车(eVTOL);创投;比亚迪概念;低空经济;大飞机;沪股通;融资融券,600210.SH,12,600210
33,地下管网;净水概念;污水处理;数字经济;一带一路;水利;深股通;融资融券;石墨烯;智能家居;海峡两岸,002372.SZ,11,002372
33,人工智能;创投;医疗器械概念;创新药;深股通;融资融券,301093.SZ,6,301093
33,国产操作系统;数据安全;华为鲲鹏;信创;网络安全;中国AI 50;东数西算(算力);百度概念;量子科技;AI PC;区块链;车联网(车路协同);智慧城市;数字经济;数据中心;DeepSeek概念;人工智能;华为概念;卫星导航;商业航天;5G;军民融合;军工;智能电网;芯片概念;消费电子概念;液冷服务器;粤港澳大湾区;汽车电子;海工装备;央企国企改革;锂电池概念;国企改革;钠离子电池;深股通;中字头股票;融资融券,000066.SZ,37,000066
17,农业种植;一带一路;冷链物流;乡村振兴;国企改革;股权转让(并购重组),603336.SH,6,603336
17,页岩气;参股券商;参股保险;生物疫苗;雄安新区;创新药;沪股通;融资融券;创投;职业教育;2025年报预增,600739.SH,11,600739
33,PM2.5;商业航天;军民融合;中芯国际概念;军工;芯片概念;无人驾驶;机器人概念;家用电器;新能源汽车;特斯拉概念;减速器;特高压;空气能热泵;创投;氢能源;职业教育;一带一路;污水处理;国企改革;参股银行;猴痘概念;期货概念;融资融券;深股通,000551.SZ,25,000551
33,ST板块;西部大开发;锂电池概念,000691.SZ,3,000691
17,预制菜;冷链物流;智能物流;乡村振兴;证金持股;2025年报预增;融资融券;沪股通,603708.SH,8,603708
17,期货概念;国企改革;参股保险;参股银行;小金属概念;统一大市场;汽车拆解概念;大豆;化债概念(AMC概念);一带一路;医美概念;养老概念;共同富裕示范区;辅助生殖;跨境电商;DeepSeek概念;脑机接口;储能;机器人概念;小米汽车;沪股通;融资融券,600704.SH,22,600704
17,光刻机;芯片概念;专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券,688409.SH,7,688409
33,汽车芯片;芯片概念;雅下水电概念;数据中心;高铁;核电;小米概念;无人机;机器人概念;新能源汽车;汽车电子;低空经济;华为概念;物联网;海工装备;星闪概念;医疗器械概念;商业航天;人工智能;车联网(车路协同);水利;基因测序;食品安全;碳中和;PCB概念;网络安全;数字经济;核污染防治;辅助生殖;房屋检测;土壤修复;互联网金融;CRO概念;宠物经济;创新药;猴痘概念;流感;航运概念;深股通;融资融券,300012.SZ,40,300012
33,华为汽车;比亚迪概念;新能源汽车;一带一路;汽车电子;深股通;融资融券,300893.SZ,7,300893
17,PCB概念;风电;国企改革,605006.SH,3,605006
33,细胞免疫治疗;重组蛋白;创新药;基因测序;眼科医疗;智能医疗;深股通;融资融券,300558.SZ,8,300558
17,肝炎概念;创新药;CRO概念;人民币贬值受益;融资融券;沪股通,603229.SH,6,603229
33,页岩气;一带一路;污水处理;融资融券,002476.SZ,4,002476
17,自由贸易港;航运概念;统一大市场;国企改革;跨境电商;一带一路;上海自贸区;央企国企改革;阿里巴巴概念;沪股通;比亚迪概念;小米概念;融资融券,603128.SH,13,603128
33,期货概念;国企改革;西部大开发;深股通;融资融券,002673.SZ,5,002673
33,人形机器人;新能源汽车;华为汽车;低空经济;数据中心;粤港澳大湾区;宁德时代概念;储能;锂电池概念;固态电池;深股通;融资融券,301631.SZ,12,301631
33,脑机接口;硅能源;石墨电极;固态电池;金属钴;芯片概念;钠离子电池;人工智能;金属镍;2025年报预增;锂电池概念;东数西算(算力);宁德时代概念;动力电池回收;消费电子概念;小金属概念;数据中心;机器人概念;比亚迪概念;石墨烯;人形机器人;粤港澳大湾区;金属铜;燃料电池;新能源汽车;人民币贬值受益;氢能源;深股通;融资融券,300409.SZ,29,300409
